concept,lang_a,lang_b,ls_cogid_a,ls_cogid_b,sv_cogid_a,sv_cogid_b,verdict
fish,Azerbaijani,Kazakh,94.0,94.0,98,98,AGREE_COGNATE
fish,Azerbaijani,Kyrgyz,94.0,94.0,98,98,AGREE_COGNATE
fish,Azerbaijani,Turkish,94.0,94.0,98,98,AGREE_COGNATE
fish,Azerbaijani,Turkmen,94.0,94.0,98,98,AGREE_COGNATE
fish,Azerbaijani,Uyghur,94.0,100.0,98,98,DISAGREE_SV_ONLY
fish,Azerbaijani,Uzbek,94.0,94.0,98,98,AGREE_COGNATE
fish,Azerbaijani,Yakut,94.0,102.0,98,98,DISAGREE_SV_ONLY
fish,Chuvash,Kazakh,95.0,94.0,98,98,DISAGREE_SV_ONLY
fish,Chuvash,Kyrgyz,95.0,94.0,98,98,DISAGREE_SV_ONLY
fish,Chuvash,Turkish,95.0,94.0,98,98,DISAGREE_SV_ONLY
fish,Chuvash,Turkmen,95.0,94.0,98,98,DISAGREE_SV_ONLY
fish,Chuvash,Uyghur,95.0,100.0,98,98,DISAGREE_SV_ONLY
fish,Chuvash,Uzbek,95.0,94.0,98,98,DISAGREE_SV_ONLY
fish,Chuvash,Yakut,95.0,102.0,98,98,DISAGREE_SV_ONLY
fish,Kazakh,Kyrgyz,94.0,94.0,98,98,AGREE_COGNATE
fish,Kazakh,Turkish,94.0,94.0,98,98,AGREE_COGNATE
fish,Kazakh,Turkmen,94.0,94.0,98,98,AGREE_COGNATE
fish,Kazakh,Uyghur,94.0,100.0,98,98,DISAGREE_SV_ONLY
fish,Kazakh,Uzbek,94.0,94.0,98,98,AGREE_COGNATE
fish,Kazakh,Yakut,94.0,102.0,98,98,DISAGREE_SV_ONLY
fish,Kyrgyz,Turkish,94.0,94.0,98,98,AGREE_COGNATE
fish,Kyrgyz,Turkmen,94.0,94.0,98,98,AGREE_COGNATE
fish,Kyrgyz,Uyghur,94.0,100.0,98,98,DISAGREE_SV_ONLY
fish,Kyrgyz,Uzbek,94.0,94.0,98,98,AGREE_COGNATE
fish,Kyrgyz,Yakut,94.0,102.0,98,98,DISAGREE_SV_ONLY
fish,Turkish,Turkmen,94.0,94.0,98,98,AGREE_COGNATE
fish,Turkish,Uyghur,94.0,100.0,98,98,DISAGREE_SV_ONLY
fish,Turkish,Uzbek,94.0,94.0,98,98,AGREE_COGNATE
fish,Turkish,Yakut,94.0,102.0,98,98,DISAGREE_SV_ONLY
fish,Turkmen,Uyghur,94.0,100.0,98,98,DISAGREE_SV_ONLY
fish,Turkmen,Uzbek,94.0,94.0,98,98,AGREE_COGNATE
fish,Turkmen,Yakut,94.0,102.0,98,98,DISAGREE_SV_ONLY
fish,Uyghur,Uzbek,100.0,94.0,98,98,DISAGREE_SV_ONLY
fish,Uyghur,Yakut,100.0,102.0,98,98,DISAGREE_SV_ONLY
fish,Uzbek,Yakut,94.0,102.0,98,98,DISAGREE_SV_ONLY
flesh,Azerbaijani,Kazakh,103.0,103.0,37,37,AGREE_COGNATE
flesh,Azerbaijani,Kyrgyz,103.0,103.0,37,37,AGREE_COGNATE
flesh,Azerbaijani,Turkish,103.0,103.0,37,37,AGREE_COGNATE
flesh,Azerbaijani,Turkmen,103.0,103.0,37,37,AGREE_COGNATE
flesh,Azerbaijani,Yakut,103.0,103.0,37,37,AGREE_COGNATE
flesh,Kazakh,Kyrgyz,103.0,103.0,37,37,AGREE_COGNATE
flesh,Kazakh,Turkish,103.0,103.0,37,37,AGREE_COGNATE
flesh,Kazakh,Turkmen,103.0,103.0,37,37,AGREE_COGNATE
flesh,Kazakh,Yakut,103.0,103.0,37,37,AGREE_COGNATE
flesh,Kyrgyz,Turkish,103.0,103.0,37,37,AGREE_COGNATE
flesh,Kyrgyz,Turkmen,103.0,103.0,37,37,AGREE_COGNATE
flesh,Kyrgyz,Yakut,103.0,103.0,37,37,AGREE_COGNATE
flesh,Turkish,Turkmen,103.0,103.0,37,37,AGREE_COGNATE
flesh,Turkish,Yakut,103.0,103.0,37,37,AGREE_COGNATE
flesh,Turkmen,Yakut,103.0,103.0,37,37,AGREE_COGNATE
grease,Azerbaijani,Chuvash,105.0,106.0,697,697,DISAGREE_SV_ONLY
grease,Azerbaijani,Kazakh,105.0,107.0,697,699,AGREE_NON
grease,Azerbaijani,Kyrgyz,105.0,107.0,697,697,DISAGREE_SV_ONLY
grease,Azerbaijani,Turkish,105.0,106.0,697,701,AGREE_NON
grease,Azerbaijani,Turkmen,105.0,110.0,697,697,DISAGREE_SV_ONLY
grease,Azerbaijani,Uyghur,105.0,107.0,697,697,DISAGREE_SV_ONLY
grease,Azerbaijani,Uzbek,105.0,112.0,697,697,DISAGREE_SV_ONLY
grease,Azerbaijani,Yakut,105.0,106.0,697,699,AGREE_NON
grease,Chuvash,Kazakh,106.0,107.0,697,699,AGREE_NON
grease,Chuvash,Kyrgyz,106.0,107.0,697,697,DISAGREE_SV_ONLY
grease,Chuvash,Turkish,106.0,106.0,697,701,DISAGREE_LS_ONLY
grease,Chuvash,Turkmen,106.0,110.0,697,697,DISAGREE_SV_ONLY
grease,Chuvash,Uyghur,106.0,107.0,697,697,DISAGREE_SV_ONLY
grease,Chuvash,Uzbek,106.0,112.0,697,697,DISAGREE_SV_ONLY
grease,Chuvash,Yakut,106.0,106.0,697,699,DISAGREE_LS_ONLY
grease,Kazakh,Kyrgyz,107.0,107.0,699,697,DISAGREE_LS_ONLY
grease,Kazakh,Turkish,107.0,106.0,699,701,AGREE_NON
grease,Kazakh,Turkmen,107.0,110.0,699,697,AGREE_NON
grease,Kazakh,Uyghur,107.0,107.0,699,697,DISAGREE_LS_ONLY
grease,Kazakh,Uzbek,107.0,112.0,699,697,AGREE_NON
grease,Kazakh,Yakut,107.0,106.0,699,699,DISAGREE_SV_ONLY
grease,Kyrgyz,Turkish,107.0,106.0,697,701,AGREE_NON
grease,Kyrgyz,Turkmen,107.0,110.0,697,697,DISAGREE_SV_ONLY
grease,Kyrgyz,Uyghur,107.0,107.0,697,697,AGREE_COGNATE
grease,Kyrgyz,Uzbek,107.0,112.0,697,697,DISAGREE_SV_ONLY
grease,Kyrgyz,Yakut,107.0,106.0,697,699,AGREE_NON
grease,Turkish,Turkmen,106.0,110.0,701,697,AGREE_NON
grease,Turkish,Uyghur,106.0,107.0,701,697,AGREE_NON
grease,Turkish,Uzbek,106.0,112.0,701,697,AGREE_NON
grease,Turkish,Yakut,106.0,106.0,701,699,DISAGREE_LS_ONLY
grease,Turkmen,Uyghur,110.0,107.0,697,697,DISAGREE_SV_ONLY
grease,Turkmen,Uzbek,110.0,112.0,697,697,DISAGREE_SV_ONLY
grease,Turkmen,Yakut,110.0,106.0,697,699,AGREE_NON
grease,Uyghur,Uzbek,107.0,112.0,697,697,DISAGREE_SV_ONLY
grease,Uyghur,Yakut,107.0,106.0,697,699,AGREE_NON
grease,Uzbek,Yakut,112.0,106.0,697,699,AGREE_NON
hair,Azerbaijani,Chuvash,113.0,113.0,74,74,AGREE_COGNATE
hair,Azerbaijani,Kazakh,113.0,113.0,74,74,AGREE_COGNATE
hair,Azerbaijani,Kyrgyz,113.0,116.0,74,74,DISAGREE_SV_ONLY
hair,Azerbaijani,Turkish,113.0,113.0,74,74,AGREE_COGNATE
hair,Azerbaijani,Turkmen,113.0,113.0,74,74,AGREE_COGNATE
hair,Azerbaijani,Uyghur,113.0,116.0,74,74,DISAGREE_SV_ONLY
hair,Azerbaijani,Uzbek,113.0,120.0,74,74,DISAGREE_SV_ONLY
hair,Azerbaijani,Yakut,113.0,113.0,74,74,AGREE_COGNATE
hair,Chuvash,Kazakh,113.0,113.0,74,74,AGREE_COGNATE
hair,Chuvash,Kyrgyz,113.0,116.0,74,74,DISAGREE_SV_ONLY
hair,Chuvash,Turkish,113.0,113.0,74,74,AGREE_COGNATE
hair,Chuvash,Turkmen,113.0,113.0,74,74,AGREE_COGNATE
hair,Chuvash,Uyghur,113.0,116.0,74,74,DISAGREE_SV_ONLY
hair,Chuvash,Uzbek,113.0,120.0,74,74,DISAGREE_SV_ONLY
hair,Chuvash,Yakut,113.0,113.0,74,74,AGREE_COGNATE
hair,Kazakh,Kyrgyz,113.0,116.0,74,74,DISAGREE_SV_ONLY
hair,Kazakh,Turkish,113.0,113.0,74,74,AGREE_COGNATE
hair,Kazakh,Turkmen,113.0,113.0,74,74,AGREE_COGNATE
hair,Kazakh,Uyghur,113.0,116.0,74,74,DISAGREE_SV_ONLY
hair,Kazakh,Uzbek,113.0,120.0,74,74,DISAGREE_SV_ONLY
hair,Kazakh,Yakut,113.0,113.0,74,74,AGREE_COGNATE
hair,Kyrgyz,Turkish,116.0,113.0,74,74,DISAGREE_SV_ONLY
hair,Kyrgyz,Turkmen,116.0,113.0,74,74,DISAGREE_SV_ONLY
hair,Kyrgyz,Uyghur,116.0,116.0,74,74,AGREE_COGNATE
hair,Kyrgyz,Uzbek,116.0,120.0,74,74,DISAGREE_SV_ONLY
hair,Kyrgyz,Yakut,116.0,113.0,74,74,DISAGREE_SV_ONLY
hair,Turkish,Turkmen,113.0,113.0,74,74,AGREE_COGNATE
hair,Turkish,Uyghur,113.0,116.0,74,74,DISAGREE_SV_ONLY
hair,Turkish,Uzbek,113.0,120.0,74,74,DISAGREE_SV_ONLY
hair,Turkish,Yakut,113.0,113.0,74,74,AGREE_COGNATE
hair,Turkmen,Uyghur,113.0,116.0,74,74,DISAGREE_SV_ONLY
hair,Turkmen,Uzbek,113.0,120.0,74,74,DISAGREE_SV_ONLY
hair,Turkmen,Yakut,113.0,113.0,74,74,AGREE_COGNATE
hair,Uyghur,Uzbek,116.0,120.0,74,74,DISAGREE_SV_ONLY
hair,Uyghur,Yakut,116.0,113.0,74,74,DISAGREE_SV_ONLY
hair,Uzbek,Yakut,120.0,113.0,74,74,DISAGREE_SV_ONLY
head,Azerbaijani,Chuvash,121.0,122.0,421,421,DISAGREE_SV_ONLY
head,Azerbaijani,Kazakh,121.0,123.0,421,421,DISAGREE_SV_ONLY
head,Azerbaijani,Kyrgyz,121.0,124.0,421,421,DISAGREE_SV_ONLY
head,Azerbaijani,Turkish,121.0,121.0,421,421,AGREE_COGNATE
head,Azerbaijani,Turkmen,121.0,121.0,421,618,DISAGREE_LS_ONLY
head,Azerbaijani,Uyghur,121.0,123.0,421,421,DISAGREE_SV_ONLY
head,Azerbaijani,Uzbek,121.0,123.0,421,421,DISAGREE_SV_ONLY
head,Azerbaijani,Yakut,121.0,124.0,421,421,DISAGREE_SV_ONLY
head,Chuvash,Kazakh,122.0,123.0,421,421,DISAGREE_SV_ONLY
head,Chuvash,Kyrgyz,122.0,124.0,421,421,DISAGREE_SV_ONLY
head,Chuvash,Turkish,122.0,121.0,421,421,DISAGREE_SV_ONLY
head,Chuvash,Turkmen,122.0,121.0,421,618,AGREE_NON
head,Chuvash,Uyghur,122.0,123.0,421,421,DISAGREE_SV_ONLY
head,Chuvash,Uzbek,122.0,123.0,421,421,DISAGREE_SV_ONLY
head,Chuvash,Yakut,122.0,124.0,421,421,DISAGREE_SV_ONLY
head,Kazakh,Kyrgyz,123.0,124.0,421,421,DISAGREE_SV_ONLY
head,Kazakh,Turkish,123.0,121.0,421,421,DISAGREE_SV_ONLY
head,Kazakh,Turkmen,123.0,121.0,421,618,AGREE_NON
head,Kazakh,Uyghur,123.0,123.0,421,421,AGREE_COGNATE
head,Kazakh,Uzbek,123.0,123.0,421,421,AGREE_COGNATE
head,Kazakh,Yakut,123.0,124.0,421,421,DISAGREE_SV_ONLY
head,Kyrgyz,Turkish,124.0,121.0,421,421,DISAGREE_SV_ONLY
head,Kyrgyz,Turkmen,124.0,121.0,421,618,AGREE_NON
head,Kyrgyz,Uyghur,124.0,123.0,421,421,DISAGREE_SV_ONLY
head,Kyrgyz,Uzbek,124.0,123.0,421,421,DISAGREE_SV_ONLY
head,Kyrgyz,Yakut,124.0,124.0,421,421,AGREE_COGNATE
head,Turkish,Turkmen,121.0,121.0,421,618,DISAGREE_LS_ONLY
head,Turkish,Uyghur,121.0,123.0,421,421,DISAGREE_SV_ONLY
head,Turkish,Uzbek,121.0,123.0,421,421,DISAGREE_SV_ONLY
head,Turkish,Yakut,121.0,124.0,421,421,DISAGREE_SV_ONLY
head,Turkmen,Uyghur,121.0,123.0,618,421,AGREE_NON
head,Turkmen,Uzbek,121.0,123.0,618,421,AGREE_NON
head,Turkmen,Yakut,121.0,124.0,618,421,AGREE_NON
head,Uyghur,Uzbek,123.0,123.0,421,421,AGREE_COGNATE
head,Uyghur,Yakut,123.0,124.0,421,421,DISAGREE_SV_ONLY
head,Uzbek,Yakut,123.0,124.0,421,421,DISAGREE_SV_ONLY
horn,Azerbaijani,Chuvash,125.0,126.0,95,95,DISAGREE_SV_ONLY
horn,Azerbaijani,Kazakh,125.0,127.0,95,95,DISAGREE_SV_ONLY
horn,Azerbaijani,Kyrgyz,125.0,128.0,95,95,DISAGREE_SV_ONLY
horn,Azerbaijani,Turkish,125.0,129.0,95,95,DISAGREE_SV_ONLY
horn,Azerbaijani,Uyghur,125.0,131.0,95,95,DISAGREE_SV_ONLY
horn,Azerbaijani,Yakut,125.0,133.0,95,95,DISAGREE_SV_ONLY
horn,Chuvash,Kazakh,126.0,127.0,95,95,DISAGREE_SV_ONLY
horn,Chuvash,Kyrgyz,126.0,128.0,95,95,DISAGREE_SV_ONLY
horn,Chuvash,Turkish,126.0,129.0,95,95,DISAGREE_SV_ONLY
horn,Chuvash,Uyghur,126.0,131.0,95,95,DISAGREE_SV_ONLY
horn,Chuvash,Yakut,126.0,133.0,95,95,DISAGREE_SV_ONLY
horn,Kazakh,Kyrgyz,127.0,128.0,95,95,DISAGREE_SV_ONLY
horn,Kazakh,Turkish,127.0,129.0,95,95,DISAGREE_SV_ONLY
horn,Kazakh,Uyghur,127.0,131.0,95,95,DISAGREE_SV_ONLY
horn,Kazakh,Yakut,127.0,133.0,95,95,DISAGREE_SV_ONLY
horn,Kyrgyz,Turkish,128.0,129.0,95,95,DISAGREE_SV_ONLY
horn,Kyrgyz,Uyghur,128.0,131.0,95,95,DISAGREE_SV_ONLY
horn,Kyrgyz,Yakut,128.0,133.0,95,95,DISAGREE_SV_ONLY
horn,Turkish,Uyghur,129.0,131.0,95,95,DISAGREE_SV_ONLY
horn,Turkish,Yakut,129.0,133.0,95,95,DISAGREE_SV_ONLY
horn,Uyghur,Yakut,131.0,133.0,95,95,DISAGREE_SV_ONLY
leaf,Azerbaijani,Chuvash,134.0,135.0,169,171,AGREE_NON
leaf,Azerbaijani,Kazakh,134.0,136.0,169,169,DISAGREE_SV_ONLY
leaf,Azerbaijani,Kyrgyz,134.0,136.0,169,169,DISAGREE_SV_ONLY
leaf,Azerbaijani,Turkish,134.0,136.0,169,169,DISAGREE_SV_ONLY
leaf,Azerbaijani,Turkmen,134.0,136.0,169,169,DISAGREE_SV_ONLY
leaf,Azerbaijani,Uyghur,134.0,140.0,169,169,DISAGREE_SV_ONLY
leaf,Azerbaijani,Yakut,134.0,142.0,169,169,DISAGREE_SV_ONLY
leaf,Chuvash,Kazakh,135.0,136.0,171,169,AGREE_NON
leaf,Chuvash,Kyrgyz,135.0,136.0,171,169,AGREE_NON
leaf,Chuvash,Turkish,135.0,136.0,171,169,AGREE_NON
leaf,Chuvash,Turkmen,135.0,136.0,171,169,AGREE_NON
leaf,Chuvash,Uyghur,135.0,140.0,171,169,AGREE_NON
leaf,Chuvash,Yakut,135.0,142.0,171,169,AGREE_NON
leaf,Kazakh,Kyrgyz,136.0,136.0,169,169,AGREE_COGNATE
leaf,Kazakh,Turkish,136.0,136.0,169,169,AGREE_COGNATE
leaf,Kazakh,Turkmen,136.0,136.0,169,169,AGREE_COGNATE
leaf,Kazakh,Uyghur,136.0,140.0,169,169,DISAGREE_SV_ONLY
leaf,Kazakh,Yakut,136.0,142.0,169,169,DISAGREE_SV_ONLY
leaf,Kyrgyz,Turkish,136.0,136.0,169,169,AGREE_COGNATE
leaf,Kyrgyz,Turkmen,136.0,136.0,169,169,AGREE_COGNATE
leaf,Kyrgyz,Uyghur,136.0,140.0,169,169,DISAGREE_SV_ONLY
leaf,Kyrgyz,Yakut,136.0,142.0,169,169,DISAGREE_SV_ONLY
leaf,Turkish,Turkmen,136.0,136.0,169,169,AGREE_COGNATE
leaf,Turkish,Uyghur,136.0,140.0,169,169,DISAGREE_SV_ONLY
leaf,Turkish,Yakut,136.0,142.0,169,169,DISAGREE_SV_ONLY
leaf,Turkmen,Uyghur,136.0,140.0,169,169,DISAGREE_SV_ONLY
leaf,Turkmen,Yakut,136.0,142.0,169,169,DISAGREE_SV_ONLY
leaf,Uyghur,Yakut,140.0,142.0,169,169,DISAGREE_SV_ONLY
long,Azerbaijani,Chuvash,143.0,144.0,217,217,DISAGREE_SV_ONLY
long,Azerbaijani,Kazakh,143.0,143.0,217,217,AGREE_COGNATE
long,Azerbaijani,Kyrgyz,143.0,143.0,217,217,AGREE_COGNATE
long,Azerbaijani,Turkish,143.0,143.0,217,217,AGREE_COGNATE
long,Azerbaijani,Turkmen,143.0,143.0,217,217,AGREE_COGNATE
long,Azerbaijani,Uyghur,143.0,143.0,217,217,AGREE_COGNATE
long,Azerbaijani,Uzbek,143.0,143.0,217,217,AGREE_COGNATE
long,Azerbaijani,Yakut,143.0,143.0,217,217,AGREE_COGNATE
long,Chuvash,Kazakh,144.0,143.0,217,217,DISAGREE_SV_ONLY
long,Chuvash,Kyrgyz,144.0,143.0,217,217,DISAGREE_SV_ONLY
long,Chuvash,Turkish,144.0,143.0,217,217,DISAGREE_SV_ONLY
long,Chuvash,Turkmen,144.0,143.0,217,217,DISAGREE_SV_ONLY
long,Chuvash,Uyghur,144.0,143.0,217,217,DISAGREE_SV_ONLY
long,Chuvash,Uzbek,144.0,143.0,217,217,DISAGREE_SV_ONLY
long,Chuvash,Yakut,144.0,143.0,217,217,DISAGREE_SV_ONLY
long,Kazakh,Kyrgyz,143.0,143.0,217,217,AGREE_COGNATE
long,Kazakh,Turkish,143.0,143.0,217,217,AGREE_COGNATE
long,Kazakh,Turkmen,143.0,143.0,217,217,AGREE_COGNATE
long,Kazakh,Uyghur,143.0,143.0,217,217,AGREE_COGNATE
long,Kazakh,Uzbek,143.0,143.0,217,217,AGREE_COGNATE
long,Kazakh,Yakut,143.0,143.0,217,217,AGREE_COGNATE
long,Kyrgyz,Turkish,143.0,143.0,217,217,AGREE_COGNATE
long,Kyrgyz,Turkmen,143.0,143.0,217,217,AGREE_COGNATE
long,Kyrgyz,Uyghur,143.0,143.0,217,217,AGREE_COGNATE
long,Kyrgyz,Uzbek,143.0,143.0,217,217,AGREE_COGNATE
long,Kyrgyz,Yakut,143.0,143.0,217,217,AGREE_COGNATE
long,Turkish,Turkmen,143.0,143.0,217,217,AGREE_COGNATE
long,Turkish,Uyghur,143.0,143.0,217,217,AGREE_COGNATE
long,Turkish,Uzbek,143.0,143.0,217,217,AGREE_COGNATE
long,Turkish,Yakut,143.0,143.0,217,217,AGREE_COGNATE
long,Turkmen,Uyghur,143.0,143.0,217,217,AGREE_COGNATE
long,Turkmen,Uzbek,143.0,143.0,217,217,AGREE_COGNATE
long,Turkmen,Yakut,143.0,143.0,217,217,AGREE_COGNATE
long,Uyghur,Uzbek,143.0,143.0,217,217,AGREE_COGNATE
long,Uyghur,Yakut,143.0,143.0,217,217,AGREE_COGNATE
long,Uzbek,Yakut,143.0,143.0,217,217,AGREE_COGNATE
louse,Azerbaijani,Chuvash,145.0,146.0,34,34,DISAGREE_SV_ONLY
louse,Azerbaijani,Kazakh,145.0,145.0,34,34,AGREE_COGNATE
louse,Azerbaijani,Kyrgyz,145.0,145.0,34,34,AGREE_COGNATE
louse,Azerbaijani,Turkish,145.0,145.0,34,34,AGREE_COGNATE
louse,Azerbaijani,Turkmen,145.0,145.0,34,34,AGREE_COGNATE
louse,Azerbaijani,Uyghur,145.0,145.0,34,34,AGREE_COGNATE
louse,Azerbaijani,Uzbek,145.0,145.0,34,34,AGREE_COGNATE
louse,Azerbaijani,Yakut,145.0,145.0,34,34,AGREE_COGNATE
louse,Chuvash,Kazakh,146.0,145.0,34,34,DISAGREE_SV_ONLY
louse,Chuvash,Kyrgyz,146.0,145.0,34,34,DISAGREE_SV_ONLY
louse,Chuvash,Turkish,146.0,145.0,34,34,DISAGREE_SV_ONLY
louse,Chuvash,Turkmen,146.0,145.0,34,34,DISAGREE_SV_ONLY
louse,Chuvash,Uyghur,146.0,145.0,34,34,DISAGREE_SV_ONLY
louse,Chuvash,Uzbek,146.0,145.0,34,34,DISAGREE_SV_ONLY
louse,Chuvash,Yakut,146.0,145.0,34,34,DISAGREE_SV_ONLY
louse,Kazakh,Kyrgyz,145.0,145.0,34,34,AGREE_COGNATE
louse,Kazakh,Turkish,145.0,145.0,34,34,AGREE_COGNATE
louse,Kazakh,Turkmen,145.0,145.0,34,34,AGREE_COGNATE
louse,Kazakh,Uyghur,145.0,145.0,34,34,AGREE_COGNATE
louse,Kazakh,Uzbek,145.0,145.0,34,34,AGREE_COGNATE
louse,Kazakh,Yakut,145.0,145.0,34,34,AGREE_COGNATE
louse,Kyrgyz,Turkish,145.0,145.0,34,34,AGREE_COGNATE
louse,Kyrgyz,Turkmen,145.0,145.0,34,34,AGREE_COGNATE
louse,Kyrgyz,Uyghur,145.0,145.0,34,34,AGREE_COGNATE
louse,Kyrgyz,Uzbek,145.0,145.0,34,34,AGREE_COGNATE
louse,Kyrgyz,Yakut,145.0,145.0,34,34,AGREE_COGNATE
louse,Turkish,Turkmen,145.0,145.0,34,34,AGREE_COGNATE
louse,Turkish,Uyghur,145.0,145.0,34,34,AGREE_COGNATE
louse,Turkish,Uzbek,145.0,145.0,34,34,AGREE_COGNATE
louse,Turkish,Yakut,145.0,145.0,34,34,AGREE_COGNATE
louse,Turkmen,Uyghur,145.0,145.0,34,34,AGREE_COGNATE
louse,Turkmen,Uzbek,145.0,145.0,34,34,AGREE_COGNATE
louse,Turkmen,Yakut,145.0,145.0,34,34,AGREE_COGNATE
louse,Uyghur,Uzbek,145.0,145.0,34,34,AGREE_COGNATE
louse,Uyghur,Yakut,145.0,145.0,34,34,AGREE_COGNATE
louse,Uzbek,Yakut,145.0,145.0,34,34,AGREE_COGNATE
man,Azerbaijani,Chuvash,147.0,148.0,589,592,AGREE_NON
man,Azerbaijani,Kazakh,147.0,148.0,589,521,AGREE_NON
man,Azerbaijani,Kyrgyz,147.0,148.0,589,521,AGREE_NON
man,Azerbaijani,Turkish,147.0,148.0,589,589,DISAGREE_SV_ONLY
man,Azerbaijani,Turkmen,147.0,152.0,589,521,AGREE_NON
man,Azerbaijani,Uyghur,147.0,148.0,589,521,AGREE_NON
man,Azerbaijani,Uzbek,147.0,148.0,589,593,AGREE_NON
man,Azerbaijani,Yakut,147.0,148.0,589,337,AGREE_NON
man,Chuvash,Kazakh,148.0,148.0,592,521,DISAGREE_LS_ONLY
man,Chuvash,Kyrgyz,148.0,148.0,592,521,DISAGREE_LS_ONLY
man,Chuvash,Turkish,148.0,148.0,592,589,DISAGREE_LS_ONLY
man,Chuvash,Turkmen,148.0,152.0,592,521,AGREE_NON
man,Chuvash,Uyghur,148.0,148.0,592,521,DISAGREE_LS_ONLY
man,Chuvash,Uzbek,148.0,148.0,592,593,DISAGREE_LS_ONLY
man,Chuvash,Yakut,148.0,148.0,592,337,DISAGREE_LS_ONLY
man,Kazakh,Kyrgyz,148.0,148.0,521,521,AGREE_COGNATE
man,Kazakh,Turkish,148.0,148.0,521,589,DISAGREE_LS_ONLY
man,Kazakh,Turkmen,148.0,152.0,521,521,DISAGREE_SV_ONLY
man,Kazakh,Uyghur,148.0,148.0,521,521,AGREE_COGNATE
man,Kazakh,Uzbek,148.0,148.0,521,593,DISAGREE_LS_ONLY
man,Kazakh,Yakut,148.0,148.0,521,337,DISAGREE_LS_ONLY
man,Kyrgyz,Turkish,148.0,148.0,521,589,DISAGREE_LS_ONLY
man,Kyrgyz,Turkmen,148.0,152.0,521,521,DISAGREE_SV_ONLY
man,Kyrgyz,Uyghur,148.0,148.0,521,521,AGREE_COGNATE
man,Kyrgyz,Uzbek,148.0,148.0,521,593,DISAGREE_LS_ONLY
man,Kyrgyz,Yakut,148.0,148.0,521,337,DISAGREE_LS_ONLY
man,Turkish,Turkmen,148.0,152.0,589,521,AGREE_NON
man,Turkish,Uyghur,148.0,148.0,589,521,DISAGREE_LS_ONLY
man,Turkish,Uzbek,148.0,148.0,589,593,DISAGREE_LS_ONLY
man,Turkish,Yakut,148.0,148.0,589,337,DISAGREE_LS_ONLY
man,Turkmen,Uyghur,152.0,148.0,521,521,DISAGREE_SV_ONLY
man,Turkmen,Uzbek,152.0,148.0,521,593,AGREE_NON
man,Turkmen,Yakut,152.0,148.0,521,337,AGREE_NON
man,Uyghur,Uzbek,148.0,148.0,521,593,DISAGREE_LS_ONLY
man,Uyghur,Yakut,148.0,148.0,521,337,DISAGREE_LS_ONLY
man,Uzbek,Yakut,148.0,148.0,593,337,DISAGREE_LS_ONLY
many,Azerbaijani,Kazakh,153.0,155.0,522,521,AGREE_NON
many,Azerbaijani,Kyrgyz,153.0,156.0,522,521,AGREE_NON
many,Azerbaijani,Turkish,153.0,157.0,522,522,DISAGREE_SV_ONLY
many,Azerbaijani,Turkmen,153.0,158.0,522,521,AGREE_NON
many,Azerbaijani,Uyghur,153.0,159.0,522,521,AGREE_NON
many,Azerbaijani,Uzbek,153.0,160.0,522,521,AGREE_NON
many,Kazakh,Kyrgyz,155.0,156.0,521,521,DISAGREE_SV_ONLY
many,Kazakh,Turkish,155.0,157.0,521,522,AGREE_NON
many,Kazakh,Turkmen,155.0,158.0,521,521,DISAGREE_SV_ONLY
many,Kazakh,Uyghur,155.0,159.0,521,521,DISAGREE_SV_ONLY
many,Kazakh,Uzbek,155.0,160.0,521,521,DISAGREE_SV_ONLY
many,Kyrgyz,Turkish,156.0,157.0,521,522,AGREE_NON
many,Kyrgyz,Turkmen,156.0,158.0,521,521,DISAGREE_SV_ONLY
many,Kyrgyz,Uyghur,156.0,159.0,521,521,DISAGREE_SV_ONLY
many,Kyrgyz,Uzbek,156.0,160.0,521,521,DISAGREE_SV_ONLY
many,Turkish,Turkmen,157.0,158.0,522,521,AGREE_NON
many,Turkish,Uyghur,157.0,159.0,522,521,AGREE_NON
many,Turkish,Uzbek,157.0,160.0,522,521,AGREE_NON
many,Turkmen,Uyghur,158.0,159.0,521,521,DISAGREE_SV_ONLY
many,Turkmen,Uzbek,158.0,160.0,521,521,DISAGREE_SV_ONLY
many,Uyghur,Uzbek,159.0,160.0,521,521,DISAGREE_SV_ONLY
not,Azerbaijani,Chuvash,161.0,162.0,148,148,DISAGREE_SV_ONLY
not,Azerbaijani,Kazakh,161.0,163.0,148,148,DISAGREE_SV_ONLY
not,Azerbaijani,Kyrgyz,161.0,164.0,148,148,DISAGREE_SV_ONLY
not,Azerbaijani,Turkish,161.0,165.0,148,148,DISAGREE_SV_ONLY
not,Azerbaijani,Turkmen,161.0,165.0,148,148,DISAGREE_SV_ONLY
not,Azerbaijani,Uyghur,161.0,167.0,148,148,DISAGREE_SV_ONLY
not,Azerbaijani,Uzbek,161.0,162.0,148,148,DISAGREE_SV_ONLY
not,Azerbaijani,Yakut,161.0,169.0,148,148,DISAGREE_SV_ONLY
not,Chuvash,Kazakh,162.0,163.0,148,148,DISAGREE_SV_ONLY
not,Chuvash,Kyrgyz,162.0,164.0,148,148,DISAGREE_SV_ONLY
not,Chuvash,Turkish,162.0,165.0,148,148,DISAGREE_SV_ONLY
not,Chuvash,Turkmen,162.0,165.0,148,148,DISAGREE_SV_ONLY
not,Chuvash,Uyghur,162.0,167.0,148,148,DISAGREE_SV_ONLY
