concept,lang_a,lang_b,ls_cogid_a,ls_cogid_b,sv_cogid_a,sv_cogid_b,verdict
we,Kazakh,Uyghur,231.0,231.0,533,534,DISAGREE_LS_ONLY
we,Kazakh,Uzbek,231.0,231.0,533,534,DISAGREE_LS_ONLY
we,Kazakh,Yakut,231.0,239.0,533,536,AGREE_NON
we,Kyrgyz,Turkish,231.0,231.0,533,533,AGREE_COGNATE
we,Kyrgyz,Turkmen,231.0,231.0,533,534,DISAGREE_LS_ONLY
we,Kyrgyz,Uyghur,231.0,231.0,533,534,DISAGREE_LS_ONLY
we,Kyrgyz,Uzbek,231.0,231.0,533,534,DISAGREE_LS_ONLY
we,Kyrgyz,Yakut,231.0,239.0,533,536,AGREE_NON
we,Turkish,Turkmen,231.0,231.0,533,534,DISAGREE_LS_ONLY
we,Turkish,Uyghur,231.0,231.0,533,534,DISAGREE_LS_ONLY
we,Turkish,Uzbek,231.0,231.0,533,534,DISAGREE_LS_ONLY
we,Turkish,Yakut,231.0,239.0,533,536,AGREE_NON
we,Turkmen,Uyghur,231.0,231.0,534,534,AGREE_COGNATE
we,Turkmen,Uzbek,231.0,231.0,534,534,AGREE_COGNATE
we,Turkmen,Yakut,231.0,239.0,534,536,AGREE_NON
we,Uyghur,Uzbek,231.0,231.0,534,534,AGREE_COGNATE
we,Uyghur,Yakut,231.0,239.0,534,536,AGREE_NON
we,Uzbek,Yakut,231.0,239.0,534,536,AGREE_NON
what,Azerbaijani,Chuvash,240.0,241.0,129,129,DISAGREE_SV_ONLY
what,Azerbaijani,Kazakh,240.0,240.0,129,129,AGREE_COGNATE
what,Azerbaijani,Kyrgyz,240.0,243.0,129,129,DISAGREE_SV_ONLY
what,Azerbaijani,Turkish,240.0,240.0,129,129,AGREE_COGNATE
what,Azerbaijani,Turkmen,240.0,240.0,129,129,AGREE_COGNATE
what,Azerbaijani,Uyghur,240.0,243.0,129,129,DISAGREE_SV_ONLY
what,Azerbaijani,Uzbek,240.0,247.0,129,129,DISAGREE_SV_ONLY
what,Azerbaijani,Yakut,240.0,248.0,129,129,DISAGREE_SV_ONLY
what,Chuvash,Kazakh,241.0,240.0,129,129,DISAGREE_SV_ONLY
what,Chuvash,Kyrgyz,241.0,243.0,129,129,DISAGREE_SV_ONLY
what,Chuvash,Turkish,241.0,240.0,129,129,DISAGREE_SV_ONLY
what,Chuvash,Turkmen,241.0,240.0,129,129,DISAGREE_SV_ONLY
what,Chuvash,Uyghur,241.0,243.0,129,129,DISAGREE_SV_ONLY
what,Chuvash,Uzbek,241.0,247.0,129,129,DISAGREE_SV_ONLY
what,Chuvash,Yakut,241.0,248.0,129,129,DISAGREE_SV_ONLY
what,Kazakh,Kyrgyz,240.0,243.0,129,129,DISAGREE_SV_ONLY
what,Kazakh,Turkish,240.0,240.0,129,129,AGREE_COGNATE
what,Kazakh,Turkmen,240.0,240.0,129,129,AGREE_COGNATE
what,Kazakh,Uyghur,240.0,243.0,129,129,DISAGREE_SV_ONLY
what,Kazakh,Uzbek,240.0,247.0,129,129,DISAGREE_SV_ONLY
what,Kazakh,Yakut,240.0,248.0,129,129,DISAGREE_SV_ONLY
what,Kyrgyz,Turkish,243.0,240.0,129,129,DISAGREE_SV_ONLY
what,Kyrgyz,Turkmen,243.0,240.0,129,129,DISAGREE_SV_ONLY
what,Kyrgyz,Uyghur,243.0,243.0,129,129,AGREE_COGNATE
what,Kyrgyz,Uzbek,243.0,247.0,129,129,DISAGREE_SV_ONLY
what,Kyrgyz,Yakut,243.0,248.0,129,129,DISAGREE_SV_ONLY
what,Turkish,Turkmen,240.0,240.0,129,129,AGREE_COGNATE
what,Turkish,Uyghur,240.0,243.0,129,129,DISAGREE_SV_ONLY
what,Turkish,Uzbek,240.0,247.0,129,129,DISAGREE_SV_ONLY
what,Turkish,Yakut,240.0,248.0,129,129,DISAGREE_SV_ONLY
what,Turkmen,Uyghur,240.0,243.0,129,129,DISAGREE_SV_ONLY
what,Turkmen,Uzbek,240.0,247.0,129,129,DISAGREE_SV_ONLY
what,Turkmen,Yakut,240.0,248.0,129,129,DISAGREE_SV_ONLY
what,Uyghur,Uzbek,243.0,247.0,129,129,DISAGREE_SV_ONLY
what,Uyghur,Yakut,243.0,248.0,129,129,DISAGREE_SV_ONLY
what,Uzbek,Yakut,247.0,248.0,129,129,DISAGREE_SV_ONLY
who,Azerbaijani,Chuvash,249.0,250.0,81,81,DISAGREE_SV_ONLY
who,Azerbaijani,Kazakh,249.0,251.0,81,81,DISAGREE_SV_ONLY
who,Azerbaijani,Kyrgyz,249.0,252.0,81,81,DISAGREE_SV_ONLY
who,Azerbaijani,Turkish,249.0,253.0,81,81,DISAGREE_SV_ONLY
who,Azerbaijani,Turkmen,249.0,254.0,81,81,DISAGREE_SV_ONLY
who,Azerbaijani,Uyghur,249.0,255.0,81,81,DISAGREE_SV_ONLY
who,Azerbaijani,Uzbek,249.0,256.0,81,81,DISAGREE_SV_ONLY
who,Azerbaijani,Yakut,249.0,257.0,81,81,DISAGREE_SV_ONLY
who,Chuvash,Kazakh,250.0,251.0,81,81,DISAGREE_SV_ONLY
who,Chuvash,Kyrgyz,250.0,252.0,81,81,DISAGREE_SV_ONLY
who,Chuvash,Turkish,250.0,253.0,81,81,DISAGREE_SV_ONLY
who,Chuvash,Turkmen,250.0,254.0,81,81,DISAGREE_SV_ONLY
who,Chuvash,Uyghur,250.0,255.0,81,81,DISAGREE_SV_ONLY
who,Chuvash,Uzbek,250.0,256.0,81,81,DISAGREE_SV_ONLY
who,Chuvash,Yakut,250.0,257.0,81,81,DISAGREE_SV_ONLY
who,Kazakh,Kyrgyz,251.0,252.0,81,81,DISAGREE_SV_ONLY
who,Kazakh,Turkish,251.0,253.0,81,81,DISAGREE_SV_ONLY
who,Kazakh,Turkmen,251.0,254.0,81,81,DISAGREE_SV_ONLY
who,Kazakh,Uyghur,251.0,255.0,81,81,DISAGREE_SV_ONLY
who,Kazakh,Uzbek,251.0,256.0,81,81,DISAGREE_SV_ONLY
who,Kazakh,Yakut,251.0,257.0,81,81,DISAGREE_SV_ONLY
who,Kyrgyz,Turkish,252.0,253.0,81,81,DISAGREE_SV_ONLY
who,Kyrgyz,Turkmen,252.0,254.0,81,81,DISAGREE_SV_ONLY
who,Kyrgyz,Uyghur,252.0,255.0,81,81,DISAGREE_SV_ONLY
who,Kyrgyz,Uzbek,252.0,256.0,81,81,DISAGREE_SV_ONLY
who,Kyrgyz,Yakut,252.0,257.0,81,81,DISAGREE_SV_ONLY
who,Turkish,Turkmen,253.0,254.0,81,81,DISAGREE_SV_ONLY
who,Turkish,Uyghur,253.0,255.0,81,81,DISAGREE_SV_ONLY
who,Turkish,Uzbek,253.0,256.0,81,81,DISAGREE_SV_ONLY
who,Turkish,Yakut,253.0,257.0,81,81,DISAGREE_SV_ONLY
who,Turkmen,Uyghur,254.0,255.0,81,81,DISAGREE_SV_ONLY
who,Turkmen,Uzbek,254.0,256.0,81,81,DISAGREE_SV_ONLY
who,Turkmen,Yakut,254.0,257.0,81,81,DISAGREE_SV_ONLY
who,Uyghur,Uzbek,255.0,256.0,81,81,DISAGREE_SV_ONLY
who,Uyghur,Yakut,255.0,257.0,81,81,DISAGREE_SV_ONLY
who,Uzbek,Yakut,256.0,257.0,81,81,DISAGREE_SV_ONLY
woman,Azerbaijani,Chuvash,258.0,259.0,589,592,AGREE_NON
woman,Azerbaijani,Turkish,258.0,258.0,589,589,AGREE_COGNATE
woman,Azerbaijani,Uzbek,258.0,262.0,589,593,AGREE_NON
woman,Chuvash,Turkish,259.0,258.0,592,589,AGREE_NON
woman,Chuvash,Uzbek,259.0,262.0,592,593,AGREE_NON
woman,Turkish,Uzbek,258.0,262.0,589,593,AGREE_NON
