language,gloss,form,ipa_tokens,cogid,is_loan,reason
Uzbek,elbow,tirsak,t i r s a k,,False,
Uzbek,hand,qol,q o l,,False,
Uzbek,palm,kaft,k a f t,,True,explicit_known_loan; phon_strong:ar_pe_f
Uzbek,finger,barmɒq,b a r m ɒ q,,False,
Uzbek,fingernail,tirnɒq,t i r n ɒ q,,False,
Uzbek,nail,tirnɒq,t i r n ɒ q,,False,
Uzbek,toe,ɒjɒq_barmɒɣi,ɒ j ɒ q + b a r m ɒ ɣ i,,False,
Uzbek,foot,ɒjɒq,ɒ j ɒ q,,False,
Uzbek,heel,tɒwɒn,t ɒ w ɒ n,,False,
Uzbek,knee,tiz,t i z,,False,
Uzbek,thigh,sɒn,s ɒ n,,False,
Uzbek,leg,ɒjɒq,ɒ j ɒ q,,False,
Uzbek,body,badna,b a d n a,,True,explicit_known_loan
Uzbek,vein,qɒn_tɒmir,q ɒ n + t ɒ m i r,,False,
Uzbek,sinew,tɒmir,t ɒ m i r,,False,
Uzbek,brain,mija,m i j a,,False,
Uzbek,heart,qalb,q a l b,,True,explicit_known_loan
Uzbek,stomach,ɒʃqɒzɒn,ɒ ʃ q ɒ z ɒ n,,False,
Uzbek,liver,baɣir,b a ɣ i r,,False,
Uzbek,breath,dam,d a m,,False,
Uzbek,hunger,ɒt͡ʃlik,ɒ tʃ l i k,,False,
Uzbek,tear,jɒʃ,j ɒ ʃ,,False,
Uzbek,flavour,tam,t a m,,False,
Uzbek,odour,d͡ʒid,dʒ i d,,False,
Uzbek,sleep,ujqu,u j q u,,False,
Uzbek,dream,tuʃ,t u ʃ,,False,
Uzbek,sky,ɒsmɒn,ɒ s m ɒ n,,False,
Uzbek,sun,qujɒʃ,q u j ɒ ʃ,,False,
Uzbek,moon,ɒj,ɒ j,,False,
Uzbek,star,julduz,j u l d u z,,False,
Uzbek,air,hawɒ,h a w ɒ,,True,explicit_known_loan; phon_strong:ar_pe_h
Uzbek,wind,ɛl,ɛ l,,False,
Uzbek,wave,tolqin,t o l q i n,,False,
Uzbek,water,suw,s u w,,False,
Uzbek,stone,tɒʃ,t ɒ ʃ,,False,
Uzbek,ground,tuprɒq,t u p r ɒ q,,False,
Uzbek,earth,ɛr,ɛ r,,False,
Uzbek,dust,t͡ʃaŋ,tʃ a ŋ,,False,
Uzbek,smoke,tutun,t u t u n,,False,
Uzbek,spark,jalt,j a l t,,False,
Uzbek,fire,ot,o t,,False,
Uzbek,light,jɒruɣ,j ɒ r u ɣ,,False,
Uzbek,shadow,sɒja,s ɒ j a,,False,
Uzbek,weather,hawɒ,h a w ɒ,,True,explicit_known_loan; phon_strong:ar_pe_h
Uzbek,fog,tuman,t u m a n,,False,
Uzbek,cloud,bulut,b u l u t,,False,
Uzbek,rain,jɒmɣir,j ɒ m ɣ i r,,False,
Uzbek,snow,qɒr,q ɒ r,,False,
Uzbek,ice,muz,m u z,,False,
Uzbek,frost,ad͡ʒɒz,a dʒ ɒ z,,False,
Uzbek,chill,ad͡ʒɒz,a dʒ ɒ z,,False,
Uzbek,heat,isːiq,i sː i q,,False,
Uzbek,hoarfrost,qirɒw,q i r ɒ w,,False,
Uzbek,rainbow,kamalak,k a m a l a k,,False,
Uzbek,thunder,ɡuldur,g u l d u r,,False,
Uzbek,current,ɒqim,ɒ q i m,,False,
Uzbek,drop,tɒmt͡ʃi,t ɒ m tʃ i,,False,
Uzbek,foam,kopik,k o p i k,,False,
Uzbek,dirt,ɡard,g a r d,,False,
Uzbek,lake,kol,k o l,,False,
Uzbek,swamp,bɒtqɒq,b ɒ t q ɒ q,,False,
Uzbek,moor,qiradir,q i r a d i r,,False,
Uzbek,meadow,otzɒr,o t z ɒ r,,False,
Uzbek,forest,ormɒn,o r m ɒ n,,False,
Uzbek,hill,tɛpa,t ɛ p a,,False,
Uzbek,elevation,adir,a d i r,,False,
Uzbek,mountain,tɒɣ,t ɒ ɣ,,False,
Uzbek,summit,t͡ʃoqːi,tʃ o qː i,,False,
Uzbek,cave,kawak,k a w a k,,False,
Uzbek,slope,toʃ,t o ʃ,,False,
Uzbek,source,bulɒq,b u l ɒ q,,False,
Uzbek,brook,ozan,o z a n,,False,
Uzbek,river,darjɒ,d a r j ɒ,,False,
Uzbek,shore,sɒhil,s ɒ h i l,,True,phon_strong:ar_pe_h
Uzbek,coast,qirɣɒq,q i r ɣ ɒ q,,False,
Uzbek,land,matɛrik,m a t ɛ r i k,,False,
Uzbek,sea,dɛŋiz,d ɛ ŋ i z,,False,
Uzbek,"cove, bay",qoltiq,q o l t i q,,False,
Uzbek,island,ɒrɒl,ɒ r ɒ l,,False,
Uzbek,flower,ɡul,g u l,,False,
Uzbek,grass,sabza,s a b z a,,False,
Uzbek,trunk,osimta,o s i m t a,,False,
Uzbek,limb,ʃɒχ,ʃ ɒ χ,,False,
Uzbek,twig,butɒq,b u t ɒ q,,False,
Uzbek,birch,qajin,q a j i n,,False,
Uzbek,pine,qaraɣaj,q a r a ɣ a j,,False,
Uzbek,willow,ʃum,ʃ u m,,False,
Uzbek,fir,art͡ʃa,a r tʃ a,,False,
Uzbek,fur,mojna,m o j n a,,False,
Uzbek,wing,qanɒt,q a n ɒ t,,False,
Uzbek,claw,tirnɒq,t i r n ɒ q,,False,
Uzbek,paw,tirnɒq,t i r n ɒ q,,False,
Uzbek,nest,ɒʃjɒn,ɒ ʃ j ɒ n,,False,
Uzbek,lair,opqɒn,o p q ɒ n,,False,
Uzbek,animal,hajwɒn,h a j w ɒ n,,True,phon_strong:ar_pe_h
Uzbek,flock,ɡala,g a l a,,False,
Uzbek,cow,inak,i n a k,,False,
Uzbek,bull,hokiz,h o k i z,,True,phon_strong:ar_pe_h
Uzbek,horse,ɒt,ɒ t,,False,
Uzbek,sheep,qoj,q o j,,False,
Uzbek,pig,t͡ʃot͡ʃqa,tʃ o tʃ q a,,False,
Uzbek,cat,muʃuk,m u ʃ u k,,False,
Uzbek,bear,ajiq,a j i q,,False,
Uzbek,squirrel,tijin,t i j i n,,False,
Uzbek,elk,lɒs,l ɒ s,,False,
Uzbek,fox,tulki,t u l k i,,False,
Uzbek,hare,kujɒn,k u j ɒ n,,False,
Uzbek,mouse,sit͡ʃqɒn,s i tʃ q ɒ n,,False,
Uzbek,wolf,bori,b o r i,,False,
Uzbek,swarm,toda,t o d a,,False,
Uzbek,chicken,tɒwuq,t ɒ w u q,,False,
Uzbek,cock,χorɒz,χ o r ɒ z,,False,
Uzbek,goose,ɣɒz,ɣ ɒ z,,False,
Uzbek,eagle,burɡut,b u r g u t,,False,
Uzbek,duck,ordak,o r d a k,,False,
Uzbek,owl,bɒjoɣli,b ɒ j o ɣ l i,,False,
Uzbek,crane,turna,t u r n a,,False,
Uzbek,crow,qarɣa,q a r ɣ a,,False,
Uzbek,cuckoo,kakːu,k a kː u,,False,
Uzbek,swan,ɒqkuʃ,ɒ q k u ʃ,,False,
Uzbek,perch,ɒlabuɣa,ɒ l a b u ɣ a,,False,
Uzbek,pike,t͡ʃortan,tʃ o r t a n,,False,
Uzbek,snake,ilɒn,i l ɒ n,,False,
Uzbek,worm,qurt,q u r t,,False,
Uzbek,spider,orɡimt͡ʃak,o r g i m tʃ a k,,False,
Uzbek,ant,t͡ʃumɒli,tʃ u m ɒ l i,,False,
Uzbek,gnat,t͡ʃiwin,tʃ i w i n,,False,
Uzbek,fly,paʃʃa,p a ʃ ʃ a,,False,
Uzbek,butterfly,kapalak,k a p a l a k,,False,
Uzbek,berry,mɛwa,m ɛ w a,,False,
Uzbek,apple,ɒlma,ɒ l m a,,False,
Uzbek,mushroom,qoziqɒrin,q o z i q ɒ r i n,,False,
Uzbek,onion,pijɒz,p i j ɒ z,,False,
Uzbek,grain,zarːa,z a rː a,,False,
Uzbek,hay,χaʃak,χ a ʃ a k,,False,
Uzbek,"peel, husk",pot͡ʃɒq,p o tʃ ɒ q,,False,
Uzbek,pit,cora,c o r a,,False,
Uzbek,trap,qɒpqɒn,q ɒ p q ɒ n,,False,
Uzbek,noose,sirtmɒq,s i r t m ɒ q,,False,
Uzbek,track,iz,i z,,False,
Uzbek,ash,kul,k u l,,False,
Uzbek,filth,kir,k i r,,False,
Uzbek,iron,tɛmir,t ɛ m i r,,False,
Uzbek,gold,tilːa,t i lː a,,False,
Uzbek,silver,kumuʃ,k u m u ʃ,,False,
Uzbek,coal,komir,k o m i r,,False,
Uzbek,glass,ɒjna,ɒ j n a,,False,
Uzbek,clay,lɒj,l ɒ j,,False,
Uzbek,sand,qum,q u m,,False,
Uzbek,human,ɒdam,ɒ d a m,,False,
Uzbek,child,bɒla,b ɒ l a,,False,
Uzbek,child,kit͡ʃkintɒj,k i tʃ k i n t ɒ j,,False,
Uzbek,boy,bɒla,b ɒ l a,,False,
Uzbek,girl,qiz,q i z,,False,
Uzbek,family,ɒila,ɒ i l a,,False,
Uzbek,grandfather,buwa,b u w a,,False,
Uzbek,grandfather,katːa_ɒta,k a tː a + ɒ t a,,False,
Uzbek,grandmother,buwi,b u w i,,False,
Uzbek,grandmother,katːa_ɒji,k a tː a + ɒ j i,,False,
Uzbek,parents,ɒtaɒna,ɒ t a ɒ n a,,False,
Uzbek,father,ɒta,ɒ t a,,False,
Uzbek,mother,ɒna,ɒ n a,,False,
Uzbek,son,oɣil,o ɣ i l,,False,
Uzbek,daughter,qiz,q i z,,False,
Uzbek,brother,ɒɣa,ɒ ɣ a,,False,
Uzbek,brother,uka,u k a,,False,
Uzbek,sister,ɒpa,ɒ p a,,False,
Uzbek,sister,siŋil,s i ŋ i l,,False,
Uzbek,uncle,amaki,a m a k i,,False,
Uzbek,aunt,amːa,a mː a,,False,
Uzbek,aunt,χɒla,χ ɒ l a,,False,
Uzbek,husband,ær,æ r,,False,
Uzbek,wife,rafiqa,r a f i q a,,True,phon_strong:ar_pe_f
Uzbek,joy,ajiʃ,a j i ʃ,,False,
Uzbek,laughter,kulɡi,k u l g i,,False,
Uzbek,happiness,saɒdat,s a ɒ d a t,,False,
Uzbek,grief,ɣam,ɣ a m,,False,
Uzbek,wish,ɒrzu,ɒ r z u,,False,
Uzbek,desire,raɣbat,r a ɣ b a t,,False,
Uzbek,spirit,ruh,r u h,,True,phon_strong:ar_pe_h
Uzbek,thought,fikr,f i k r,,True,phon_strong:ar_pe_f
Uzbek,memory,æs,æ s,,False,
Uzbek,mind,aql,a q l,,False,
Uzbek,meaning,maʔni,m a ʔ n i,,True,phon_strong:ar_glottal
Uzbek,reason,sabab,s a b a b,,False,
Uzbek,truth,haq,h a q,,True,phon_strong:ar_pe_h
Uzbek,talk,ɡap,g a p,,False,
Uzbek,fairy tale,ærtak,æ r t a k,,False,
Uzbek,story,riwɒjat,r i w ɒ j a t,,False,
Uzbek,message,χabar,χ a b a r,,False,
Uzbek,news,jaŋilik,j a ŋ i l i k,,False,
Uzbek,name,ɒt,ɒ t,,False,
Uzbek,puzzle,tɒpiʃmɒq,t ɒ p i ʃ m ɒ q,,False,
Uzbek,speech,nutq,n u t q,,False,
Uzbek,language,til,t i l,,False,
Uzbek,voice,ɒwɒz,ɒ w ɒ z,,False,
Uzbek,word,soz,s o z,,False,
Uzbek,sign,alɒmat,a l ɒ m a t,,False,
Uzbek,call,t͡ʃaqiriq,tʃ a q i r i q,,False,
Uzbek,noise,taraq,t a r a q,,False,
Uzbek,sound,tɒwuʃ,t ɒ w u ʃ,,False,
Uzbek,tone,un,u n,,False,
Uzbek,song,aʃula,a ʃ u l a,,False,
Uzbek,calm,tint͡ʃlik,t i n tʃ l i k,,False,
Uzbek,people,χalɒjiq,χ a l ɒ j i q,,False,
Uzbek,nation,χalq,χ a l q,,False,
Uzbek,work,iʃ,i ʃ,,False,
Uzbek,guest,mɛhmɒn,m ɛ h m ɒ n,,True,phon_strong:ar_pe_h
Uzbek,gift,hadja,h a d j a,,True,phon_strong:ar_pe_h
Uzbek,game,ojin,o j i n,,False,
Uzbek,company,d͡ʒamijat,dʒ a m i j a t,,True,phon_weak_2+:ar_final_at+pe_dj_initial+ar_iyat
Uzbek,help,jɒrdam,j ɒ r d a m,,False,
Uzbek,friend,dost,d o s t,,False,
Uzbek,companion,joldɒʃ,j o l d ɒ ʃ,,False,
Uzbek,matter,daχl,d a χ l,,False,
Uzbek,count,sɒn,s ɒ n,,False,
Uzbek,sort,tur,t u r,,False,
Uzbek,piece,part͡ʃa,p a r tʃ a,,False,
Uzbek,part,bolak,b o l a k,,False,
Uzbek,half,jarim,j a r i m,,False,
Uzbek,circle,ajlana,a j l a n a,,False,
Uzbek,cross,χɒt͡ʃ,χ ɒ tʃ,,False,
Uzbek,line,linija,l i n i j a,,False,
Uzbek,stroke,t͡ʃiziq,tʃ i z i q,,False,
Uzbek,gap,ɒralik,ɒ r a l i k,,False,
Uzbek,distance,uzɒqlik,u z ɒ q l i k,,False,
Uzbek,area,jɛr,j ɛ r,,False,
Uzbek,space,ɒraliɡ,ɒ r a l i g,,False,
Uzbek,place,d͡ʒɒj,dʒ ɒ j,,False,
Uzbek,side,jɒn,j ɒ n,,False,
Uzbek,middle,orta,o r t a,,False,
Uzbek,item,aʃjɒ,a ʃ j ɒ,,False,
Uzbek,thing,bujum,b u j u m,,False,
Uzbek,fringe,t͡ʃɛk,tʃ ɛ k,,False,
Uzbek,edge,tiɣ,t i ɣ,,False,
Uzbek,corner,burt͡ʃak,b u r tʃ a k,,False,
Uzbek,tip,ut͡ʃ,u tʃ,,False,
Uzbek,end,ɒχir,ɒ χ i r,,False,
Uzbek,hole,tɛʃik,t ɛ ʃ i k,,False,
Uzbek,angle,ɡoʃa,g o ʃ a,,False,
Uzbek,pattern,nuʃa,n u ʃ a,,False,
Uzbek,size,katːalik,k a tː a l i k,,False,
Uzbek,length,uzunlik,u z u n l i k,,False,
Uzbek,height,juksaklik,j u k s a k l i k,,False,
Uzbek,weight,sɒlmɒq,s ɒ l m ɒ q,,False,
Uzbek,amount,miqdɒr,m i q d ɒ r,,False,
Uzbek,heap,ujum,u j u m,,False,
Uzbek,row,saf,s a f,,True,phon_strong:ar_pe_f
Uzbek,boat,qajiq,q a j i q,,False,
Uzbek,oar,æʃkak,æ ʃ k a k,,False,
Uzbek,sleigh,t͡ʃana,tʃ a n a,,False,
Uzbek,ski,t͡ʃaŋʔi,tʃ a ŋ ʔ i,,True,phon_strong:ar_glottal
Uzbek,campfire,ɡulχan,g u l χ a n,,False,
Uzbek,load,juk,j u k,,False,
Uzbek,walk,juriʃ,j u r i ʃ,,False,
Uzbek,step,qadam,q a d a m,,False,
Uzbek,north,ʃimɒl,ʃ i m ɒ l,,False,
Uzbek,south,d͡ʒanub,dʒ a n u b,,False,
Uzbek,west,ɣarb,ɣ a r b,,False,
Uzbek,east,ʃarq,ʃ a r q,,False,
Uzbek,wood,jɒɣɒt͡ʃ,j ɒ ɣ ɒ tʃ,,False,
Uzbek,board,taχta,t a χ t a,,False,
Uzbek,slab,tabaqa,t a b a q a,,False,
Uzbek,"support, rest",tajant͡ʃi,t a j a n tʃ i,,False,
Uzbek,pole,qonɒq,q o n ɒ q,,False,
Uzbek,stick,tajɒq,t a j ɒ q,,False,
Uzbek,staff,ɡawrɒn,g a w r ɒ n,,False,
Uzbek,pipe,tarnɒw,t a r n ɒ w,,False,
Uzbek,house,uj,u j,,False,
Uzbek,home,makɒn,m a k ɒ n,,False,
Uzbek,stove,pɛt͡ʃka,p ɛ tʃ k a,,False,
Uzbek,floor,pɒl,p ɒ l,,False,
Uzbek,table,mɒsa,m ɒ s a,,False,
Uzbek,chair,orindiq,o r i n d i q,,False,
Uzbek,cradle,bɛʃik,b ɛ ʃ i k,,False,
Uzbek,bed,jɒtɒq,j ɒ t ɒ q,,False,
Uzbek,shelf,tɒkt͡ʃa,t ɒ k tʃ a,,False,
Uzbek,box,sandiq,s a n d i q,,False,
Uzbek,window,dɛraza,d ɛ r a z a,,False,
Uzbek,door,æʃik,æ ʃ i k,,False,
Uzbek,gate,darwɒza,d a r w ɒ z a,,False,
Uzbek,fence,pand͡ʒara,p a n dʒ a r a,,False,
Uzbek,roof,tɒm,t ɒ m,,False,
Uzbek,ladder,narwɒn,n a r w ɒ n,,False,
Uzbek,broom,supurɡi,s u p u r g i,,False,
Uzbek,spade,bɛl,b ɛ l,,False,
Uzbek,shovel,kurak,k u r a k,,False,
Uzbek,fork,bilka,b i l k a,,False,
Uzbek,spoon,qɒʃiq,q ɒ ʃ i q,,False,
Uzbek,knife,pit͡ʃɒq,p i tʃ ɒ q,,False,
Uzbek,nail,miχ,m i χ,,False,
Uzbek,net,tor,t o r,,False,
Uzbek,hook,ilɡak,i l g a k,,False,
Uzbek,handle,sɒp,s ɒ p,,False,
Uzbek,handle,tutqit͡ʃ,t u t q i tʃ,,False,
Uzbek,lock,qulf,q u l f,,True,phon_strong:ar_pe_f
Uzbek,picture,rasm,r a s m,,False,
Uzbek,figure,ʃakl,ʃ a k l,,False,
Uzbek,doll,koɣirt͡ʃɒq,k o ɣ i r tʃ ɒ q,,False,
Uzbek,pouch,torwa,t o r w a,,False,
Uzbek,bundle,bɒɣlam,b ɒ ɣ l a m,,False,
Uzbek,bag,kisːa,k i sː a,,False,
Uzbek,bucket,t͡ʃɛlak,tʃ ɛ l a k,,False,
Uzbek,"cover, lid",qɒpqɒq,q ɒ p q ɒ q,,False,
Uzbek,dishes,idiʃ,i d i ʃ,,False,
Uzbek,sack,qɒp,q ɒ p,,False,
Uzbek,cup,pijɒla,p i j ɒ l a,,False,
Uzbek,pot,tuwak,t u w a k,,False,
Uzbek,kettle,qɒzɒn,q ɒ z ɒ n,,False,
Uzbek,meal,tɒmɒq,t ɒ m ɒ q,,False,
Uzbek,food,ɛmak,ɛ m a k,,False,
Uzbek,dish,taɒm,t a ɒ m,,False,
Uzbek,meat,ɡoʃt,g o ʃ t,,False,
Uzbek,corn,ɣalːa,ɣ a lː a,,False,
Uzbek,mush,botqa,b o t q a,,False,
Uzbek,bread,nɒn,n ɒ n,,False,
Uzbek,slice,disk,d i s k,,False,
Uzbek,fat,mɒj,m ɒ j,,False,
Uzbek,butter,jɒɣ,j ɒ ɣ,,False,
Uzbek,oil,mɒj,m ɒ j,,False,
Uzbek,salt,tuz,t u z,,False,
Uzbek,soup,ʃorwa,ʃ o r w a,,False,
Uzbek,honey,asal,a s a l,,False,
Uzbek,milk,sut,s u t,,False,
Uzbek,tea,t͡ʃɒj,tʃ ɒ j,,False,
Uzbek,leather,t͡ʃarm,tʃ a r m,,False,
Uzbek,wool,d͡ʒun,dʒ u n,,False,
Uzbek,cloth,matɒ,m a t ɒ,,False,
Uzbek,needle,iɡna,i g n a,,False,
Uzbek,thread,ip,i p,,False,
Uzbek,button,tuɡma,t u g m a,,False,
Uzbek,knot,tuɡun,t u g u n,,False,
Uzbek,paint,bojɒk,b o j ɒ k,,False,
Uzbek,clothes,kijim,k i j i m,,False,
Uzbek,shirt,kojlak,k o j l a k,,False,
Uzbek,collar,jɒqa,j ɒ q a,,False,
Uzbek,sleeve,jɛŋ,j ɛ ŋ,,False,
Uzbek,trousers,ʃim,ʃ i m,,False,
Uzbek,belt,tasma,t a s m a,,False,
Uzbek,cap,ʃapka,ʃ a p k a,,False,
Uzbek,shoe,but,b u t,,False,
Uzbek,boot,bɒtinka,b ɒ t i n k a,,False,
Uzbek,ring,juzuk,j u z u k,,False,
Uzbek,ribbon,riʃta,r i ʃ t a,,False,
Uzbek,comb,tarɒq,t a r ɒ q,,False,
Uzbek,mirror,kozɡu,k o z g u,,False,
Uzbek,strap,qajiʃ,q a j i ʃ,,False,
Uzbek,string,bɒɣit͡ʃ,b ɒ ɣ i tʃ,,False,
Uzbek,leash,ɛtak,ɛ t a k,,False,
Uzbek,blanket,ɒdjɒl,ɒ d j ɒ l,,False,
Uzbek,pillow,jɒstiq,j ɒ s t i q,,False,
Uzbek,scarf,ɡazlama,g a z l a m a,,False,
Uzbek,towel,sɒt͡ʃiq,s ɒ tʃ i q,,False,
Uzbek,force,kut͡ʃ,k u tʃ,,False,
Uzbek,strength,quwːat,q u wː a t,,False,
Uzbek,health,sɒɣlik,s ɒ ɣ l i k,,False,
Uzbek,illness,kasalːik,k a s a lː i k,,False,
Uzbek,pain,ɒɣriq,ɒ ɣ r i q,,False,
Uzbek,wound,jara,j a r a,,False,
Uzbek,fever,bɛzɡak,b ɛ z g a k,,False,
Uzbek,medicine,dɒri,d ɒ r i,,False,
Uzbek,bridge,koprik,k o p r i k,,False,
Uzbek,well,bulɒq,b u l ɒ q,,False,
Uzbek,pasture,jajlɒw,j a j l ɒ w,,False,
Uzbek,path,dɒrɒd͡ʒka,d ɒ r ɒ dʒ k a,,False,
Uzbek,way,jol,j o l,,False,
Uzbek,road,kot͡ʃa,k o tʃ a,,False,
Uzbek,village,ɒwul,ɒ w u l,,False,
Uzbek,town,ʃahar,ʃ a h a r,,True,phon_strong:ar_pe_h
Uzbek,letter,maktub,m a k t u b,,False,
Uzbek,book,kitɒb,k i t ɒ b,,False,
Uzbek,character,harf,h a r f,,True,phon_strong:ar_pe_f+ar_pe_h
Uzbek,newspaper,ɡazɛt,g a z ɛ t,,False,
Uzbek,life,hajɒt,h a j ɒ t,,True,phon_strong:ar_pe_h
Uzbek,death,olim,o l i m,,False,
Uzbek,grave,ɡor,g o r,,False,
Uzbek,church,t͡ʃɛrkɒw,tʃ ɛ r k ɒ w,,False,
Uzbek,sin,ɡunɒh,g u n ɒ h,,True,phon_strong:ar_pe_h
Uzbek,god,ɒlːɒh,ɒ lː ɒ h,,True,phon_strong:ar_pe_h
Uzbek,worker,iʃt͡ʃi,i ʃ tʃ i,,False,
Uzbek,boss,rais,r a i s,,False,
Uzbek,master,usta,u s t a,,False,
Uzbek,doctor,hakim,h a k i m,,True,phon_strong:ar_pe_h
Uzbek,teacher,mualːim,m ua lː i m,,False,
Uzbek,money,pul,p u l,,False,
Uzbek,business,sawdɒ,s a w d ɒ,,False,
Uzbek,shop,dokɒn,d o k ɒ n,,False,
Uzbek,price,bahɒ,b a h ɒ,,True,phon_strong:ar_pe_h
Uzbek,ware,mɒl,m ɒ l,,False,
Uzbek,benefit,fɒjda,f ɒ j d a,,True,phon_strong:ar_pe_f
Uzbek,wealth,bɒjlik,b ɒ j l i k,,False,
Uzbek,world,ɒlam,ɒ l a m,,False,
Uzbek,country,olka,o l k a,,False,
Uzbek,state,dawlat,d a w l a t,,False,
Uzbek,king,qirɒl,q i r ɒ l,,False,
Uzbek,power,iqtidɒr,i q t i d ɒ r,,False,
Uzbek,border,t͡ʃɛɡara,tʃ ɛ g a r a,,False,
Uzbek,war,harb,h a r b,,True,phon_strong:ar_pe_h
Uzbek,enemy,duʃman,d u ʃ m a n,,False,
Uzbek,violence,zorlik,z o r l i k,,False,
Uzbek,fight,kuraʃ,k u r a ʃ,,False,
Uzbek,bow,jɒj,j ɒ j,,False,
Uzbek,arrow,oq,o q,,False,
Uzbek,gun,wintɒwka,w i n t ɒ w k a,,False,
Uzbek,mistake,χatɒ,χ a t ɒ,,False,
Uzbek,lie,jɒlɣɒn,j ɒ l ɣ ɒ n,,False,
Uzbek,damage,zijɒn,z i j ɒ n,,False,
Uzbek,misfortune,balɒ,b a l ɒ,,False,
Uzbek,fault,ajb,a j b,,False,
Uzbek,age,jɒʃ,j ɒ ʃ,,False,
Uzbek,end,tamɒm,t a m ɒ m,,False,
Uzbek,time,waqt,w a q t,,True,explicit_known_loan
Uzbek,day,kun,k u n,,False,
Uzbek,morning,sabɒh,s a b ɒ h,,True,phon_strong:ar_pe_h
Uzbek,noon,kun_tuʃlik,k u n + t u ʃ l i k,,False,
Uzbek,evening,ɒqʃɒm,ɒ q ʃ ɒ m,,False,
Uzbek,night,tun,t u n,,False,
Uzbek,week,hafta,h a f t a,,True,phon_strong:ar_pe_f+ar_pe_h
Uzbek,month,ɒj,ɒ j,,False,
Uzbek,year,jil,j i l,,False,
Uzbek,spring,bahɒr,b a h ɒ r,,True,phon_strong:ar_pe_h
Uzbek,summer,jɒz,j ɒ z,,False,
Uzbek,autumn,kuz,k u z,,False,
Uzbek,autumn,χazɒn,χ a z ɒ n,,False,
Uzbek,winter,qiʃ,q i ʃ,,False,
Uzbek,little,kit͡ʃik,k i tʃ i k,,False,
Uzbek,short,qisqa,q i s q a,,False,
Uzbek,wide,kɛŋ,k ɛ ŋ,,False,
Uzbek,narrow,ænsiz,æ n s i z,,False,
Uzbek,dense,qujuq,q u j u q,,False,
Uzbek,thick,qalin,q a l i n,,False,
Uzbek,thin,iŋit͡ʃka,i ŋ i tʃ k a,,False,
Uzbek,"delicate, fine",majin,m a j i n,,False,
Uzbek,"firm, solid",qatːiq,q a tː i q,,False,
Uzbek,flat,jalpɒq,j a l p ɒ q,,False,
Uzbek,smooth,tɛkis,t ɛ k i s,,False,
Uzbek,hard,qatːiq,q a tː i q,,False,
Uzbek,soft,jumʃɒq,j u m ʃ ɒ q,,False,
Uzbek,round,jumalɒq,j u m a l ɒ q,,False,
Uzbek,pointed,ut͡ʃli,u tʃ l i,,False,
Uzbek,sharp,kɛskir,k ɛ s k i r,,False,
Uzbek,blunt,tomtɒq,t o m t ɒ q,,False,
Uzbek,heavy,salmɒqli,s a l m ɒ q l i,,False,
Uzbek,beautiful,ɡozal,g o z a l,,False,
Uzbek,hot,qiziq,q i z i q,,False,
Uzbek,warm,isːiq,i sː i q,,False,
Uzbek,cold,sɒwuq,s ɒ w u q,,False,
Uzbek,cool,salqin,s a l q i n,,False,
Uzbek,fresh,tɒza,t ɒ z a,,False,
Uzbek,damp,namli,n a m l i,,False,
Uzbek,wet,nam,n a m,,False,
Uzbek,dry,quruq,q u r u q,,False,
Uzbek,full,tola,t o l a,,False,
Uzbek,empty,put͡ʃ,p u tʃ,,False,
Uzbek,open,ɒt͡ʃiq,ɒ tʃ i q,,False,
Uzbek,closed,bɛrk,b ɛ r k,,False,
Uzbek,clean,ɒzɒda,ɒ z ɒ d a,,False,
Uzbek,dirty,kir,k i r,,False,
Uzbek,raw,χɒm,χ ɒ m,,False,
Uzbek,ripe,piʃiq,p i ʃ i q,,False,
Uzbek,delicious,ʃirin,ʃ i r i n,,False,
Uzbek,sweet,ʃirin,ʃ i r i n,,False,
Uzbek,bitter,at͡ʃt͡ʃiq,a tʃ tʃ i q,,False,
Uzbek,sour,at͡ʃt͡ʃiq,a tʃ tʃ i q,,False,
Uzbek,bright,jɒruɣ,j ɒ r u ɣ,,False,
Uzbek,dark,qɒrɒŋʔi,q ɒ r ɒ ŋ ʔ i,,True,phon_strong:ar_glottal
Uzbek,black,qɒra,q ɒ r a,,False,
Uzbek,white,ɒq,ɒ q,,False,
Uzbek,red,qizil,q i z i l,,False,
Uzbek,yellow,sariq,s a r i q,,False,
Uzbek,blue,zaŋɒri,z a ŋ ɒ r i,,False,
Uzbek,green,jaʃil,j a ʃ i l,,False,
Uzbek,grey,boz,b o z,,False,
Uzbek,colourful,ɒla,ɒ l a,,False,
Uzbek,cheap,arzɒn,a r z ɒ n,,False,
Uzbek,expensive,qimːat,q i mː a t,,False,
Uzbek,precious,qimːat,q i mː a t,,False,
Uzbek,blind,kor,k o r,,False,
Uzbek,deaf,ɡaraŋ,g a r a ŋ,,False,
Uzbek,powerful,kut͡ʃli,k u tʃ l i,,False,
Uzbek,strong,quwːatli,q u wː a t l i,,False,
Uzbek,weak,kut͡ʃsiz,k u tʃ s i z,,False,
Uzbek,fat,sɛmiz,s ɛ m i z,,False,
Uzbek,slim,iŋit͡ʃka,i ŋ i tʃ k a,,False,
Uzbek,pretty,korkam,k o r k a m,,False,
Uzbek,evil,jɒwuz,j ɒ w u z,,False,
Uzbek,stupid,aqlsiz,a q l s i z,,False,
Uzbek,lazy,ærint͡ʃak,æ r i n tʃ a k,,False,
