ID	DOCULECT	CONCEPT	TOKENS	IPA	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID
1881	Azerbaijani	figure	h ɛ j k æ l	hɛjkæl	3 7 6 1 7 5	AXMBYN	HEJKEL	1	1.H.C 1.E.V 1.J.c 1.K.C 1.E.V 1.L.c	2.0 1.5 1.1 1.75 1.3 0.8	0	451
2904	Uzbek	figure	ʃ a k l	ʃakl	3 7 1 5	AXBC	SAKL	8	8.S.C 8.A.V 8.K.C 8.L.C	2.0 1.5 1.75 1.5	0	451
3928	Kazakh	figure	t ʉ l ʁ ɑ	tʉlʁɑ	1 7 5 5 7	AXMBZ	TYLRA	3	3.T.C 3.Y.V 3.L.c 3.R.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	451
5144	Chuvash	figure	k ɘ l ɛ t k ɛ	kɘlɛtˈkɛ	1 7 5 7 1 1 7	AXBYMBZ	KELETKE	2	2.K.C 2.E.V 2.L.C 2.E.V 2.T.c 2.K.C 2.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	451
6248	Yakut	figure	f i g u ɾ a	fiɡuɾa	3 7 1 7 5 7	AXBYBZ	BIKYRA	9	9.B.C 9.I.V 9.K.C 9.Y.V 9.R.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	451
1351	Turkish	fill	d o l d u ɾ m a k	dolduɾmak	1 7 5 1 7 5 4 7 1	AXMBYMBYN	TULTYRMAK	5	5.T.C 5.U.V 5.L.c 5.T.C 5.Y.V 5.R.c 5.M.C 5.A.V 5.K.c	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	0	452
2425	Azerbaijani	fill	d ɔ l d u r m ɑ g	dɔldurmɑɡ	1 7 5 1 7 5 4 7 1	AXMBYMBYN	TULTYRMAK	1	1.T.C 1.U.V 1.L.c 1.T.C 1.Y.V 1.R.c 1.M.C 1.A.V 1.K.c	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	0	452
3398	Uzbek	fill	t o l d i r m ɒ q	toldirmɒq	1 7 5 1 7 5 4 7 1	AXMBYMBYN	TULTIRMOK	8	8.T.C 8.U.V 8.L.c 8.T.C 8.I.V 8.R.c 8.M.C 8.O.V 8.K.c	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	0	452
4588	Kazakh	fill	t o l t ə ɾ u	toltəɾu	1 7 5 1 7 5 7	AXMBYBZ	TULTERY	3	3.T.C 3.U.V 3.L.c 3.T.C 3.E.V 3.R.C 3.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	452
5743	Chuvash	fill	t u l t a r	tulˈt̬ar	1 7 5 1 7 5	AXMBYN	TYLTAR	2	2.T.C 2.Y.V 2.L.c 2.T.C 2.A.V 2.R.c	2.0 1.5 1.1 1.75 1.3 0.8	1	452
6806	Yakut	fill	t o l o ɾ	toloɾ	1 7 5 7 5	AXBYN	TULUR	9	9.T.C 9.U.V 9.L.C 9.U.V 9.R.c	2.0 1.5 1.75 1.3 0.8	0	452
542	Turkish	filth	p i s l i k	pislik	1 7 3 5 7 1	AXBCYN	PISLIK	5	5.P.C 5.I.V 5.S.C 5.L.C 5.I.V 5.K.c	2.0 1.5 1.75 1.5 1.3 0.8	1	453
1700	Azerbaijani	filth	k ɪ r	kɪr	1 7 5	AXN	KIR	1	1.K.C 1.I.V 1.R.c	2.0 1.5 0.8	0	453
2748	Uzbek	filth	k i r	kir	1 7 5	AXN	KIR	8	8.K.C 8.I.V 8.R.c	2.0 1.5 0.8	0	453
3729	Kazakh	filth	b ə l ʁ ɑ n ə ʃ	bəlʁɑnəʃ	1 7 5 5 7 4 7 3	AXMBYBYN	PELRANES	3	3.P.C 3.E.V 3.L.c 3.R.C 3.A.V 3.N.C 3.E.V 3.S.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	453
4958	Chuvash	filth	p ɯ l tɕ ə k	ˈpɯlt̬͡ɕək	1 7 5 2 7 1	AXMBYN	PILCEK	2	2.P.C 2.I.V 2.L.c 2.C.C 2.E.V 2.K.c	2.0 1.5 1.1 1.75 1.3 0.8	1	453
6084	Yakut	filth	b a d a ɾ aː n	badaɾaːn	1 7 1 7 5 7 4	AXBYBYN	PATARAN	9	9.P.C 9.A.V 9.T.C 9.A.V 9.R.C 9.A.V 9.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	1	453
1246	Turkish	find	b u l m a k	bulmak	1 7 5 4 7 1	AXMBYN	PYLMAK	5	5.P.C 5.Y.V 5.L.c 5.M.C 5.A.V 5.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	454
2337	Azerbaijani	find	t ɑ p m ɑ g	tɑpmɑɡ	1 7 1 4 7 1	AXBCYN	TAPMAK	1	1.T.C 1.A.V 1.P.C 1.M.C 1.A.V 1.K.c	2.0 1.5 1.75 1.5 1.3 0.8	0	454
3312	Uzbek	find	t ɒ p m ɒ q	tɒpmɒq	1 7 1 4 7 1	AXBCYN	TOPMOK	8	8.T.C 8.O.V 8.P.C 8.M.C 8.O.V 8.K.c	2.0 1.5 1.75 1.5 1.3 0.8	0	454
4461	Kazakh	find	t ɑ b u	tɑbu	1 7 1 7	AXBZ	TAPY	3	3.T.C 3.A.V 3.P.C 3.Y.V	2.0 1.5 1.75 0.8	0	454
5645	Chuvash	find	t u p	tup	1 7 1	AXN	TYP	2	2.T.C 2.Y.V 2.P.c	2.0 1.5 0.8	0	454
6700	Yakut	find	b u l	bul	1 7 5	AXN	PYL	9	9.P.C 9.Y.V 9.L.c	2.0 1.5 0.8	0	454
381	Turkish	finger	p a ɾ m a k	paɾmak	1 7 5 4 7 1	AXMBYN	PARMAK	5	5.P.C 5.A.V 5.R.c 5.M.C 5.A.V 5.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	455
1555	Azerbaijani	finger	b ɑ r m ɑ g	bɑrmɑɡ	1 7 5 4 7 1	AXMBYN	PARMAK	1	1.P.C 1.A.V 1.R.c 1.M.C 1.A.V 1.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	455
2610	Uzbek	finger	b a r m ɒ q	barmɒq	1 7 5 4 7 1	AXMBYN	PARMOK	8	8.P.C 8.A.V 8.R.c 8.M.C 8.O.V 8.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	455
3568	Kazakh	finger	s ɑ u s ɑ q	sɑusɑq	3 7 7 3 7 1	AXYBYN	SAYSAK	3	3.S.C 3.A.V 3.Y.V 3.S.C 3.A.V 3.K.c	2.0 1.5 1.3 1.75 1.3 0.8	0	455
4808	Chuvash	finger	p y r n ɛ	pyrˈnɛ	1 7 5 4 7	AXMBZ	PYRNE	2	2.P.C 2.Y.V 2.R.c 2.N.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	455
5935	Yakut	finger	t a ɾ b a x	taɾbax	1 7 5 1 7 3	AXMBYN	TARPAG	9	9.T.C 9.A.V 9.R.c 9.P.C 9.A.V 9.G.c	2.0 1.5 1.1 1.75 1.3 0.8	0	455
382	Turkish	fingernail	ɛ l + t ɯ ɾ n aː ɯ	ɛl_tɯɾnaːɯ	7 5 9 1 7 5 4 7 7	XN_AXMBYZ	EL_TIRNAI	5	5.E.V 5.L.c 5._._ 5.T.C 5.I.V 5.R.c 5.N.C 5.A.V 5.I.V	1.5 0.8 0.0 2.0 1.5 1.1 1.75 1.3 0.8	0	456
1556	Azerbaijani	fingernail	b ɑ r m ɑ g + d ɯ r n ɑ ɣ ɯ	bɑrmɑɡ_dɯrnɑɣɯ	1 7 5 4 7 1 9 1 7 5 4 7 3 7	AXMBYN_AXMBYBZ	PARMAK_TIRNAGI	1	1.P.C 1.A.V 1.R.c 1.M.C 1.A.V 1.K.c 1._._ 1.T.C 1.I.V 1.R.c 1.N.C 1.A.V 1.G.C 1.I.V	2.0 1.5 1.1 1.75 1.3 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	456
2611	Uzbek	fingernail	t i r n ɒ q	tirnɒq	1 7 5 4 7 1	AXMBYN	TIRNOK	8	8.T.C 8.I.V 8.R.c 8.N.C 8.O.V 8.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	456
3569	Kazakh	fingernail	t ə ɾ n ɑ q	təɾnɑq	1 7 5 4 7 1	AXMBYN	TERNAK	3	3.T.C 3.E.V 3.R.c 3.N.C 3.A.V 3.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	456
4809	Chuvash	fingernail	tɕ ɘ r n ɛ	t͡ɕɘrˈnɛ	2 7 5 4 7	AXMBZ	CERNE	2	2.C.C 2.E.V 2.R.c 2.N.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	456
5936	Yakut	fingernail	t ɯ ŋ ɯ ɾ a x	tɯŋɯɾax	1 7 4 7 5 7 3	AXBYBYN	TINIRAG	9	9.T.C 9.I.V 9.N.C 9.I.V 9.R.C 9.A.V 9.G.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	456
1281	Turkish	finish	b i t i ɾ m ɛ k	bitiɾmɛk	1 7 1 7 5 4 7 1	AXBYMBYN	PITIRMEK	5	5.P.C 5.I.V 5.T.C 5.I.V 5.R.c 5.M.C 5.E.V 5.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	457
2369	Azerbaijani	finish	b ɪ t ɪ r m æ k	bɪtɪrmæk	1 7 1 7 5 4 7 1	AXBYMBYN	PITIRMEK	1	1.P.C 1.I.V 1.T.C 1.I.V 1.R.c 1.M.C 1.E.V 1.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	457
3343	Uzbek	finish	b i t i r m ɒ q	bitirmɒq	1 7 1 7 5 4 7 1	AXBYMBYN	PITIRMOK	8	8.P.C 8.I.V 8.T.C 8.I.V 8.R.c 8.M.C 8.O.V 8.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	457
4502	Kazakh	finish	b ə t ə ɾ u	bətəɾu	1 7 1 7 5 7	AXBYBZ	PETERY	3	3.P.C 3.E.V 3.T.C 3.E.V 3.R.C 3.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	457
4503	Kazakh	finish	ɑ d ɑ q t ɑ u	ɑdɑqtɑu	7 1 7 1 1 7 7	XBYMBYZ	ATAKTAY	3	3.A.V 3.T.C 3.A.V 3.K.c 3.T.C 3.A.V 3.Y.V	1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	457
4504	Kazakh	finish	t ɑ m ɑ m d ɑ u	tɑmɑmdɑu	1 7 4 7 4 1 7 7	AXBYMBYZ	TAMAMTAY	3	3.T.C 3.A.V 3.M.C 3.A.V 3.M.c 3.T.C 3.A.V 3.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	457
4505	Kazakh	finish	ɑ j ɑ q t ɑ p + ʃ ə ʁ u	ɑjɑqtɑp_ʃəʁu	7 6 7 1 1 7 1 9 3 7 5 7	XBYMBYN_AXBZ	AJAKTAP_SERY	3	3.A.V 3.J.C 3.A.V 3.K.c 3.T.C 3.A.V 3.P.c 3._._ 3.S.C 3.E.V 3.R.C 3.Y.V	1.5 1.75 1.3 1.1 1.75 1.3 0.8 0.0 2.0 1.5 1.75 0.8	0	465
5681	Chuvash	finish	p ɘ t ɛ r	pɘˈt̬ɛr	1 7 1 7 5	AXBYN	PETER	2	2.P.C 2.E.V 2.T.C 2.E.V 2.R.c	2.0 1.5 1.75 1.3 0.8	0	457
6736	Yakut	finish	b y t e ɾ	byteɾ	1 7 1 7 5	AXBYN	PYTER	9	9.P.C 9.Y.V 9.T.C 9.E.V 9.R.c	2.0 1.5 1.75 1.3 0.8	0	457
482	Turkish	fir	tʃ a m	t͡ʃam	1 7 4	AXN	TAM	5	5.T.C 5.A.V 5.M.c	2.0 1.5 0.8	1	466
483	Turkish	fir	k œ k n a ɾ	kœknaɾ	1 7 1 4 7 5	AXBCYN	KUKNAR	5	5.K.C 5.U.V 5.K.C 5.N.C 5.A.V 5.R.c	2.0 1.5 1.75 1.5 1.3 0.8	0	466
1644	Azerbaijani	fir	k y k n ɑ r	kyknɑr	1 7 1 4 7 5	AXBCYN	KYKNAR	1	1.K.C 1.Y.V 1.K.C 1.N.C 1.A.V 1.R.c	2.0 1.5 1.75 1.5 1.3 0.8	0	466
2694	Uzbek	fir	a r tʃ a	art͡ʃa	7 5 1 7	XMBZ	ARTA	8	8.A.V 8.R.c 8.T.C 8.A.V	1.5 1.1 1.75 0.8	0	466
3667	Kazakh	fir	ʃ ə ɾ ʃ ɑ	ʃəɾʃɑ	3 7 5 3 7	AXMBZ	SERSA	3	3.S.C 3.E.V 3.R.c 3.S.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	466
4899	Chuvash	fir	tɕ ə r ə ʂ	ˈt͡ɕərəʂ	2 7 5 7 3	AXBYN	CERES	2	2.C.C 2.E.V 2.R.C 2.E.V 2.S.c	2.0 1.5 1.75 1.3 0.8	0	466
6027	Yakut	fir	x a ɾ ɯ j a	xaɾɯja	3 7 5 7 6 7	AXBYBZ	GARIJA	9	9.G.C 9.A.V 9.R.C 9.I.V 9.J.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	466
423	Turkish	fire	a t ɛ ʃ	atɛʃ	7 1 7 3	XBYN	ATES	5	5.A.V 5.T.C 5.E.V 5.S.c	1.5 1.75 1.3 0.8	0	467
1596	Azerbaijani	fire	ɔ d	ɔd	7 1	XN	UT	1	1.U.V 1.T.c	1.5 0.8	0	467
2647	Uzbek	fire	o t	ot	7 1	XN	UT	8	8.U.V 8.T.c	1.5 0.8	0	467
3613	Kazakh	fire	ɑ l ɑ u	ɑlɑu	7 5 7 7	XBYZ	ALAY	3	3.A.V 3.L.C 3.A.V 3.Y.V	1.5 1.75 1.3 0.8	0	467
4847	Chuvash	fire	ʋ u t	ʋut	6 7 1	AXN	WYT	2	2.W.C 2.Y.V 2.T.c	2.0 1.5 0.8	0	467
4848	Chuvash	fire	ɕ u l ə m	ˈɕuləm	3 7 5 7 4	AXBYN	SYLEM	2	2.S.C 2.Y.V 2.L.C 2.E.V 2.M.c	2.0 1.5 1.75 1.3 0.8	0	467
5976	Yakut	fire	uo t	u͡ot	7 1	XN	YT	9	9.Y.V 9.T.c	1.5 0.8	0	467
912	Turkish	firm, solid	s a b i t	sabit	3 7 1 7 1	AXBYN	SAPIT	5	5.S.C 5.A.V 5.P.C 5.I.V 5.T.c	2.0 1.5 1.75 1.3 0.8	0	468
913	Turkish	firm, solid	s aː l a m	saːlam	3 7 5 7 4	AXBYN	SALAM	5	5.S.C 5.A.V 5.L.C 5.A.V 5.M.c	2.0 1.5 1.75 1.3 0.8	0	468
2035	Azerbaijani	firm, solid	b æ r k	bærk	1 7 5 1	AXLN	PERK	1	1.P.C 1.E.V 1.R.c 1.K.c	2.0 1.5 1.1 0.8	0	468
2036	Azerbaijani	firm, solid	m œ h k æ m	mœhkæm	4 7 3 1 7 4	AXMBYN	MUHKEM	1	1.M.C 1.U.V 1.H.c 1.K.C 1.E.V 1.M.c	2.0 1.5 1.1 1.75 1.3 0.8	0	468
3040	Uzbek	firm, solid	q a tː i q	qatːiq	1 7 1 7 1	AXBYN	KATIK	8	8.K.C 8.A.V 8.T.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 0.8	0	468
4101	Kazakh	firm, solid	b e ɾ ə k	beɾək	1 7 5 7 1	AXBYN	PEREK	3	3.P.C 3.E.V 3.R.C 3.E.V 3.K.c	2.0 1.5 1.75 1.3 0.8	0	468
4102	Kazakh	firm, solid	m ə z ʁ ə m ɑ s	məzʁəmɑs	4 7 3 5 7 4 7 3	AXBCYBYN	MESREMAS	3	3.M.C 3.E.V 3.S.C 3.R.C 3.E.V 3.M.C 3.A.V 3.S.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	0	468
5309	Chuvash	firm, solid	t ɘ r ɛ k l ɘ	tɘˈrɛklɘ	1 7 5 7 1 5 7	AXBYBCZ	TEREKLE	2	2.T.C 2.E.V 2.R.C 2.E.V 2.K.C 2.L.C 2.E.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	468
6391	Yakut	firm, solid	b ø ɣ ø	bøɣø	1 7 3 7	AXBZ	PUGU	9	9.P.C 9.U.V 9.G.C 9.U.V	2.0 1.5 1.75 0.8	0	468
6392	Yakut	firm, solid	k ɯ t aː n a x	kɯtaːnax	1 7 1 7 4 7 3	AXBYBYN	KITANAG	9	9.K.C 9.I.V 9.T.C 9.A.V 9.N.C 9.A.V 9.G.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	468
1021	Turkish	first	i l k	ilk	7 5 1	XLN	ILK	5	5.I.V 5.L.c 5.K.c	1.5 1.1 0.8	0	469
1022	Turkish	first	b i ɾ i n dʒ i	biɾind͡ʒi	1 7 5 7 4 1 7	AXBYMBZ	PIRINTI	5	5.P.C 5.I.V 5.R.C 5.I.V 5.N.c 5.T.C 5.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	469
2135	Azerbaijani	first	b ɪ r ɪ n dʒ ɪ	bɪrɪnd͡ʒɪ	1 7 5 7 4 1 7	AXBYMBZ	PIRINTI	1	1.P.C 1.I.V 1.R.C 1.I.V 1.N.c 1.T.C 1.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	469
3128	Uzbek	first	b i r i n tʃ i	birint͡ʃi	1 7 5 7 4 1 7	AXBYMBZ	PIRINTI	8	8.P.C 8.I.V 8.R.C 8.I.V 8.N.c 8.T.C 8.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	469
4220	Kazakh	first	ɑ l ʁ ɑ ʃ q ə	ɑlʁɑʃqə	7 5 5 7 3 1 7	XMBYMBZ	ALRASKE	3	3.A.V 3.L.c 3.R.C 3.A.V 3.S.c 3.K.C 3.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	0	469
5418	Chuvash	first	p ɘ r ɛ m ɘ ʂ	pɘˈrɛmɘʂ	1 7 5 7 4 7 3	AXBYBYN	PEREMES	2	2.P.C 2.E.V 2.R.C 2.E.V 2.M.C 2.E.V 2.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	469
6492	Yakut	first	m a ŋ n a j g ɯ	maŋnajɡɯ	4 7 4 4 7 6 1 7	AXMBYMBZ	MANNAJKI	9	9.M.C 9.A.V 9.N.c 9.N.C 9.A.V 9.J.c 9.K.C 9.I.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	0	469
137	Azerbaijani	fish	b a l ɯ ɢ	balɯɢ	1 7 5 7 1	AXBYN	PALIK	1	1.P.C 1.A.V 1.L.C 1.I.V 1.K.c	2.0 1.5 1.75 1.3 0.8	0	470
138	Chuvash	fish	p u l ə	pulə̈	1 7 5 7	AXBZ	PYLE	2	2.P.C 2.Y.V 2.L.C 2.E.V	2.0 1.5 1.75 0.8	0	470
139	Kazakh	fish	b a l ɯ q	balɯq	1 7 5 7 1	AXBYN	PALIK	3	3.P.C 3.A.V 3.L.C 3.I.V 3.K.c	2.0 1.5 1.75 1.3 0.8	0	470
140	Kyrgyz	fish	b a l ɯ q	balɯq	1 7 5 7 1	AXBYN	PALIK	4	4.P.C 4.A.V 4.L.C 4.I.V 4.K.c	2.0 1.5 1.75 1.3 0.8	0	470
141	Turkish	fish	b a l ɯ q	balɯq	1 7 5 7 1	AXBYN	PALIK	5	5.P.C 5.A.V 5.L.C 5.I.V 5.K.c	2.0 1.5 1.75 1.3 0.8	0	470
142	Turkmen	fish	b a l ɯ q	balɯq	1 7 5 7 1	AXBYN	PALIK	6	6.P.C 6.A.V 6.L.C 6.I.V 6.K.c	2.0 1.5 1.75 1.3 0.8	0	470
143	Uyghur	fish	b e l i q	beliq	1 7 5 7 1	AXBYN	PELIK	7	7.P.C 7.E.V 7.L.C 7.I.V 7.K.c	2.0 1.5 1.75 1.3 0.8	0	476
144	Uzbek	fish	b a l i q	baliq	1 7 5 7 1	AXBYN	PALIK	8	8.P.C 8.A.V 8.L.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 0.8	0	470
145	Yakut	fish	b a l ɯ k	balɯk	1 7 5 7 1	AXBYN	PALIK	9	9.P.C 9.A.V 9.L.C 9.I.V 9.K.c	2.0 1.5 1.75 1.3 0.8	0	470
1112	Turkish	five	b ɛ ʃ	bɛʃ	1 7 3	AXN	PES	5	5.P.C 5.E.V 5.S.c	2.0 1.5 0.8	0	477
2215	Azerbaijani	five	b ɛ ʃ	bɛʃ	1 7 3	AXN	PES	1	1.P.C 1.E.V 1.S.c	2.0 1.5 0.8	0	477
3196	Uzbek	five	b ɛ ʃ	bɛʃ	1 7 3	AXN	PES	8	8.P.C 8.E.V 8.S.c	2.0 1.5 0.8	0	477
4306	Kazakh	five	b e s	bes	1 7 3	AXN	PES	3	3.P.C 3.E.V 3.S.c	2.0 1.5 0.8	0	477
5502	Chuvash	five	p i l ɘ k	ˈpilɘk	1 7 5 7 1	AXBYN	PILEK	2	2.P.C 2.I.V 2.L.C 2.E.V 2.K.c	2.0 1.5 1.75 1.3 0.8	0	477
5503	Chuvash	five	p i l ɘ k	ˈpilɘk	1 7 5 7 1	AXBYN	PILEK	2	2.P.C 2.I.V 2.L.C 2.E.V 2.K.c	2.0 1.5 1.75 1.3 0.8	1	477
6568	Yakut	five	b ie s	bi͡es	1 7 3	AXN	PIS	9	9.P.C 9.I.V 9.S.c	2.0 1.5 0.8	0	477
914	Turkish	flat	d y z	dyz	1 7 3	AXN	TYS	5	5.T.C 5.Y.V 5.S.c	2.0 1.5 0.8	0	478
915	Turkish	flat	j a sː ɯ	jasːɯ	6 7 3 7	AXBZ	JASI	5	5.J.C 5.A.V 5.S.C 5.I.V	2.0 1.5 1.75 0.8	0	478
2037	Azerbaijani	flat	d y z	dyz	1 7 3	AXN	TYS	1	1.T.C 1.Y.V 1.S.c	2.0 1.5 0.8	0	478
3041	Uzbek	flat	j a l p ɒ q	jalpɒq	6 7 5 1 7 1	AXMBYN	JALPOK	8	8.J.C 8.A.V 8.L.c 8.P.C 8.O.V 8.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	478
4103	Kazakh	flat	ʒ ɑ l p ɑ k	ʒɑlpɑk	3 7 5 1 7 1	AXMBYN	SALPAK	3	3.S.C 3.A.V 3.L.c 3.P.C 3.A.V 3.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	478
5310	Chuvash	flat	l a p t a k	laptak	5 7 1 1 7 1	AXMBYN	LAPTAK	2	2.L.C 2.A.V 2.P.c 2.T.C 2.A.V 2.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	478
6393	Yakut	flat	x a p t a ɣ a j	xaptaɣaj	3 7 1 1 7 3 7 6	AXMBYBYN	GAPTAGAJ	9	9.G.C 9.A.V 9.P.c 9.T.C 9.A.V 9.G.C 9.A.V 9.J.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	478
401	Turkish	flavour	t a t	tat	1 7 1	AXN	TAT	5	5.T.C 5.A.V 5.T.c	2.0 1.5 0.8	0	479
402	Turkish	flavour	l ɛ zː ɛ t	lɛzːɛt	5 7 3 7 1	AXBYN	LESET	5	5.L.C 5.E.V 5.S.C 5.E.V 5.T.c	2.0 1.5 1.75 1.3 0.8	0	479
1574	Azerbaijani	flavour	t ɑ m	tɑm	1 7 4	AXN	TAM	1	1.T.C 1.A.V 1.M.c	2.0 1.5 0.8	0	479
1575	Azerbaijani	flavour	l æ zː æ t	læzːæt	5 7 3 7 1	AXBYN	LESET	1	1.L.C 1.E.V 1.S.C 1.E.V 1.T.c	2.0 1.5 1.75 1.3 0.8	0	479
2629	Uzbek	flavour	t a m	tam	1 7 4	AXN	TAM	8	8.T.C 8.A.V 8.M.c	2.0 1.5 0.8	0	479
3590	Kazakh	flavour	d æ m	dæm	1 7 4	AXN	TEM	3	3.T.C 3.E.V 3.M.c	2.0 1.5 0.8	0	479
3591	Kazakh	flavour	t ɑ t ə m	tɑtəm	1 7 1 7 4	AXBYN	TATEM	3	3.T.C 3.A.V 3.T.C 3.E.V 3.M.c	2.0 1.5 1.75 1.3 0.8	0	479
3592	Kazakh	flavour	t ɑ l ʁ ɑ m	tɑlʁɑm	1 7 5 5 7 4	AXMBYN	TALRAM	3	3.T.C 3.A.V 3.L.c 3.R.C 3.A.V 3.M.c	2.0 1.5 1.1 1.75 1.3 0.8	0	479
4828	Chuvash	flavour	t ɛ χ ɘ m	ˈtɛχɘm	1 7 3 7 4	AXBYN	TEGEM	2	2.T.C 2.E.V 2.G.C 2.E.V 2.M.c	2.0 1.5 1.75 1.3 0.8	0	479
5957	Yakut	flavour	a m t a n	amtan	7 4 1 7 4	XMBYN	AMTAN	9	9.A.V 9.M.c 9.T.C 9.A.V 9.N.c	1.5 1.1 1.75 1.3 0.8	0	479
1259	Turkish	flee	k a tʃ m a k	kat͡ʃmak	1 7 1 4 7 1	AXBCYN	KATMAK	5	5.K.C 5.A.V 5.T.C 5.M.C 5.A.V 5.K.c	2.0 1.5 1.75 1.5 1.3 0.8	0	480
2349	Azerbaijani	flee	g ɑ tʃ m ɑ g	ɡɑt͡ʃmɑɡ	1 7 1 4 7 1	AXBCYN	KATMAK	1	1.K.C 1.A.V 1.T.C 1.M.C 1.A.V 1.K.c	2.0 1.5 1.75 1.5 1.3 0.8	1	480
3324	Uzbek	flee	q ɒ tʃ m ɒ q	qɒt͡ʃmɒq	1 7 1 4 7 1	AXBCYN	KOTMOK	8	8.K.C 8.O.V 8.T.C 8.M.C 8.O.V 8.K.c	2.0 1.5 1.75 1.5 1.3 0.8	0	480
4476	Kazakh	flee	q ɑ ʃ u	qɑʃu	1 7 3 7	AXBZ	KASY	3	3.K.C 3.A.V 3.S.C 3.Y.V	2.0 1.5 1.75 0.8	0	480
4477	Kazakh	flee	q ɑ ʃ ə p + k e t u	qɑʃəp_ketu	1 7 3 7 1 9 1 7 1 7	AXBYN_AXBZ	KASEP_KETY	3	3.K.C 3.A.V 3.S.C 3.E.V 3.P.c 3._._ 3.K.C 3.E.V 3.T.C 3.Y.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 0.8	0	480
5661	Chuvash	flee	t a r	tar	1 7 5	AXN	TAR	2	2.T.C 2.A.V 2.R.c	2.0 1.5 0.8	0	480
6715	Yakut	flee	k y ɾ eː	kyɾeː	1 7 5 7	AXBZ	KYRE	9	9.K.C 9.Y.V 9.R.C 9.E.V	2.0 1.5 1.75 0.8	0	480
213	Azerbaijani	flesh	æ t	ɛt	7 1	XN	ET	1	1.E.V 1.T.c	1.5 0.8	0	482
214	Kazakh	flesh	e t	et	7 1	XN	ET	3	3.E.V 3.T.c	1.5 0.8	0	482
215	Kyrgyz	flesh	e t	et	7 1	XN	ET	4	4.E.V 4.T.c	1.5 0.8	0	482
216	Turkish	flesh	e t	et	7 1	XN	ET	5	5.E.V 5.T.c	1.5 0.8	0	482
217	Turkmen	flesh	e t	et	7 1	XN	ET	6	6.E.V 6.T.c	1.5 0.8	0	482
218	Yakut	flesh	e t	et	7 1	XN	ET	9	9.E.V 9.T.c	1.5 0.8	0	482
344	Uzbek	flesh	g o ʃ t	ɡoʃt	1 7 3 1	AXLN	KUST	8	8.K.C 8.U.V 8.S.c 8.T.c	2.0 1.5 1.1 0.8	0	482
347	Chuvash	flesh	a ʂ	aʂ	7 3	XN	AS	2	2.A.V 2.S.c	1.5 0.8	0	482
491	Turkish	flock	s y ɾ y	syɾy	3 7 5 7	AXBZ	SYRY	5	5.S.C 5.Y.V 5.R.C 5.Y.V	2.0 1.5 1.75 0.8	0	483
