ID	DOCULECT	CONCEPT	TOKENS	IPA	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID
1	Azerbaijani	I	d ɯ r n a ɢ	dɯrnaɢ	1 7 5 4 7 1	AXMBYN	TIRNAK	1	1.T.C 1.I.V 1.R.c 1.N.C 1.A.V 1.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	1
2	Chuvash	I	tɕ ĭ r n e	ʨɘrne	2 7 5 4 7	AXMBZ	CIRNE	2	2.C.C 2.I.V 2.R.c 2.N.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	1
3	Kazakh	I	t ɯ r n a q	tɯrnaq	1 7 5 4 7 1	AXMBYN	TIRNAK	3	3.T.C 3.I.V 3.R.c 3.N.C 3.A.V 3.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	1
4	Turkish	I	t ɯ r n a k	tɯrnak	1 7 5 4 7 1	AXMBYN	TIRNAK	5	5.T.C 5.I.V 5.R.c 5.N.C 5.A.V 5.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	1
5	Turkmen	I	d ɯ r n a q	dɯrnaq	1 7 5 4 7 1	AXMBYN	TIRNAK	6	6.T.C 6.I.V 6.R.c 6.N.C 6.A.V 6.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	1
6	Uzbek	I	t i r n ɔ q	tirnɔq	1 7 5 4 7 1	AXMBYN	TIRNUK	8	8.T.C 8.I.V 8.R.c 8.N.C 8.U.V 8.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	1
7	Yakut	I	t ɯ ŋ ɯ r a χ	tɯŋɯraχ	1 7 4 7 5 7 3	AXBYBYN	TINIRAG	9	9.T.C 9.I.V 9.N.C 9.I.V 9.R.C 9.A.V 9.G.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1
8	Kyrgyz	I	t ɯ r m a q	tɯrmaq	1 7 5 4 7 1	AXMBYN	TIRMAK	4	4.T.C 4.I.V 4.R.c 4.M.C 4.A.V 4.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	4
9	Uyghur	I	t i r m a q	tirmaq	1 7 5 4 7 1	AXMBYN	TIRMAK	7	7.T.C 7.I.V 7.R.c 7.M.C 7.A.V 7.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	4
1075	Turkish	a little	b i ɾ a z	biɾaz	1 7 5 7 3	AXBYN	PIRAS	5	5.P.C 5.I.V 5.R.C 5.A.V 5.S.c	2.0 1.5 1.75 1.3 0.8	0	5
2184	Azerbaijani	a little	b ɪ r + ɑ z	bɪr_ɑz	1 7 5 9 7 3	AXN_XN	PIR_AS	1	1.P.C 1.I.V 1.R.c 1._._ 1.A.V 1.S.c	2.0 1.5 0.8 0.0 1.5 0.8	0	5
3168	Uzbek	a little	b i r ɒ z	birɒz	1 7 5 7 3	AXBYN	PIROS	8	8.P.C 8.I.V 8.R.C 8.O.V 8.S.c	2.0 1.5 1.75 1.3 0.8	0	5
4268	Kazakh	a little	ɑ z ə ɾ ɑ q	ɑzəɾɑq	7 3 7 5 7 1	XBYBYN	ASERAK	3	3.A.V 3.S.C 3.E.V 3.R.C 3.A.V 3.K.c	1.5 1.75 1.3 1.75 1.3 0.8	0	5
4269	Kazakh	a little	ɑ z d ɑ ʁ ɑ n	ɑzdɑʁɑn	7 3 1 7 5 7 4	XMBYBYN	ASTARAN	3	3.A.V 3.S.c 3.T.C 3.A.V 3.R.C 3.A.V 3.N.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	5
4270	Kazakh	a little	ɑ z ʁ ɑ n t ɑ j	ɑzʁɑntɑj	7 3 5 7 4 1 7 6	XBCYMBYN	ASRANTAJ	3	3.A.V 3.S.C 3.R.C 3.A.V 3.N.c 3.T.C 3.A.V 3.J.c	1.5 1.75 1.5 1.3 1.1 1.75 1.3 0.8	0	5
5465	Chuvash	a little	p ə r t a k	pərˈt̬ak	1 7 5 1 7 1	AXMBYN	PERTAK	2	2.P.C 2.E.V 2.R.c 2.T.C 2.A.V 2.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	5
6536	Yakut	a little	k ɯ ɾ a t ɯ k	kɯɾatɯk	1 7 5 7 1 7 1	AXBYBYN	KIRATIK	9	9.K.C 9.I.V 9.R.C 9.A.V 9.T.C 9.I.V 9.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	5
1071	Turkish	above	j u k a ɾ ɯ d a	jukaɾɯda	6 7 1 7 5 7 1 7	AXBYBYBZ	JYKARITA	5	5.J.C 5.Y.V 5.K.C 5.A.V 5.R.C 5.I.V 5.T.C 5.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	6
2181	Azerbaijani	above	j u χ ɑ r ɯ d ɑ	juχɑrɯdɑ	6 7 3 7 5 7 1 7	AXBYBYBZ	JYGARITA	1	1.J.C 1.Y.V 1.G.C 1.A.V 1.R.C 1.I.V 1.T.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	6
3165	Uzbek	above	u s t i d a	ustida	7 3 1 7 1 7	XMBYBZ	YSTITA	8	8.Y.V 8.S.c 8.T.C 8.I.V 8.T.C 8.A.V	1.5 1.1 1.75 1.3 1.75 0.8	0	6
4265	Kazakh	above	ʒ o ʁ ɑ ɾ ə d ɑ	ʒoʁɑɾədɑ	3 7 5 7 5 7 1 7	AXBYBYBZ	SURARETA	3	3.S.C 3.U.V 3.R.C 3.A.V 3.R.C 3.E.V 3.T.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	6
5460	Chuvash	above	ɕ y l t ɛ	ɕylˈt̬ɛ	3 7 5 1 7	AXMBZ	SYLTE	2	2.S.C 2.Y.V 2.L.c 2.T.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	6
6532	Yakut	above	yø h e	y͡øhe	7 3 7	XBZ	YHE	9	9.Y.V 9.H.C 9.E.V	1.5 1.75 0.8	0	6
1202	Turkish	ache	aː ɾ ɯ m a k	aːɾɯmak	7 5 7 4 7 1	XBYBYN	ARIMAK	5	5.A.V 5.R.C 5.I.V 5.M.C 5.A.V 5.K.c	1.5 1.75 1.3 1.75 1.3 0.8	0	7
2295	Azerbaijani	ache	ɑ ɣ r ɪ m ɑ g	ɑɣrɪmɑɡ	7 3 5 7 4 7 1	XBCYBYN	AGRIMAK	1	1.A.V 1.G.C 1.R.C 1.I.V 1.M.C 1.A.V 1.K.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	0	7
3273	Uzbek	ache	ɒ ɣ r i m ɒ q	ɒɣrimɒq	7 3 5 7 4 7 1	XBCYBYN	OGRIMOK	8	8.O.V 8.G.C 8.R.C 8.I.V 8.M.C 8.O.V 8.K.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	0	7
4414	Kazakh	ache	ɑ uə ɾ ɑ d ə	ɑuəɾɑdə	7 7 5 7 1 7	XYBYBZ	AYRATE	3	3.A.V 3.Y.V 3.R.C 3.A.V 3.T.C 3.E.V	1.5 1.3 1.75 1.3 1.75 0.8	0	7
5598	Chuvash	ache	s u r	sur	3 7 5	AXN	SYR	2	2.S.C 2.Y.V 2.R.c	2.0 1.5 0.8	0	7
5599	Chuvash	ache	ɯ r a t	ɯˈrat	7 5 7 1	XBYN	IRAT	2	2.I.V 2.R.C 2.A.V 2.T.c	1.5 1.75 1.3 0.8	0	7
6654	Yakut	ache	ɯa ɾ ɯ t	ɯ͡aɾɯt	7 5 7 1	XBYN	IRIT	9	9.I.V 9.R.C 9.I.V 9.T.c	1.5 1.75 1.3 0.8	1	7
1368	Turkish	add	k a t m a k	katmak	1 7 1 4 7 1	AXBCYN	KATMAK	5	5.K.C 5.A.V 5.T.C 5.M.C 5.A.V 5.K.c	2.0 1.5 1.75 1.5 1.3 0.8	0	8
1369	Turkish	add	ɛ k l ɛ m ɛ k	ɛklɛmɛk	7 1 5 7 4 7 1	XBCYBYN	EKLEMEK	5	5.E.V 5.K.C 5.L.C 5.E.V 5.M.C 5.E.V 5.K.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	0	8
2439	Azerbaijani	add	æ l ɑ v æ + ɛ t m æ k	ælɑvæ_ɛtmæk	7 5 7 3 7 9 7 1 4 7 1	XBYBZ_XBCYN	ELABE_ETMEK	1	1.E.V 1.L.C 1.A.V 1.B.C 1.E.V 1._._ 1.E.V 1.T.C 1.M.C 1.E.V 1.K.c	1.5 1.75 1.3 1.75 0.8 0.0 1.5 1.75 1.5 1.3 0.8	0	8
3411	Uzbek	add	t i r k a m ɒ q	tirkamɒq	1 7 5 1 7 4 7 1	AXMBYBYN	TIRKAMOK	8	8.T.C 8.I.V 8.R.c 8.K.C 8.A.V 8.M.C 8.O.V 8.K.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	8
4606	Kazakh	add	q o s u	qosu	1 7 3 7	AXBZ	KUSY	3	3.K.C 3.U.V 3.S.C 3.Y.V	2.0 1.5 1.75 0.8	0	8
4607	Kazakh	add	ʊ s t e u	ʊsteu	7 3 1 7 7	XMBYZ	YSTEY	3	3.Y.V 3.S.c 3.T.C 3.E.V 3.Y.V	1.5 1.1 1.75 1.3 0.8	0	8
5757	Chuvash	add	χ u ʂ	χuʂ	3 7 3	AXN	GYS	2	2.G.C 2.Y.V 2.S.c	2.0 1.5 0.8	0	8
6820	Yakut	add	e p	ep	7 1	XN	EP	9	9.E.V 9.P.c	1.5 0.8	0	8
1045	Turkish	afterwards	s o n ɾ a d a n	sonɾadan	3 7 4 5 7 1 7 4	AXBCYBYN	SUNRATAN	5	5.S.C 5.U.V 5.N.C 5.R.C 5.A.V 5.T.C 5.A.V 5.N.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	0	9
1046	Turkish	afterwards	o n d a n + s o n ɾ a	ondan_sonɾa	7 4 1 7 4 9 3 7 4 5 7	XMBYN_AXBCZ	UNTAN_SUNRA	5	5.U.V 5.N.c 5.T.C 5.A.V 5.N.c 5._._ 5.S.C 5.U.V 5.N.C 5.R.C 5.A.V	1.5 1.1 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.5 0.8	0	9
2157	Azerbaijani	afterwards	s ɔ n r ɑ	sɔnrɑ	3 7 4 5 7	AXBCZ	SUNRA	1	1.S.C 1.U.V 1.N.C 1.R.C 1.A.V	2.0 1.5 1.75 1.5 0.8	1	9
3146	Uzbek	afterwards	s o ŋ r a	soŋra	3 7 4 5 7	AXBCZ	SUNRA	8	8.S.C 8.U.V 8.N.C 8.R.C 8.A.V	2.0 1.5 1.75 1.5 0.8	1	9
4242	Kazakh	afterwards	o n ɑ n + s o ŋ	onɑn_soŋ	7 4 7 4 9 3 7 4	XBYN_AXN	UNAN_SUN	3	3.U.V 3.N.C 3.A.V 3.N.c 3._._ 3.S.C 3.U.V 3.N.c	1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	1	9
4243	Kazakh	afterwards	s o n ɑ n + s o ŋ	sonɑn_soŋ	3 7 4 7 4 9 3 7 4	AXBYN_AXN	SUNAN_SUN	3	3.S.C 3.U.V 3.N.C 3.A.V 3.N.c 3._._ 3.S.C 3.U.V 3.N.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	1	9
5439	Chuvash	afterwards	u n t a n	unˈt̬an	7 4 1 7 4	XMBYN	YNTAN	2	2.Y.V 2.N.c 2.T.C 2.A.V 2.N.c	1.5 1.1 1.75 1.3 0.8	1	9
6511	Yakut	afterwards	aː ɾ ɯ	aːɾɯ	7 5 7	XBZ	ARI	9	9.A.V 9.R.C 9.I.V	1.5 1.75 0.8	0	9
6512	Yakut	afterwards	o l + k e nː i tː e n	ol_kenːitːen	7 5 9 1 7 4 7 1 7 4	XN_AXBYBYN	UL_KENITEN	9	9.U.V 9.L.c 9._._ 9.K.C 9.E.V 9.N.C 9.I.V 9.T.C 9.E.V 9.N.c	1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	9
1087	Turkish	again	t ɛ k ɾ a ɾ	tɛkɾaɾ	1 7 1 5 7 5	AXBCYN	TEKRAR	5	5.T.C 5.E.V 5.K.C 5.R.C 5.A.V 5.R.c	2.0 1.5 1.75 1.5 1.3 0.8	0	10
1088	Turkish	again	j ɛ n i d ɛ n	jɛnidɛn	6 7 4 7 1 7 4	AXBYBYN	JENITEN	5	5.J.C 5.E.V 5.N.C 5.I.V 5.T.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	10
2191	Azerbaijani	again	j ɛ n æ	jɛnæ	6 7 4 7	AXBZ	JENE	1	1.J.C 1.E.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	0	10
3175	Uzbek	again	j a n a	jana	6 7 4 7	AXBZ	JANA	8	8.J.C 8.A.V 8.N.C 8.A.V	2.0 1.5 1.75 0.8	0	10
4278	Kazakh	again	ʒ ɑ ŋ ɑ	ʒɑŋɑ	3 7 4 7	AXBZ	SANA	3	3.S.C 3.A.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	1	10
4279	Kazakh	again	q ɑ j t ɑ	qɑjtɑ	1 7 6 1 7	AXMBZ	KAJTA	3	3.K.C 3.A.V 3.J.c 3.T.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	10
4280	Kazakh	again	ʒ ɑ ŋ ɑ d ɑ n	ʒɑŋɑdɑn	3 7 4 7 1 7 4	AXBYBYN	SANATAN	3	3.S.C 3.A.V 3.N.C 3.A.V 3.T.C 3.A.V 3.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	10
5472	Chuvash	again	k a l ɛ χ	kaˈlɛχ	1 7 5 7 3	AXBYN	KALEG	2	2.K.C 2.A.V 2.L.C 2.E.V 2.G.c	2.0 1.5 1.75 1.3 0.8	0	10
6546	Yakut	again	e m ie	emi͡e	7 4 7	XBZ	EMI	9	9.E.V 9.M.C 9.I.V	1.5 1.75 0.8	0	10
882	Turkish	age	j a ʃ	jaʃ	6 7 3	AXN	JAS	5	5.J.C 5.A.V 5.S.c	2.0 1.5 0.8	0	11
2009	Azerbaijani	age	j ɑ ʃ	jɑʃ	6 7 3	AXN	JAS	1	1.J.C 1.A.V 1.S.c	2.0 1.5 0.8	0	11
3016	Uzbek	age	j ɒ ʃ	jɒʃ	6 7 3	AXN	JOS	8	8.J.C 8.O.V 8.S.c	2.0 1.5 0.8	1	11
4073	Kazakh	age	ʒ ɑ s	ʒɑs	3 7 3	AXN	SAS	3	3.S.C 3.A.V 3.S.c	2.0 1.5 0.8	1	11
4074	Kazakh	age	ʒ ɑ s + ʃ ɑ m ɑ s ə	ʒɑs_ʃɑmɑsə	3 7 3 9 3 7 4 7 3 7	AXN_AXBYBZ	SAS_SAMASE	3	3.S.C 3.A.V 3.S.c 3._._ 3.S.C 3.A.V 3.M.C 3.A.V 3.S.C 3.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	0	11
5279	Chuvash	age	ɕ u l + ʂ u tɕ ɘ	ɕul_ˈʂut͡ɕɘ	3 7 5 9 3 7 2 7	AXN_AXBZ	SYL_SYCE	2	2.S.C 2.Y.V 2.L.c 2._._ 2.S.C 2.Y.V 2.C.C 2.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	0	11
6365	Yakut	age	s aː s	saːs	3 7 3	AXN	SAS	9	9.S.C 9.A.V 9.S.c	2.0 1.5 0.8	0	11
1005	Turkish	aged, old	j a ʃ l ɯ	jaʃlɯ	6 7 3 5 7	AXBCZ	JASLI	5	5.J.C 5.A.V 5.S.C 5.L.C 5.I.V	2.0 1.5 1.75 1.5 0.8	0	12
2121	Azerbaijani	aged, old	g ɔ dʒ ɑ	ɡɔd͡ʒɑ	1 7 1 7	AXBZ	KUTA	1	1.K.C 1.U.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8	0	12
3115	Uzbek	aged, old	q a r i	qari	1 7 5 7	AXBZ	KARI	8	8.K.C 8.A.V 8.R.C 8.I.V	2.0 1.5 1.75 0.8	0	12
4201	Kazakh	aged, old	k e k s e	kekse	1 7 1 3 7	AXBCZ	KEKSE	3	3.K.C 3.E.V 3.K.C 3.S.C 3.E.V	2.0 1.5 1.75 1.5 0.8	0	12
5402	Chuvash	aged, old	ʋ a t ə	ˈʋatə	6 7 1 7	AXBZ	WATE	2	2.W.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	0	12
6479	Yakut	aged, old	k ɯ ɾ ɟ a ɣ a s	kɯɾɟaɣas	1 7 5 1 7 3 7 3	AXMBYBYN	KIRCAGAS	9	9.K.C 9.I.V 9.R.c 9.C.C 9.A.V 9.G.C 9.A.V 9.S.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	12
1065	Turkish	ahead	d oː ɾ u	doːɾu	1 7 5 7	AXBZ	TURY	5	5.T.C 5.U.V 5.R.C 5.Y.V	2.0 1.5 1.75 0.8	1	13
2175	Azerbaijani	ahead	d y z	dyz	1 7 3	AXN	TYS	1	1.T.C 1.Y.V 1.S.c	2.0 1.5 0.8	1	13
3159	Uzbek	ahead	t o ɣ r i	toɣri	1 7 3 5 7	AXBCZ	TUGRI	8	8.T.C 8.U.V 8.G.C 8.R.C 8.I.V	2.0 1.5 1.75 1.5 0.8	0	13
4258	Kazakh	ahead	t u ɾ ɑ	tuɾɑ	1 7 5 7	AXBZ	TYRA	3	3.T.C 3.Y.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	0	13
5454	Chuvash	ahead	t i k ɘ s	ˈtikɘs	1 7 1 7 3	AXBYN	TIKES	2	2.T.C 2.I.V 2.K.C 2.E.V 2.S.c	2.0 1.5 1.75 1.3 0.8	0	13
6525	Yakut	ahead	b ɯ h a	bɯha	1 7 3 7	AXBZ	PIHA	9	9.P.C 9.I.V 9.H.C 9.A.V	2.0 1.5 1.75 0.8	0	13
6526	Yakut	ahead	b ɯ h a cː ɯ	bɯhacːɯ	1 7 3 7 1 7	AXBYBZ	PIHACI	9	9.P.C 9.I.V 9.H.C 9.A.V 9.C.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	13
411	Turkish	air	h a v a	hava	3 7 3 7	AXBZ	HABA	5	5.H.C 5.A.V 5.B.C 5.A.V	2.0 1.5 1.75 0.8	0	14
1584	Azerbaijani	air	h ɑ v ɑ	hɑvɑ	3 7 3 7	AXBZ	HABA	1	1.H.C 1.A.V 1.B.C 1.A.V	2.0 1.5 1.75 0.8	0	14
2637	Uzbek	air	h a w ɒ	hawɒ	3 7 6 7	AXBZ	HAWO	8	8.H.C 8.A.V 8.W.C 8.O.V	2.0 1.5 1.75 0.8	0	14
3603	Kazakh	air	æ u e	æue	7 7 7	XYZ	EYE	3	3.E.V 3.Y.V 3.E.V	1.5 1.3 0.8	0	14
4836	Chuvash	air	s ɯ ʋ l ə ʂ	ˈsɯʋləʂ	3 7 6 5 7 3	AXMBYN	SIWLES	2	2.S.C 2.I.V 2.W.c 2.L.C 2.E.V 2.S.c	2.0 1.5 1.1 1.75 1.3 0.8	0	14
5965	Yakut	air	s a l g ɯ n	salɡɯn	3 7 5 1 7 4	AXMBYN	SALKIN	9	9.S.C 9.A.V 9.L.c 9.K.C 9.I.V 9.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	14
119	Kazakh	all	ʒ ɯ ɣ ɯ l	? ʒɯɣɯl	3 7 3 7 5	AXBYN	SIGIL	3	3.S.C 3.I.V 3.G.C 3.I.V 3.L.c	2.0 1.5 1.75 1.3 0.8	0	15
120	Kyrgyz	all	ʥ ɯ ɣ ɯ l	ʥɯɣɯl	2 7 3 7 5	AXBYN	CIGIL	4	4.C.C 4.I.V 4.G.C 4.I.V 4.L.c	2.0 1.5 1.75 1.3 0.8	0	18
121	Turkmen	all	j ɯ q ɯ l	jɯqɯl	6 7 1 7 5	AXBYN	JIKIL	6	6.J.C 6.I.V 6.K.C 6.I.V 6.L.c	2.0 1.5 1.75 1.3 0.8	0	20
122	Uyghur	all	ʒ i q i l	ʒiqil	3 7 1 7 5	AXBYN	SIKIL	7	7.S.C 7.I.V 7.K.C 7.I.V 7.L.c	2.0 1.5 1.75 1.3 0.8	0	21
123	Uzbek	all	j i q i l	jiqil	6 7 1 7 5	AXBYN	JIKIL	8	8.J.C 8.I.V 8.K.C 8.I.V 8.L.c	2.0 1.5 1.75 1.3 0.8	0	15
124	Azerbaijani	all	d y ʃ	dyʃ	1 7 3	AXN	TYS	1	1.T.C 1.Y.V 1.S.c	2.0 1.5 0.8	0	15
125	Turkish	all	d y ʃ	dyʃ	1 7 3	AXN	TYS	5	5.T.C 5.Y.V 5.S.c	2.0 1.5 0.8	0	15
126	Yakut	all	t y s	tys	1 7 3	AXN	TYS	9	9.T.C 9.Y.V 9.S.c	2.0 1.5 0.8	0	15
127	Chuvash	all	y k	yk	7 1	XN	YK	2	2.Y.V 2.K.c	1.5 0.8	0	15
1027	Turkish	alone	j a l n ɯ z	jalnɯz	6 7 5 4 7 3	AXMBYN	JALNIS	5	5.J.C 5.A.V 5.L.c 5.N.C 5.I.V 5.S.c	2.0 1.5 1.1 1.75 1.3 0.8	0	23
1028	Turkish	alone	t ɛ k + b a ʃ ɯ n a	tɛk_baʃɯna	1 7 1 9 1 7 3 7 4 7	AXN_AXBYBZ	TEK_PASINA	5	5.T.C 5.E.V 5.K.c 5._._ 5.P.C 5.A.V 5.S.C 5.I.V 5.N.C 5.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	0	23
2140	Azerbaijani	alone	t æ k	tæk	1 7 1	AXN	TEK	1	1.T.C 1.E.V 1.K.c	2.0 1.5 0.8	0	23
2141	Azerbaijani	alone	j ɑ l g ɯ z	jɑlɡɯz	6 7 5 1 7 3	AXMBYN	JALKIS	1	1.J.C 1.A.V 1.L.c 1.K.C 1.I.V 1.S.c	2.0 1.5 1.1 1.75 1.3 0.8	0	23
3132	Uzbek	alone	o z i tʃ a	ozit͡ʃa	7 3 7 1 7	XBYBZ	USITA	8	8.U.V 8.S.C 8.I.V 8.T.C 8.A.V	1.5 1.75 1.3 1.75 0.8	0	23
4225	Kazakh	alone	s e ɾ ə k s ə z	seɾəksəz	3 7 5 7 1 3 7 3	AXBYBCYN	SEREKSES	3	3.S.C 3.E.V 3.R.C 3.E.V 3.K.C 3.S.C 3.E.V 3.S.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	0	23
5422	Chuvash	alone	p ɘ tɕ ɛ n	pɘt͡ɕɛn	1 7 2 7 4	AXBYN	PECEN	2	2.P.C 2.E.V 2.C.C 2.E.V 2.N.c	2.0 1.5 1.75 1.3 0.8	0	23
6496	Yakut	alone	s o ɣ o t o x	soɣotox	3 7 3 7 1 7 3	AXBYBYN	SUGUTUG	9	9.S.C 9.U.V 9.G.C 9.U.V 9.T.C 9.U.V 9.G.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	23
1086	Turkish	already	tʃ o k t a n	t͡ʃoktan	1 7 1 1 7 4	AXMBYN	TUKTAN	5	5.T.C 5.U.V 5.K.c 5.T.C 5.A.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	25
2190	Azerbaijani	already	ɑ r t ɯ g	ɑrtɯɡ	7 5 1 7 1	XMBYN	ARTIK	1	1.A.V 1.R.c 1.T.C 1.I.V 1.K.c	1.5 1.1 1.75 1.3 0.8	0	25
3174	Uzbek	already	ɛ n d i	ɛndi	7 4 1 7	XMBZ	ENTI	8	8.E.V 8.N.c 8.T.C 8.I.V	1.5 1.1 1.75 0.8	0	25
4277	Kazakh	already	t ʊ g e	tʊɡe	1 7 1 7	AXBZ	TYKE	3	3.T.C 3.Y.V 3.K.C 3.E.V	2.0 1.5 1.75 0.8	0	25
5471	Chuvash	already	ɘ n t ɘ	ˈɘnt̬ɘ	7 4 1 7	XMBZ	ENTE	2	2.E.V 2.N.c 2.T.C 2.E.V	1.5 1.1 1.75 0.8	0	25
6545	Yakut	already	b e l ie ɾ	beli͡eɾ	1 7 5 7 5	AXBYN	PELIR	9	9.P.C 9.E.V 9.L.C 9.I.V 9.R.c	2.0 1.5 1.75 1.3 0.8	0	25
1313	Turkish	alter	d ɛ j i ʃ t i ɾ m ɛ k	dɛjiʃtiɾmɛk	1 7 6 7 3 1 7 5 4 7 1	AXBYMBYMBYN	TEJISTIRMEK	5	5.T.C 5.E.V 5.J.C 5.I.V 5.S.c 5.T.C 5.I.V 5.R.c 5.M.C 5.E.V 5.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.1 1.75 1.3 0.8	0	26
2393	Azerbaijani	alter	d æ j ɪ ʃ d ɪ r m æ k	dæjɪʃdɪrmæk	1 7 6 7 3 1 7 5 4 7 1	AXBYMBYMBYN	TEJISTIRMEK	1	1.T.C 1.E.V 1.J.C 1.I.V 1.S.c 1.T.C 1.I.V 1.R.c 1.M.C 1.E.V 1.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.1 1.75 1.3 0.8	0	26
3366	Uzbek	alter	o z g a r t i r m ɒ q	ozɡartirmɒq	7 3 1 7 5 1 7 5 4 7 1	XMBYMBYMBYN	USKARTIRMOK	8	8.U.V 8.S.c 8.K.C 8.A.V 8.R.c 8.T.C 8.I.V 8.R.c 8.M.C 8.O.V 8.K.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.1 1.75 1.3 0.8	0	26
4536	Kazakh	alter	ø z g e ɾ t u	øzɡeɾtu	7 3 1 7 5 1 7	XMBYMBZ	USKERTY	3	3.U.V 3.S.c 3.K.C 3.E.V 3.R.c 3.T.C 3.Y.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	0	26
5705	Chuvash	alter	u l ə ʂ t a r	uləʂˈtar	7 5 7 3 1 7 5	XBYMBYN	YLESTAR	2	2.Y.V 2.L.C 2.E.V 2.S.c 2.T.C 2.A.V 2.R.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	26
6767	Yakut	alter	u l a ɾ ɯ t	ulaɾɯt	7 5 7 5 7 1	XBYBYN	YLARIT	9	9.Y.V 9.L.C 9.A.V 9.R.C 9.I.V 9.T.c	1.5 1.75 1.3 1.75 1.3 0.8	0	26
1054	Turkish	always	d a i m a	daima	1 7 7 4 7	AXYBZ	TAIMA	5	5.T.C 5.A.V 5.I.V 5.M.C 5.A.V	2.0 1.5 1.3 1.75 0.8	0	27
1055	Turkish	always	h ɛ ɾ + z a m a n	hɛɾ_zaman	3 7 5 9 3 7 4 7 4	AXN_AXBYN	HER_SAMAN	5	5.H.C 5.E.V 5.R.c 5._._ 5.S.C 5.A.V 5.M.C 5.A.V 5.N.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	27
2164	Azerbaijani	always	d ɑ ɪ m ɪ	dɑɪmɪ	1 7 7 4 7	AXYBZ	TAIMI	1	1.T.C 1.A.V 1.I.V 1.M.C 1.I.V	2.0 1.5 1.3 1.75 0.8	0	27
2165	Azerbaijani	always	h æ m ɪ ʃ æ	hæmɪʃæ	3 7 4 7 3 7	AXBYBZ	HEMISE	1	1.H.C 1.E.V 1.M.C 1.I.V 1.S.C 1.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	27
3152	Uzbek	always	h a r + w a q t	har_waqt	3 7 5 9 6 7 1 1	AXN_AXLN	HAR_WAKT	8	8.H.C 8.A.V 8.R.c 8._._ 8.W.C 8.A.V 8.K.c 8.T.c	2.0 1.5 0.8 0.0 2.0 1.5 1.1 0.8	0	27
