ID	DOCULECT	CONCEPT	TOKENS	IPA	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID
201	Uyghur	man	æ r k æ k	ɛrkɛk	7 5 1 7 1	XMBYN	ERKEK	7	7.E.V 7.R.c 7.K.C 7.E.V 7.K.c	1.5 1.1 1.75 1.3 0.8	0	148
202	Uzbek	man	e r k a k k i ʃ i	erkak (kiʃi)	7 5 1 7 1 1 7 3 7	XMBYMBYBZ	ERKAKKISI	8	8.E.V 8.R.c 8.K.C 8.A.V 8.K.c 8.K.C 8.I.V 8.S.C 8.I.V	1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	0	148
203	Chuvash	man	a r ʑ ɯ n	arʑɯn	7 5 3 7 4	XMBYN	ARSIN	2	2.A.V 2.R.c 2.S.C 2.I.V 2.N.c	1.5 1.1 1.75 1.3 0.8	0	148
204	Yakut	man	e r k i h i	er kihi	7 5 1 7 3 7	XMBYBZ	ERKIHI	9	9.E.V 9.R.c 9.K.C 9.I.V 9.H.C 9.I.V	1.5 1.1 1.75 1.3 1.75 0.8	0	148
205	Azerbaijani	man	k i ʃ i	kiʃi	1 7 3 7	AXBZ	KISI	1	1.K.C 1.I.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	0	147
206	Kazakh	many	k ø p	køp	1 7 1	AXN	KUP	3	3.K.C 3.U.V 3.P.c	2.0 1.5 0.8	0	155
207	Kyrgyz	many	k ø p	køp	1 7 1	AXN	KUP	4	4.K.C 4.U.V 4.P.c	2.0 1.5 0.8	0	156
208	Turkmen	many	k ø p	køp	1 7 1	AXN	KUP	6	6.K.C 6.U.V 6.P.c	2.0 1.5 0.8	0	158
209	Uyghur	many	k ø p	køp	1 7 1	AXN	KUP	7	7.K.C 7.U.V 7.P.c	2.0 1.5 0.8	0	159
210	Uzbek	many	k o p	kop	1 7 1	AXN	KUP	8	8.K.C 8.U.V 8.P.c	2.0 1.5 0.8	0	160
211	Azerbaijani	many	ʨ o χ	ʨoχ(lu)	2 7 3	AXN	CUG	1	1.C.C 1.U.V 1.G.c	2.0 1.5 0.8	0	153
212	Turkish	many	tɕ o k	ʨok	2 7 1	AXN	CUK	5	5.C.C 5.U.V 5.K.c	2.0 1.5 0.8	0	157
349	Chuvash	many	m i ɕ ɛ	miˈɕ̬ɛ	4 7 3 7	AXBZ	MISE	2	2.M.C 2.I.V 2.S.C 2.E.V	2.0 1.5 1.75 0.8	0	154
351	Yakut	many	t ø h ø	tøhø	1 7 3 7	AXBZ	TUHU	9	9.T.C 9.U.V 9.H.C 9.U.V	2.0 1.5 1.75 0.8	0	157
219	Kazakh	not	s ĭ ŋ b ĭ r ĭ k	sɘŋbɘrɘk	3 7 4 1 7 5 7 1	AXMBYBYN	SINPIRIK	3	3.S.C 3.I.V 3.N.c 3.P.C 3.I.V 3.R.C 3.I.V 3.K.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	163
220	Kyrgyz	not	tɕ i m k i r i k	ʨimkirik	2 7 4 1 7 5 7 1	AXMBYBYN	CIMKIRIK	4	4.C.C 4.I.V 4.M.c 4.K.C 4.I.V 4.R.C 4.I.V 4.K.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	164
221	Turkish	not	s y m y k	symyk	3 7 4 7 1	AXBYN	SYMYK	5	5.S.C 5.Y.V 5.M.C 5.Y.V 5.K.c	2.0 1.5 1.75 1.3 0.8	0	165
222	Turkmen	not	s y m y k	symyk	3 7 4 7 1	AXBYN	SYMYK	6	6.S.C 6.Y.V 6.M.C 6.Y.V 6.K.c	2.0 1.5 1.75 1.3 0.8	0	165
223	Yakut	not	s ɯː ŋ k	sɯ:ŋk	3 7 4 1	AXLN	SINK	9	9.S.C 9.I.V 9.N.c 9.K.c	2.0 1.5 1.1 0.8	0	169
224	Uyghur	not	m a ŋ q a	maŋqa	4 7 4 1 7	AXMBZ	MANKA	7	7.M.C 7.A.V 7.N.c 7.K.C 7.A.V	2.0 1.5 1.1 1.75 0.8	0	167
225	Azerbaijani	not	f ɯ r t d ɯ ɢ	fɯrtdɯɢ	3 7 5 1 1 7 1	AXLMBYN	BIRTTIK	1	1.B.C 1.I.V 1.R.c 1.T.c 1.T.C 1.I.V 1.K.c	2.0 1.5 1.1 1.1 1.75 1.3 0.8	0	161
226	Uzbek	not	m i ʃ i q	miʃi(ri)q	4 7 3 7 1	AXBYN	MISIK	8	8.M.C 8.I.V 8.S.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 0.8	0	162
227	Chuvash	not	m a	mA	4 7	AX	MA	2	2.M.C 2.A.V	2.0 1.5	0	162
228	Azerbaijani	one	b i r	bir	1 7 5	AXN	PIR	1	1.P.C 1.I.V 1.R.c	2.0 1.5 0.8	0	170
229	Chuvash	one	p ĭ r	pɘrre, pɘr	1 7 5	AXN	PIR	2	2.P.C 2.I.V 2.R.c	2.0 1.5 0.8	0	170
230	Kazakh	one	b ĭ r	bɘr	1 7 5	AXN	PIR	3	3.P.C 3.I.V 3.R.c	2.0 1.5 0.8	0	170
231	Kyrgyz	one	b i r	bir	1 7 5	AXN	PIR	4	4.P.C 4.I.V 4.R.c	2.0 1.5 0.8	0	170
232	Turkish	one	b i r	bir	1 7 5	AXN	PIR	5	5.P.C 5.I.V 5.R.c	2.0 1.5 0.8	0	170
233	Turkmen	one	b i r	bir	1 7 5	AXN	PIR	6	6.P.C 6.I.V 6.R.c	2.0 1.5 0.8	0	170
234	Uyghur	one	b i r	bir	1 7 5	AXN	PIR	7	7.P.C 7.I.V 7.R.c	2.0 1.5 0.8	0	170
235	Uzbek	one	b i r	bir	1 7 5	AXN	PIR	8	8.P.C 8.I.V 8.R.c	2.0 1.5 0.8	0	170
236	Yakut	one	b iː r	bi:r	1 7 5	AXN	PIR	9	9.P.C 9.I.V 9.R.c	2.0 1.5 0.8	0	170
237	Kazakh	person	k ĭ s ĭ	kɘsɘ	1 7 3 7	AXBZ	KISI	3	3.K.C 3.I.V 3.S.C 3.I.V	2.0 1.5 1.75 0.8	0	173
238	Kyrgyz	person	k i ʃ i	kiʃi	1 7 3 7	AXBZ	KISI	4	4.K.C 4.I.V 4.S.C 4.I.V	2.0 1.5 1.75 0.8	0	173
239	Turkish	person	k i ʃ i	kiʃi	1 7 3 7	AXBZ	KISI	5	5.K.C 5.I.V 5.S.C 5.I.V	2.0 1.5 1.75 0.8	0	173
240	Uyghur	person	k i ʃ i	kiʃi	1 7 3 7	AXBZ	KISI	7	7.K.C 7.I.V 7.S.C 7.I.V	2.0 1.5 1.75 0.8	0	173
241	Uzbek	person	k i ʃ i	kiʃi	1 7 3 7	AXBZ	KISI	8	8.K.C 8.I.V 8.S.C 8.I.V	2.0 1.5 1.75 0.8	0	173
242	Yakut	person	k i h i	kihi	1 7 3 7	AXBZ	KIHI	9	9.K.C 9.I.V 9.H.C 9.I.V	2.0 1.5 1.75 0.8	0	173
243	Chuvash	person	ɕ ɯ n	ɕɯn	3 7 4	AXN	SIN	2	2.S.C 2.I.V 2.N.c	2.0 1.5 0.8	0	172
337	Azerbaijani	person	ɑ d ɑ m	ɑdɑm	7 1 7 4	XBYN	ATAM	1	1.A.V 1.T.C 1.A.V 1.M.c	1.5 1.75 1.3 0.8	0	171
352	Turkmen	person	u n s a n	unsan	7 4 3 7 4	XMBYN	YNSAN	6	6.Y.V 6.N.c 6.S.C 6.A.V 6.N.c	1.5 1.1 1.75 1.3 0.8	0	172
244	Chuvash	root	t ɯ m a r	tɯmar	1 7 4 7 5	AXBYN	TIMAR	2	2.T.C 2.I.V 2.M.C 2.A.V 2.R.c	2.0 1.5 1.75 1.3 0.8	0	175
245	Kazakh	root	t a m ɯ r	tamɯr	1 7 4 7 5	AXBYN	TAMIR	3	3.T.C 3.A.V 3.M.C 3.I.V 3.R.c	2.0 1.5 1.75 1.3 0.8	0	176
246	Kyrgyz	root	t a m ɯ r	tamɯr	1 7 4 7 5	AXBYN	TAMIR	4	4.T.C 4.A.V 4.M.C 4.I.V 4.R.c	2.0 1.5 1.75 1.3 0.8	0	176
247	Uyghur	root	t o m u r	tomur	1 7 4 7 5	AXBYN	TUMYR	7	7.T.C 7.U.V 7.M.C 7.Y.V 7.R.c	2.0 1.5 1.75 1.3 0.8	0	176
248	Uzbek	root	i l d i z	ildiz	7 5 1 7 3	XMBYN	ILTIS	8	8.I.V 8.L.c 8.T.C 8.I.V 8.S.c	1.5 1.1 1.75 1.3 0.8	0	181
249	Yakut	root	s i l i s	silis	3 7 5 7 3	AXBYN	SILIS	9	9.S.C 9.I.V 9.L.C 9.I.V 9.S.c	2.0 1.5 1.75 1.3 0.8	0	182
