lang_a,lang_b,phoneme_a,phoneme_b,gloss,cogset_id,position
Chuvash,Kazakh,l,l,?,901,3
Chuvash,Turkish,l,l,?,901,3
Chuvash,Uzbek,l,t,?,901,3
Chuvash,Yakut,l,t,?,901,3
Kazakh,Turkish,l,l,?,901,3
Kazakh,Uzbek,l,t,?,901,3
Kazakh,Yakut,l,t,?,901,3
Turkish,Uzbek,l,t,?,901,3
Turkish,Yakut,l,t,?,901,3
Uzbek,Yakut,t,t,?,901,3
Azerbaijani,Chuvash,m,-,?,901,4
Azerbaijani,Kazakh,m,m,?,901,4
Azerbaijani,Turkish,m,m,?,901,4
Azerbaijani,Uzbek,m,m,?,901,4
Azerbaijani,Yakut,m,-,?,901,4
Chuvash,Kazakh,-,m,?,901,4
Chuvash,Turkish,-,m,?,901,4
Chuvash,Uzbek,-,m,?,901,4
Kazakh,Turkish,m,m,?,901,4
Kazakh,Uzbek,m,m,?,901,4
Kazakh,Yakut,m,-,?,901,4
Turkish,Uzbek,m,m,?,901,4
Turkish,Yakut,m,-,?,901,4
Uzbek,Yakut,m,-,?,901,4
Azerbaijani,Chuvash,æ,ə,?,901,5
Azerbaijani,Kazakh,æ,e,?,901,5
Azerbaijani,Turkish,æ,i,?,901,5
Azerbaijani,Uzbek,æ,ɒ,?,901,5
Azerbaijani,Yakut,æ,aː,?,901,5
Chuvash,Kazakh,ə,e,?,901,5
Chuvash,Turkish,ə,i,?,901,5
Chuvash,Uzbek,ə,ɒ,?,901,5
Chuvash,Yakut,ə,aː,?,901,5
Kazakh,Turkish,e,i,?,901,5
Kazakh,Uzbek,e,ɒ,?,901,5
Kazakh,Yakut,e,aː,?,901,5
Turkish,Uzbek,i,ɒ,?,901,5
Turkish,Yakut,i,aː,?,901,5
Uzbek,Yakut,ɒ,aː,?,901,5
Azerbaijani,Chuvash,k,-,?,901,6
Azerbaijani,Kazakh,k,k,?,901,6
Azerbaijani,Turkish,k,k,?,901,6
Azerbaijani,Uzbek,k,q,?,901,6
Azerbaijani,Yakut,k,-,?,901,6
Chuvash,Kazakh,-,k,?,901,6
Chuvash,Turkish,-,k,?,901,6
Chuvash,Uzbek,-,q,?,901,6
Kazakh,Turkish,k,k,?,901,6
Kazakh,Uzbek,k,q,?,901,6
Kazakh,Yakut,k,-,?,901,6
Turkish,Uzbek,k,q,?,901,6
Turkish,Yakut,k,-,?,901,6
Uzbek,Yakut,q,-,?,901,6
Azerbaijani,Chuvash,-,j,?,1374,0
Azerbaijani,Yakut,-,s,?,1374,0
Chuvash,Kazakh,j,-,?,1374,0
Chuvash,Turkish,j,-,?,1374,0
Chuvash,Uzbek,j,-,?,1374,0
Chuvash,Yakut,j,s,?,1374,0
Kazakh,Yakut,-,s,?,1374,0
Turkish,Yakut,-,s,?,1374,0
Uzbek,Yakut,-,s,?,1374,0
Azerbaijani,Chuvash,ɪ,ɘ,?,1374,1
Azerbaijani,Kazakh,ɪ,ə,?,1374,1
Azerbaijani,Turkish,ɪ,i,?,1374,1
Azerbaijani,Uzbek,ɪ,i,?,1374,1
Azerbaijani,Yakut,ɪ,uo,?,1374,1
Chuvash,Kazakh,ɘ,ə,?,1374,1
Chuvash,Turkish,ɘ,i,?,1374,1
Chuvash,Uzbek,ɘ,i,?,1374,1
Chuvash,Yakut,ɘ,uo,?,1374,1
Kazakh,Turkish,ə,i,?,1374,1
Kazakh,Uzbek,ə,i,?,1374,1
Kazakh,Yakut,ə,uo,?,1374,1
Turkish,Uzbek,i,i,?,1374,1
Turkish,Yakut,i,uo,?,1374,1
Uzbek,Yakut,i,uo,?,1374,1
Azerbaijani,Chuvash,z,r,?,1374,2
Azerbaijani,Kazakh,z,z,?,1374,2
Azerbaijani,Turkish,z,z,?,1374,2
Azerbaijani,Uzbek,z,z,?,1374,2
Azerbaijani,Yakut,z,l,?,1374,2
Chuvash,Kazakh,r,z,?,1374,2
Chuvash,Turkish,r,z,?,1374,2
Chuvash,Uzbek,r,z,?,1374,2
Chuvash,Yakut,r,l,?,1374,2
Kazakh,Turkish,z,z,?,1374,2
Kazakh,Uzbek,z,z,?,1374,2
Kazakh,Yakut,z,l,?,1374,2
Turkish,Uzbek,z,z,?,1374,2
Turkish,Yakut,z,l,?,1374,2
Uzbek,Yakut,z,l,?,1374,2
Azerbaijani,Chuvash,k,k,?,41,0
Azerbaijani,Kazakh,k,k,?,41,0
Azerbaijani,Turkish,k,k,?,41,0
Azerbaijani,Uzbek,k,k,?,41,0
Azerbaijani,Yakut,k,k,?,41,0
Chuvash,Kazakh,k,k,?,41,0
Chuvash,Turkish,k,k,?,41,0
Chuvash,Uzbek,k,k,?,41,0
Chuvash,Yakut,k,k,?,41,0
Kazakh,Turkish,k,k,?,41,0
Kazakh,Uzbek,k,k,?,41,0
Kazakh,Yakut,k,k,?,41,0
Turkish,Uzbek,k,k,?,41,0
Turkish,Yakut,k,k,?,41,0
Uzbek,Yakut,k,k,?,41,0
Azerbaijani,Chuvash,y,ɘ,?,41,1
Azerbaijani,Kazakh,y,ʊ,?,41,1
Azerbaijani,Turkish,y,y,?,41,1
Azerbaijani,Uzbek,y,u,?,41,1
Azerbaijani,Yakut,y,y,?,41,1
Chuvash,Kazakh,ɘ,ʊ,?,41,1
Chuvash,Turkish,ɘ,y,?,41,1
Chuvash,Uzbek,ɘ,u,?,41,1
Chuvash,Yakut,ɘ,y,?,41,1
Kazakh,Turkish,ʊ,y,?,41,1
Kazakh,Uzbek,ʊ,u,?,41,1
Kazakh,Yakut,ʊ,y,?,41,1
Turkish,Uzbek,y,u,?,41,1
Turkish,Yakut,y,y,?,41,1
Uzbek,Yakut,u,y,?,41,1
Azerbaijani,Chuvash,l,l,?,41,2
Azerbaijani,Kazakh,l,l,?,41,2
Azerbaijani,Turkish,l,l,?,41,2
Azerbaijani,Uzbek,l,l,?,41,2
Azerbaijani,Yakut,l,l,?,41,2
Chuvash,Kazakh,l,l,?,41,2
Chuvash,Turkish,l,l,?,41,2
Chuvash,Uzbek,l,l,?,41,2
Chuvash,Yakut,l,l,?,41,2
Kazakh,Turkish,l,l,?,41,2
Kazakh,Uzbek,l,l,?,41,2
Kazakh,Yakut,l,l,?,41,2
Turkish,Uzbek,l,l,?,41,2
Turkish,Yakut,l,l,?,41,2
Uzbek,Yakut,l,l,?,41,2
Azerbaijani,Chuvash,k,p,?,453,0
Azerbaijani,Kazakh,k,b,?,453,0
Azerbaijani,Turkish,k,p,?,453,0
Azerbaijani,Uzbek,k,k,?,453,0
Azerbaijani,Yakut,k,b,?,453,0
Chuvash,Kazakh,p,b,?,453,0
Chuvash,Turkish,p,p,?,453,0
Chuvash,Uzbek,p,k,?,453,0
Chuvash,Yakut,p,b,?,453,0
Kazakh,Turkish,b,p,?,453,0
Kazakh,Uzbek,b,k,?,453,0
Kazakh,Yakut,b,b,?,453,0
Turkish,Uzbek,p,k,?,453,0
Turkish,Yakut,p,b,?,453,0
Uzbek,Yakut,k,b,?,453,0
Azerbaijani,Chuvash,ɪ,ɯ,?,453,1
Azerbaijani,Kazakh,ɪ,ə,?,453,1
Azerbaijani,Turkish,ɪ,i,?,453,1
Azerbaijani,Uzbek,ɪ,i,?,453,1
Azerbaijani,Yakut,ɪ,a,?,453,1
Chuvash,Kazakh,ɯ,ə,?,453,1
Chuvash,Turkish,ɯ,i,?,453,1
Chuvash,Uzbek,ɯ,i,?,453,1
Chuvash,Yakut,ɯ,a,?,453,1
Kazakh,Turkish,ə,i,?,453,1
Kazakh,Uzbek,ə,i,?,453,1
Kazakh,Yakut,ə,a,?,453,1
Turkish,Uzbek,i,i,?,453,1
Turkish,Yakut,i,a,?,453,1
Uzbek,Yakut,i,a,?,453,1
Azerbaijani,Kazakh,-,l,?,453,2
Azerbaijani,Turkish,-,s,?,453,2
Azerbaijani,Yakut,-,d,?,453,2
Chuvash,Kazakh,-,l,?,453,2
Chuvash,Turkish,-,s,?,453,2
Chuvash,Yakut,-,d,?,453,2
Kazakh,Turkish,l,s,?,453,2
Kazakh,Uzbek,l,-,?,453,2
Kazakh,Yakut,l,d,?,453,2
Turkish,Uzbek,s,-,?,453,2
Turkish,Yakut,s,d,?,453,2
Uzbek,Yakut,-,d,?,453,2
Azerbaijani,Yakut,-,a,?,453,3
Chuvash,Yakut,-,a,?,453,3
Kazakh,Yakut,-,a,?,453,3
Turkish,Yakut,-,a,?,453,3
Uzbek,Yakut,-,a,?,453,3
Azerbaijani,Chuvash,r,l,?,453,4
Azerbaijani,Kazakh,r,ʁ,?,453,4
Azerbaijani,Turkish,r,l,?,453,4
Azerbaijani,Uzbek,r,r,?,453,4
Azerbaijani,Yakut,r,ɾ,?,453,4
Chuvash,Kazakh,l,ʁ,?,453,4
Chuvash,Turkish,l,l,?,453,4
Chuvash,Uzbek,l,r,?,453,4
Chuvash,Yakut,l,ɾ,?,453,4
Kazakh,Turkish,ʁ,l,?,453,4
Kazakh,Uzbek,ʁ,r,?,453,4
Kazakh,Yakut,ʁ,ɾ,?,453,4
Turkish,Uzbek,l,r,?,453,4
Turkish,Yakut,l,ɾ,?,453,4
Uzbek,Yakut,r,ɾ,?,453,4
Azerbaijani,Kazakh,-,ɑ,?,453,5
Azerbaijani,Yakut,-,aː,?,453,5
Chuvash,Kazakh,-,ɑ,?,453,5
Chuvash,Yakut,-,aː,?,453,5
Kazakh,Turkish,ɑ,-,?,453,5
Kazakh,Uzbek,ɑ,-,?,453,5
Kazakh,Yakut,ɑ,aː,?,453,5
Turkish,Yakut,-,aː,?,453,5
Uzbek,Yakut,-,aː,?,453,5
Azerbaijani,Chuvash,-,tɕ,?,453,6
Azerbaijani,Kazakh,-,n,?,453,6
Azerbaijani,Yakut,-,n,?,453,6
Chuvash,Kazakh,tɕ,n,?,453,6
Chuvash,Turkish,tɕ,-,?,453,6
Chuvash,Uzbek,tɕ,-,?,453,6
Chuvash,Yakut,tɕ,n,?,453,6
Kazakh,Turkish,n,-,?,453,6
Kazakh,Uzbek,n,-,?,453,6
Kazakh,Yakut,n,n,?,453,6
Turkish,Yakut,-,n,?,453,6
Uzbek,Yakut,-,n,?,453,6
Azerbaijani,Chuvash,-,ə,?,453,7
Azerbaijani,Kazakh,-,ə,?,453,7
Azerbaijani,Turkish,-,i,?,453,7
Chuvash,Kazakh,ə,ə,?,453,7
Chuvash,Turkish,ə,i,?,453,7
Chuvash,Uzbek,ə,-,?,453,7
Chuvash,Yakut,ə,-,?,453,7
Kazakh,Turkish,ə,i,?,453,7
Kazakh,Uzbek,ə,-,?,453,7
Kazakh,Yakut,ə,-,?,453,7
Turkish,Uzbek,i,-,?,453,7
Turkish,Yakut,i,-,?,453,7
Azerbaijani,Chuvash,-,k,?,453,8
Azerbaijani,Kazakh,-,ʃ,?,453,8
Azerbaijani,Turkish,-,k,?,453,8
Chuvash,Kazakh,k,ʃ,?,453,8
Chuvash,Turkish,k,k,?,453,8
Chuvash,Uzbek,k,-,?,453,8
Chuvash,Yakut,k,-,?,453,8
Kazakh,Turkish,ʃ,k,?,453,8
Kazakh,Uzbek,ʃ,-,?,453,8
Kazakh,Yakut,ʃ,-,?,453,8
Turkish,Uzbek,k,-,?,453,8
Turkish,Yakut,k,-,?,453,8
Azerbaijani,Chuvash,d,t,?,685,0
Azerbaijani,Kazakh,d,t,?,685,0
Azerbaijani,Turkish,d,d,?,685,0
Azerbaijani,Uzbek,d,t,?,685,0
Azerbaijani,Yakut,d,t,?,685,0
Chuvash,Kazakh,t,t,?,685,0
Chuvash,Turkish,t,d,?,685,0
Chuvash,Uzbek,t,t,?,685,0
Chuvash,Yakut,t,t,?,685,0
Kazakh,Turkish,t,d,?,685,0
Kazakh,Uzbek,t,t,?,685,0
Kazakh,Yakut,t,t,?,685,0
Turkish,Uzbek,d,t,?,685,0
Turkish,Yakut,d,t,?,685,0
Uzbek,Yakut,t,t,?,685,0
Azerbaijani,Chuvash,æ,i,?,685,1
Azerbaijani,Kazakh,æ,e,?,685,1
Azerbaijani,Turkish,æ,ɛ,?,685,1
Azerbaijani,Uzbek,æ,ɛ,?,685,1
Azerbaijani,Yakut,æ,i,?,685,1
Chuvash,Kazakh,i,e,?,685,1
Chuvash,Turkish,i,ɛ,?,685,1
Chuvash,Uzbek,i,ɛ,?,685,1
Chuvash,Yakut,i,i,?,685,1
Kazakh,Turkish,e,ɛ,?,685,1
Kazakh,Uzbek,e,ɛ,?,685,1
Kazakh,Yakut,e,i,?,685,1
Turkish,Uzbek,ɛ,ɛ,?,685,1
Turkish,Yakut,ɛ,i,?,685,1
Uzbek,Yakut,ɛ,i,?,685,1
Azerbaijani,Chuvash,m,m,?,685,2
Azerbaijani,Kazakh,m,m,?,685,2
Azerbaijani,Turkish,m,m,?,685,2
Azerbaijani,Uzbek,m,m,?,685,2
Azerbaijani,Yakut,m,m,?,685,2
Chuvash,Kazakh,m,m,?,685,2
Chuvash,Turkish,m,m,?,685,2
Chuvash,Uzbek,m,m,?,685,2
Chuvash,Yakut,m,m,?,685,2
Kazakh,Turkish,m,m,?,685,2
Kazakh,Uzbek,m,m,?,685,2
Kazakh,Yakut,m,m,?,685,2
Turkish,Uzbek,m,m,?,685,2
Turkish,Yakut,m,m,?,685,2
Uzbek,Yakut,m,m,?,685,2
Azerbaijani,Chuvash,ɪ,ɘ,?,685,3
Azerbaijani,Kazakh,ɪ,ə,?,685,3
Azerbaijani,Turkish,ɪ,i,?,685,3
Azerbaijani,Uzbek,ɪ,i,?,685,3
Azerbaijani,Yakut,ɪ,i,?,685,3
Chuvash,Kazakh,ɘ,ə,?,685,3
Chuvash,Turkish,ɘ,i,?,685,3
Chuvash,Uzbek,ɘ,i,?,685,3
Chuvash,Yakut,ɘ,i,?,685,3
Kazakh,Turkish,ə,i,?,685,3
Kazakh,Uzbek,ə,i,?,685,3
Kazakh,Yakut,ə,i,?,685,3
Turkish,Uzbek,i,i,?,685,3
Turkish,Yakut,i,i,?,685,3
Uzbek,Yakut,i,i,?,685,3
Azerbaijani,Chuvash,r,r,?,685,4
Azerbaijani,Kazakh,r,ɾ,?,685,4
Azerbaijani,Turkish,r,ɾ,?,685,4
Azerbaijani,Uzbek,r,r,?,685,4
Azerbaijani,Yakut,r,ɾ,?,685,4
Chuvash,Kazakh,r,ɾ,?,685,4
Chuvash,Turkish,r,ɾ,?,685,4
Chuvash,Uzbek,r,r,?,685,4
Chuvash,Yakut,r,ɾ,?,685,4
Kazakh,Turkish,ɾ,ɾ,?,685,4
Kazakh,Uzbek,ɾ,r,?,685,4
Kazakh,Yakut,ɾ,ɾ,?,685,4
Turkish,Uzbek,ɾ,r,?,685,4
Turkish,Yakut,ɾ,ɾ,?,685,4
Uzbek,Yakut,r,ɾ,?,685,4
Azerbaijani,Yakut,-,k,?,549,0
Chuvash,Yakut,-,k,?,549,0
Kazakh,Yakut,-,k,?,549,0
Turkish,Yakut,-,k,?,549,0
Uzbek,Yakut,-,k,?,549,0
Azerbaijani,Yakut,-,ɯ,?,549,1
Chuvash,Yakut,-,ɯ,?,549,1
Kazakh,Yakut,-,ɯ,?,549,1
Turkish,Yakut,-,ɯ,?,549,1
Uzbek,Yakut,-,ɯ,?,549,1
Azerbaijani,Yakut,-,h,?,549,2
Chuvash,Yakut,-,h,?,549,2
Kazakh,Yakut,-,h,?,549,2
Turkish,Yakut,-,h,?,549,2
Uzbek,Yakut,-,h,?,549,2
Azerbaijani,Yakut,-,ɯ,?,549,3
Chuvash,Yakut,-,ɯ,?,549,3
Kazakh,Yakut,-,ɯ,?,549,3
Turkish,Yakut,-,ɯ,?,549,3
Uzbek,Yakut,-,ɯ,?,549,3
Azerbaijani,Yakut,-,l,?,549,4
Chuvash,Yakut,-,l,?,549,4
Kazakh,Yakut,-,l,?,549,4
Turkish,Yakut,-,l,?,549,4
Uzbek,Yakut,-,l,?,549,4
Azerbaijani,Yakut,-,+,?,549,5
Chuvash,Yakut,-,+,?,549,5
Kazakh,Yakut,-,+,?,549,5
Turkish,Yakut,-,+,?,549,5
Uzbek,Yakut,-,+,?,549,5
Azerbaijani,Uzbek,-,t,?,549,6
Azerbaijani,Yakut,-,k,?,549,6
Chuvash,Uzbek,-,t,?,549,6
Chuvash,Yakut,-,k,?,549,6
Kazakh,Uzbek,-,t,?,549,6
Kazakh,Yakut,-,k,?,549,6
Turkish,Uzbek,-,t,?,549,6
Turkish,Yakut,-,k,?,549,6
Uzbek,Yakut,t,k,?,549,6
Azerbaijani,Chuvash,ɑ,ɯ,?,549,7
Azerbaijani,Kazakh,ɑ,ɑ,?,549,7
Azerbaijani,Turkish,ɑ,a,?,549,7
Azerbaijani,Uzbek,ɑ,i,?,549,7
Azerbaijani,Yakut,ɑ,ø,?,549,7
Chuvash,Kazakh,ɯ,ɑ,?,549,7
Chuvash,Turkish,ɯ,a,?,549,7
Chuvash,Uzbek,ɯ,i,?,549,7
Chuvash,Yakut,ɯ,ø,?,549,7
Kazakh,Turkish,ɑ,a,?,549,7
Kazakh,Uzbek,ɑ,i,?,549,7
Kazakh,Yakut,ɑ,ø,?,549,7
Turkish,Uzbek,a,i,?,549,7
Turkish,Yakut,a,ø,?,549,7
Uzbek,Yakut,i,ø,?,549,7
Azerbaijani,Chuvash,l,l,?,549,8
Azerbaijani,Kazakh,l,l,?,549,8
Azerbaijani,Turkish,l,l,?,549,8
Azerbaijani,Uzbek,l,lː,?,549,8
Azerbaijani,Yakut,l,m,?,549,8
Chuvash,Kazakh,l,l,?,549,8
Chuvash,Turkish,l,l,?,549,8
Chuvash,Uzbek,l,lː,?,549,8
Chuvash,Yakut,l,m,?,549,8
Kazakh,Turkish,l,l,?,549,8
Kazakh,Uzbek,l,lː,?,549,8
Kazakh,Yakut,l,m,?,549,8
Turkish,Uzbek,l,lː,?,549,8
Turkish,Yakut,l,m,?,549,8
Uzbek,Yakut,lː,m,?,549,8
Azerbaijani,Chuvash,t,t,?,549,9
Azerbaijani,Kazakh,t,t,?,549,9
Azerbaijani,Turkish,t,t,?,549,9
Azerbaijani,Uzbek,t,-,?,549,9
Azerbaijani,Yakut,t,-,?,549,9
Chuvash,Kazakh,t,t,?,549,9
Chuvash,Turkish,t,t,?,549,9
Chuvash,Uzbek,t,-,?,549,9
Chuvash,Yakut,t,-,?,549,9
Kazakh,Turkish,t,t,?,549,9
Kazakh,Uzbek,t,-,?,549,9
Kazakh,Yakut,t,-,?,549,9
Turkish,Uzbek,t,-,?,549,9
Turkish,Yakut,t,-,?,549,9
Azerbaijani,Chuvash,u,ə,?,549,10
Azerbaijani,Kazakh,u,ə,?,549,10
Azerbaijani,Turkish,u,ɯ,?,549,10
Azerbaijani,Uzbek,u,a,?,549,10
Azerbaijani,Yakut,u,y,?,549,10
Chuvash,Kazakh,ə,ə,?,549,10
Chuvash,Turkish,ə,ɯ,?,549,10
Chuvash,Uzbek,ə,a,?,549,10
Chuvash,Yakut,ə,y,?,549,10
Kazakh,Turkish,ə,ɯ,?,549,10
Kazakh,Uzbek,ə,a,?,549,10
Kazakh,Yakut,ə,y,?,549,10
Turkish,Uzbek,ɯ,a,?,549,10
Turkish,Yakut,ɯ,y,?,549,10
Uzbek,Yakut,a,y,?,549,10
Azerbaijani,Chuvash,n,n,?,549,11
Azerbaijani,Kazakh,n,n,?,549,11
Azerbaijani,Turkish,n,n,?,549,11
Azerbaijani,Uzbek,n,-,?,549,11
Azerbaijani,Yakut,n,s,?,549,11
Chuvash,Kazakh,n,n,?,549,11
Chuvash,Turkish,n,n,?,549,11
Chuvash,Uzbek,n,-,?,549,11
Chuvash,Yakut,n,s,?,549,11
Kazakh,Turkish,n,n,?,549,11
Kazakh,Uzbek,n,-,?,549,11
Kazakh,Yakut,n,s,?,549,11
Turkish,Uzbek,n,-,?,549,11
Turkish,Yakut,n,s,?,549,11
Uzbek,Yakut,-,s,?,549,11
Azerbaijani,Yakut,-,y,?,1147,0
Chuvash,Yakut,-,y,?,1147,0
Kazakh,Yakut,-,y,?,1147,0
Turkish,Yakut,-,y,?,1147,0
Uzbek,Yakut,-,y,?,1147,0
Azerbaijani,Yakut,-,ɾ,?,1147,1
Chuvash,Yakut,-,ɾ,?,1147,1
Kazakh,Yakut,-,ɾ,?,1147,1
Turkish,Yakut,-,ɾ,?,1147,1
Uzbek,Yakut,-,ɾ,?,1147,1
Azerbaijani,Yakut,-,y,?,1147,2
Chuvash,Yakut,-,y,?,1147,2
Kazakh,Yakut,-,y,?,1147,2
Turkish,Yakut,-,y,?,1147,2
Uzbek,Yakut,-,y,?,1147,2
Azerbaijani,Yakut,-,ŋ,?,1147,3
Chuvash,Yakut,-,ŋ,?,1147,3
Kazakh,Yakut,-,ŋ,?,1147,3
Turkish,Yakut,-,ŋ,?,1147,3
Uzbek,Yakut,-,ŋ,?,1147,3
Azerbaijani,Yakut,-,+,?,1147,4
Chuvash,Yakut,-,+,?,1147,4
Kazakh,Yakut,-,+,?,1147,4
Turkish,Yakut,-,+,?,1147,4
Uzbek,Yakut,-,+,?,1147,4
Azerbaijani,Chuvash,ɟ,k,?,1147,5
Azerbaijani,Kazakh,ɟ,k,?,1147,5
Azerbaijani,Turkish,ɟ,g,?,1147,5
Azerbaijani,Uzbek,ɟ,k,?,1147,5
Azerbaijani,Yakut,ɟ,k,?,1147,5
Chuvash,Kazakh,k,k,?,1147,5
Chuvash,Turkish,k,g,?,1147,5
Chuvash,Uzbek,k,k,?,1147,5
Chuvash,Yakut,k,k,?,1147,5
Kazakh,Turkish,k,g,?,1147,5
Kazakh,Uzbek,k,k,?,1147,5
Kazakh,Yakut,k,k,?,1147,5
Turkish,Uzbek,g,k,?,1147,5
Turkish,Yakut,g,k,?,1147,5
Uzbek,Yakut,k,k,?,1147,5
Azerbaijani,Chuvash,y,ɘ,?,1147,6
Azerbaijani,Kazakh,y,ʊ,?,1147,6
Azerbaijani,Turkish,y,y,?,1147,6
Azerbaijani,Uzbek,y,u,?,1147,6
Azerbaijani,Yakut,y,ø,?,1147,6
Chuvash,Kazakh,ɘ,ʊ,?,1147,6
Chuvash,Turkish,ɘ,y,?,1147,6
Chuvash,Uzbek,ɘ,u,?,1147,6
Chuvash,Yakut,ɘ,ø,?,1147,6
Kazakh,Turkish,ʊ,y,?,1147,6
Kazakh,Uzbek,ʊ,u,?,1147,6
Kazakh,Yakut,ʊ,ø,?,1147,6
Turkish,Uzbek,y,u,?,1147,6
Turkish,Yakut,y,ø,?,1147,6
Uzbek,Yakut,u,ø,?,1147,6
Azerbaijani,Chuvash,m,m,?,1147,7
Azerbaijani,Kazakh,m,m,?,1147,7
Azerbaijani,Turkish,m,m,?,1147,7
Azerbaijani,Uzbek,m,m,?,1147,7
Azerbaijani,Yakut,m,m,?,1147,7
Chuvash,Kazakh,m,m,?,1147,7
Chuvash,Turkish,m,m,?,1147,7
Chuvash,Uzbek,m,m,?,1147,7
Chuvash,Yakut,m,m,?,1147,7
Kazakh,Turkish,m,m,?,1147,7
Kazakh,Uzbek,m,m,?,1147,7
Kazakh,Yakut,m,m,?,1147,7
Turkish,Uzbek,m,m,?,1147,7
Turkish,Yakut,m,m,?,1147,7
Uzbek,Yakut,m,m,?,1147,7
Azerbaijani,Chuvash,y,ɘ,?,1147,8
Azerbaijani,Kazakh,y,ə,?,1147,8
Azerbaijani,Turkish,y,y,?,1147,8
Azerbaijani,Uzbek,y,u,?,1147,8
Azerbaijani,Yakut,y,y,?,1147,8
Chuvash,Kazakh,ɘ,ə,?,1147,8
Chuvash,Turkish,ɘ,y,?,1147,8
Chuvash,Uzbek,ɘ,u,?,1147,8
Chuvash,Yakut,ɘ,y,?,1147,8
Kazakh,Turkish,ə,y,?,1147,8
Kazakh,Uzbek,ə,u,?,1147,8
Kazakh,Yakut,ə,y,?,1147,8
Turkish,Uzbek,y,u,?,1147,8
Turkish,Yakut,y,y,?,1147,8
Uzbek,Yakut,u,y,?,1147,8
Azerbaijani,Chuvash,ʃ,l,?,1147,9
Azerbaijani,Kazakh,ʃ,s,?,1147,9
Azerbaijani,Turkish,ʃ,ʃ,?,1147,9
Azerbaijani,Uzbek,ʃ,ʃ,?,1147,9
Azerbaijani,Yakut,ʃ,s,?,1147,9
Chuvash,Kazakh,l,s,?,1147,9
Chuvash,Turkish,l,ʃ,?,1147,9
Chuvash,Uzbek,l,ʃ,?,1147,9
Chuvash,Yakut,l,s,?,1147,9
Kazakh,Turkish,s,ʃ,?,1147,9
Kazakh,Uzbek,s,ʃ,?,1147,9
Kazakh,Yakut,s,s,?,1147,9
Turkish,Uzbek,ʃ,ʃ,?,1147,9
Turkish,Yakut,ʃ,s,?,1147,9
Uzbek,Yakut,ʃ,s,?,1147,9
Azerbaijani,Chuvash,k,k,?,230,0
Azerbaijani,Kazakh,k,k,?,230,0
Azerbaijani,Turkish,k,k,?,230,0
Azerbaijani,Uzbek,k,k,?,230,0
Azerbaijani,Yakut,k,c,?,230,0
Chuvash,Kazakh,k,k,?,230,0
Chuvash,Turkish,k,k,?,230,0
Chuvash,Uzbek,k,k,?,230,0
Chuvash,Yakut,k,c,?,230,0
Kazakh,Turkish,k,k,?,230,0
Kazakh,Uzbek,k,k,?,230,0
Kazakh,Yakut,k,c,?,230,0
Turkish,Uzbek,k,k,?,230,0
Turkish,Yakut,k,c,?,230,0
Uzbek,Yakut,k,c,?,230,0
Azerbaijani,Chuvash,œ,ə,?,230,1
Azerbaijani,Kazakh,œ,ø,?,230,1
Azerbaijani,Turkish,œ,œ,?,230,1
Azerbaijani,Uzbek,œ,o,?,230,1
Azerbaijani,Yakut,œ,o,?,230,1
Chuvash,Kazakh,ə,ø,?,230,1
Chuvash,Turkish,ə,œ,?,230,1
Chuvash,Uzbek,ə,o,?,230,1
Chuvash,Yakut,ə,o,?,230,1
Kazakh,Turkish,ø,œ,?,230,1
Kazakh,Uzbek,ø,o,?,230,1
Kazakh,Yakut,ø,o,?,230,1
Turkish,Uzbek,œ,o,?,230,1
Turkish,Yakut,œ,o,?,230,1
Uzbek,Yakut,o,o,?,230,1
Azerbaijani,Chuvash,m,m,?,230,2
Azerbaijani,Kazakh,m,m,?,230,2
Azerbaijani,Turkish,m,m,?,230,2
Azerbaijani,Uzbek,m,m,?,230,2
Azerbaijani,Yakut,m,-,?,230,2
Chuvash,Kazakh,m,m,?,230,2
Chuvash,Turkish,m,m,?,230,2
Chuvash,Uzbek,m,m,?,230,2
Chuvash,Yakut,m,-,?,230,2
Kazakh,Turkish,m,m,?,230,2
Kazakh,Uzbek,m,m,?,230,2
Kazakh,Yakut,m,-,?,230,2
Turkish,Uzbek,m,m,?,230,2
Turkish,Yakut,m,-,?,230,2
Uzbek,Yakut,m,-,?,230,2
Azerbaijani,Chuvash,y,-,?,230,3
Azerbaijani,Kazakh,y,ə,?,230,3
Azerbaijani,Turkish,y,y,?,230,3
Azerbaijani,Uzbek,y,i,?,230,3
Azerbaijani,Yakut,y,-,?,230,3
Chuvash,Kazakh,-,ə,?,230,3
Chuvash,Turkish,-,y,?,230,3
Chuvash,Uzbek,-,i,?,230,3
Kazakh,Turkish,ə,y,?,230,3
Kazakh,Uzbek,ə,i,?,230,3
Kazakh,Yakut,ə,-,?,230,3
Turkish,Uzbek,y,i,?,230,3
Turkish,Yakut,y,-,?,230,3
Uzbek,Yakut,i,-,?,230,3
Azerbaijani,Chuvash,r,r,?,230,4
Azerbaijani,Kazakh,r,ɾ,?,230,4
Azerbaijani,Turkish,r,ɾ,?,230,4
Azerbaijani,Uzbek,r,r,?,230,4
Azerbaijani,Yakut,r,-,?,230,4
Chuvash,Kazakh,r,ɾ,?,230,4
Chuvash,Turkish,r,ɾ,?,230,4
Chuvash,Uzbek,r,r,?,230,4
Chuvash,Yakut,r,-,?,230,4
Kazakh,Turkish,ɾ,ɾ,?,230,4
Kazakh,Uzbek,ɾ,r,?,230,4
