lang_a,lang_b,phoneme_a,phoneme_b,gloss,cogset_id,position
Azerbaijani,Chuvash,d,tɕ,?,1,0
Azerbaijani,Kazakh,d,t,?,1,0
Azerbaijani,Turkish,d,t,?,1,0
Azerbaijani,Turkmen,d,d,?,1,0
Azerbaijani,Uzbek,d,t,?,1,0
Azerbaijani,Yakut,d,t,?,1,0
Chuvash,Kazakh,tɕ,t,?,1,0
Chuvash,Turkish,tɕ,t,?,1,0
Chuvash,Turkmen,tɕ,d,?,1,0
Chuvash,Uzbek,tɕ,t,?,1,0
Chuvash,Yakut,tɕ,t,?,1,0
Kazakh,Turkish,t,t,?,1,0
Kazakh,Turkmen,t,d,?,1,0
Kazakh,Uzbek,t,t,?,1,0
Kazakh,Yakut,t,t,?,1,0
Turkish,Turkmen,t,d,?,1,0
Turkish,Uzbek,t,t,?,1,0
Turkish,Yakut,t,t,?,1,0
Turkmen,Uzbek,d,t,?,1,0
Turkmen,Yakut,d,t,?,1,0
Uzbek,Yakut,t,t,?,1,0
Azerbaijani,Chuvash,ɯ,ĭ,?,1,1
Azerbaijani,Kazakh,ɯ,ɯ,?,1,1
Azerbaijani,Turkish,ɯ,ɯ,?,1,1
Azerbaijani,Turkmen,ɯ,ɯ,?,1,1
Azerbaijani,Uzbek,ɯ,i,?,1,1
Azerbaijani,Yakut,ɯ,ɯ,?,1,1
Chuvash,Kazakh,ĭ,ɯ,?,1,1
Chuvash,Turkish,ĭ,ɯ,?,1,1
Chuvash,Turkmen,ĭ,ɯ,?,1,1
Chuvash,Uzbek,ĭ,i,?,1,1
Chuvash,Yakut,ĭ,ɯ,?,1,1
Kazakh,Turkish,ɯ,ɯ,?,1,1
Kazakh,Turkmen,ɯ,ɯ,?,1,1
Kazakh,Uzbek,ɯ,i,?,1,1
Kazakh,Yakut,ɯ,ɯ,?,1,1
Turkish,Turkmen,ɯ,ɯ,?,1,1
Turkish,Uzbek,ɯ,i,?,1,1
Turkish,Yakut,ɯ,ɯ,?,1,1
Turkmen,Uzbek,ɯ,i,?,1,1
Turkmen,Yakut,ɯ,ɯ,?,1,1
Uzbek,Yakut,i,ɯ,?,1,1
Azerbaijani,Chuvash,r,r,?,1,2
Azerbaijani,Kazakh,r,r,?,1,2
Azerbaijani,Turkish,r,r,?,1,2
Azerbaijani,Turkmen,r,r,?,1,2
Azerbaijani,Uzbek,r,r,?,1,2
Azerbaijani,Yakut,r,-,?,1,2
Chuvash,Kazakh,r,r,?,1,2
Chuvash,Turkish,r,r,?,1,2
Chuvash,Turkmen,r,r,?,1,2
Chuvash,Uzbek,r,r,?,1,2
Chuvash,Yakut,r,-,?,1,2
Kazakh,Turkish,r,r,?,1,2
Kazakh,Turkmen,r,r,?,1,2
Kazakh,Uzbek,r,r,?,1,2
Kazakh,Yakut,r,-,?,1,2
Turkish,Turkmen,r,r,?,1,2
Turkish,Uzbek,r,r,?,1,2
Turkish,Yakut,r,-,?,1,2
Turkmen,Uzbek,r,r,?,1,2
Turkmen,Yakut,r,-,?,1,2
Uzbek,Yakut,r,-,?,1,2
Azerbaijani,Chuvash,n,n,?,1,3
Azerbaijani,Kazakh,n,n,?,1,3
Azerbaijani,Turkish,n,n,?,1,3
Azerbaijani,Turkmen,n,n,?,1,3
Azerbaijani,Uzbek,n,n,?,1,3
Azerbaijani,Yakut,n,ŋ,?,1,3
Chuvash,Kazakh,n,n,?,1,3
Chuvash,Turkish,n,n,?,1,3
Chuvash,Turkmen,n,n,?,1,3
Chuvash,Uzbek,n,n,?,1,3
Chuvash,Yakut,n,ŋ,?,1,3
Kazakh,Turkish,n,n,?,1,3
Kazakh,Turkmen,n,n,?,1,3
Kazakh,Uzbek,n,n,?,1,3
Kazakh,Yakut,n,ŋ,?,1,3
Turkish,Turkmen,n,n,?,1,3
Turkish,Uzbek,n,n,?,1,3
Turkish,Yakut,n,ŋ,?,1,3
Turkmen,Uzbek,n,n,?,1,3
Turkmen,Yakut,n,ŋ,?,1,3
Uzbek,Yakut,n,ŋ,?,1,3
Azerbaijani,Yakut,-,ɯ,?,1,4
Chuvash,Yakut,-,ɯ,?,1,4
Kazakh,Yakut,-,ɯ,?,1,4
Turkish,Yakut,-,ɯ,?,1,4
Turkmen,Yakut,-,ɯ,?,1,4
Uzbek,Yakut,-,ɯ,?,1,4
Azerbaijani,Yakut,-,r,?,1,5
Chuvash,Yakut,-,r,?,1,5
Kazakh,Yakut,-,r,?,1,5
Turkish,Yakut,-,r,?,1,5
Turkmen,Yakut,-,r,?,1,5
Uzbek,Yakut,-,r,?,1,5
Azerbaijani,Chuvash,a,e,?,1,6
Azerbaijani,Kazakh,a,a,?,1,6
Azerbaijani,Turkish,a,a,?,1,6
Azerbaijani,Turkmen,a,a,?,1,6
Azerbaijani,Uzbek,a,ɔ,?,1,6
Azerbaijani,Yakut,a,a,?,1,6
Chuvash,Kazakh,e,a,?,1,6
Chuvash,Turkish,e,a,?,1,6
Chuvash,Turkmen,e,a,?,1,6
Chuvash,Uzbek,e,ɔ,?,1,6
Chuvash,Yakut,e,a,?,1,6
Kazakh,Turkish,a,a,?,1,6
Kazakh,Turkmen,a,a,?,1,6
Kazakh,Uzbek,a,ɔ,?,1,6
Kazakh,Yakut,a,a,?,1,6
Turkish,Turkmen,a,a,?,1,6
Turkish,Uzbek,a,ɔ,?,1,6
Turkish,Yakut,a,a,?,1,6
Turkmen,Uzbek,a,ɔ,?,1,6
Turkmen,Yakut,a,a,?,1,6
Uzbek,Yakut,ɔ,a,?,1,6
Azerbaijani,Chuvash,ɢ,-,?,1,7
Azerbaijani,Kazakh,ɢ,q,?,1,7
Azerbaijani,Turkish,ɢ,k,?,1,7
Azerbaijani,Turkmen,ɢ,q,?,1,7
Azerbaijani,Uzbek,ɢ,q,?,1,7
Azerbaijani,Yakut,ɢ,χ,?,1,7
Chuvash,Kazakh,-,q,?,1,7
Chuvash,Turkish,-,k,?,1,7
Chuvash,Turkmen,-,q,?,1,7
Chuvash,Uzbek,-,q,?,1,7
Chuvash,Yakut,-,χ,?,1,7
Kazakh,Turkish,q,k,?,1,7
Kazakh,Turkmen,q,q,?,1,7
Kazakh,Uzbek,q,q,?,1,7
Kazakh,Yakut,q,χ,?,1,7
Turkish,Turkmen,k,q,?,1,7
Turkish,Uzbek,k,q,?,1,7
Turkish,Yakut,k,χ,?,1,7
Turkmen,Uzbek,q,q,?,1,7
Turkmen,Yakut,q,χ,?,1,7
Uzbek,Yakut,q,χ,?,1,7
Kyrgyz,Uyghur,t,t,?,4,0
Kyrgyz,Uyghur,ɯ,i,?,4,1
Kyrgyz,Uyghur,r,r,?,4,2
Kyrgyz,Uyghur,m,m,?,4,3
Kyrgyz,Uyghur,a,a,?,4,4
Kyrgyz,Uyghur,q,q,?,4,5
Azerbaijani,Chuvash,-,e,?,1436,0
Chuvash,Kazakh,e,-,?,1436,0
Chuvash,Kyrgyz,e,-,?,1436,0
Chuvash,Turkish,e,-,?,1436,0
Chuvash,Turkmen,e,-,?,1436,0
Chuvash,Uyghur,e,-,?,1436,0
Chuvash,Uzbek,e,-,?,1436,0
Chuvash,Yakut,e,-,?,1436,0
Azerbaijani,Chuvash,b,b,?,1436,1
Azerbaijani,Kazakh,b,b,?,1436,1
Azerbaijani,Kyrgyz,b,b,?,1436,1
Azerbaijani,Turkish,b,b,?,1436,1
Azerbaijani,Turkmen,b,b,?,1436,1
Azerbaijani,Uyghur,b,b,?,1436,1
Azerbaijani,Uzbek,b,b,?,1436,1
Azerbaijani,Yakut,b,b,?,1436,1
Chuvash,Kazakh,b,b,?,1436,1
Chuvash,Kyrgyz,b,b,?,1436,1
Chuvash,Turkish,b,b,?,1436,1
Chuvash,Turkmen,b,b,?,1436,1
Chuvash,Uyghur,b,b,?,1436,1
Chuvash,Uzbek,b,b,?,1436,1
Chuvash,Yakut,b,b,?,1436,1
Kazakh,Kyrgyz,b,b,?,1436,1
Kazakh,Turkish,b,b,?,1436,1
Kazakh,Turkmen,b,b,?,1436,1
Kazakh,Uyghur,b,b,?,1436,1
Kazakh,Uzbek,b,b,?,1436,1
Kazakh,Yakut,b,b,?,1436,1
Kyrgyz,Turkish,b,b,?,1436,1
Kyrgyz,Turkmen,b,b,?,1436,1
Kyrgyz,Uyghur,b,b,?,1436,1
Kyrgyz,Uzbek,b,b,?,1436,1
Kyrgyz,Yakut,b,b,?,1436,1
Turkish,Turkmen,b,b,?,1436,1
Turkish,Uyghur,b,b,?,1436,1
Turkish,Uzbek,b,b,?,1436,1
Turkish,Yakut,b,b,?,1436,1
Turkmen,Uyghur,b,b,?,1436,1
Turkmen,Uzbek,b,b,?,1436,1
Turkmen,Yakut,b,b,?,1436,1
Uyghur,Uzbek,b,b,?,1436,1
Uyghur,Yakut,b,b,?,1436,1
Uzbek,Yakut,b,b,?,1436,1
Azerbaijani,Chuvash,i,i,?,1436,2
Azerbaijani,Kazakh,i,ĭ,?,1436,2
Azerbaijani,Kyrgyz,i,i,?,1436,2
Azerbaijani,Turkish,i,i,?,1436,2
Azerbaijani,Turkmen,i,i,?,1436,2
Azerbaijani,Uyghur,i,i,?,1436,2
Azerbaijani,Uzbek,i,i,?,1436,2
Azerbaijani,Yakut,i,i,?,1436,2
Chuvash,Kazakh,i,ĭ,?,1436,2
Chuvash,Kyrgyz,i,i,?,1436,2
Chuvash,Turkish,i,i,?,1436,2
Chuvash,Turkmen,i,i,?,1436,2
Chuvash,Uyghur,i,i,?,1436,2
Chuvash,Uzbek,i,i,?,1436,2
Chuvash,Yakut,i,i,?,1436,2
Kazakh,Kyrgyz,ĭ,i,?,1436,2
Kazakh,Turkish,ĭ,i,?,1436,2
Kazakh,Turkmen,ĭ,i,?,1436,2
Kazakh,Uyghur,ĭ,i,?,1436,2
Kazakh,Uzbek,ĭ,i,?,1436,2
Kazakh,Yakut,ĭ,i,?,1436,2
Kyrgyz,Turkish,i,i,?,1436,2
Kyrgyz,Turkmen,i,i,?,1436,2
Kyrgyz,Uyghur,i,i,?,1436,2
Kyrgyz,Uzbek,i,i,?,1436,2
Kyrgyz,Yakut,i,i,?,1436,2
Turkish,Turkmen,i,i,?,1436,2
Turkish,Uyghur,i,i,?,1436,2
Turkish,Uzbek,i,i,?,1436,2
Turkish,Yakut,i,i,?,1436,2
Turkmen,Uyghur,i,i,?,1436,2
Turkmen,Uzbek,i,i,?,1436,2
Turkmen,Yakut,i,i,?,1436,2
Uyghur,Uzbek,i,i,?,1436,2
Uyghur,Yakut,i,i,?,1436,2
Uzbek,Yakut,i,i,?,1436,2
Azerbaijani,Chuvash,z,r,?,1436,3
Azerbaijani,Kazakh,z,z,?,1436,3
Azerbaijani,Kyrgyz,z,z,?,1436,3
Azerbaijani,Turkish,z,z,?,1436,3
Azerbaijani,Turkmen,z,z,?,1436,3
Azerbaijani,Uyghur,z,z,?,1436,3
Azerbaijani,Uzbek,z,z,?,1436,3
Azerbaijani,Yakut,z,h,?,1436,3
Chuvash,Kazakh,r,z,?,1436,3
Chuvash,Kyrgyz,r,z,?,1436,3
Chuvash,Turkish,r,z,?,1436,3
Chuvash,Turkmen,r,z,?,1436,3
Chuvash,Uyghur,r,z,?,1436,3
Chuvash,Uzbek,r,z,?,1436,3
Chuvash,Yakut,r,h,?,1436,3
Kazakh,Kyrgyz,z,z,?,1436,3
Kazakh,Turkish,z,z,?,1436,3
Kazakh,Turkmen,z,z,?,1436,3
Kazakh,Uyghur,z,z,?,1436,3
Kazakh,Uzbek,z,z,?,1436,3
Kazakh,Yakut,z,h,?,1436,3
Kyrgyz,Turkish,z,z,?,1436,3
Kyrgyz,Turkmen,z,z,?,1436,3
Kyrgyz,Uyghur,z,z,?,1436,3
Kyrgyz,Uzbek,z,z,?,1436,3
Kyrgyz,Yakut,z,h,?,1436,3
Turkish,Turkmen,z,z,?,1436,3
Turkish,Uyghur,z,z,?,1436,3
Turkish,Uzbek,z,z,?,1436,3
Turkish,Yakut,z,h,?,1436,3
Turkmen,Uyghur,z,z,?,1436,3
Turkmen,Uzbek,z,z,?,1436,3
Turkmen,Yakut,z,h,?,1436,3
Uyghur,Uzbek,z,z,?,1436,3
Uyghur,Yakut,z,h,?,1436,3
Uzbek,Yakut,z,h,?,1436,3
Azerbaijani,Yakut,-,i,?,1436,4
Chuvash,Yakut,-,i,?,1436,4
Kazakh,Yakut,-,i,?,1436,4
Kyrgyz,Yakut,-,i,?,1436,4
Turkish,Yakut,-,i,?,1436,4
Turkmen,Yakut,-,i,?,1436,4
Uyghur,Yakut,-,i,?,1436,4
Uzbek,Yakut,-,i,?,1436,4
Azerbaijani,Yakut,-,g,?,1436,5
Chuvash,Yakut,-,g,?,1436,5
Kazakh,Yakut,-,g,?,1436,5
Kyrgyz,Yakut,-,g,?,1436,5
Turkish,Yakut,-,g,?,1436,5
Turkmen,Yakut,-,g,?,1436,5
Uyghur,Yakut,-,g,?,1436,5
Uzbek,Yakut,-,g,?,1436,5
Azerbaijani,Yakut,-,i,?,1436,6
Chuvash,Yakut,-,i,?,1436,6
Kazakh,Yakut,-,i,?,1436,6
Kyrgyz,Yakut,-,i,?,1436,6
Turkish,Yakut,-,i,?,1436,6
Turkmen,Yakut,-,i,?,1436,6
Uyghur,Yakut,-,i,?,1436,6
Uzbek,Yakut,-,i,?,1436,6
Azerbaijani,Chuvash,s,-,?,1510,0
Azerbaijani,Kazakh,s,s,?,1510,0
Azerbaijani,Turkish,s,s,?,1510,0
Azerbaijani,Turkmen,s,s,?,1510,0
Azerbaijani,Uyghur,s,s,?,1510,0
Azerbaijani,Uzbek,s,s,?,1510,0
Azerbaijani,Yakut,s,-,?,1510,0
Chuvash,Kazakh,-,s,?,1510,0
Chuvash,Turkish,-,s,?,1510,0
Chuvash,Turkmen,-,s,?,1510,0
Chuvash,Uyghur,-,s,?,1510,0
Chuvash,Uzbek,-,s,?,1510,0
Kazakh,Turkish,s,s,?,1510,0
Kazakh,Turkmen,s,s,?,1510,0
Kazakh,Uyghur,s,s,?,1510,0
Kazakh,Uzbek,s,s,?,1510,0
Kazakh,Yakut,s,-,?,1510,0
Turkish,Turkmen,s,s,?,1510,0
Turkish,Uyghur,s,s,?,1510,0
Turkish,Uzbek,s,s,?,1510,0
Turkish,Yakut,s,-,?,1510,0
Turkmen,Uyghur,s,s,?,1510,0
Turkmen,Uzbek,s,s,?,1510,0
Turkmen,Yakut,s,-,?,1510,0
Uyghur,Uzbek,s,s,?,1510,0
Uyghur,Yakut,s,-,?,1510,0
Uzbek,Yakut,s,-,?,1510,0
Azerbaijani,Chuvash,i,e,?,1510,1
Azerbaijani,Kazakh,i,ĭ,?,1510,1
Azerbaijani,Turkish,i,i,?,1510,1
Azerbaijani,Turkmen,i,i,?,1510,1
Azerbaijani,Uyghur,i,i,?,1510,1
Azerbaijani,Uzbek,i,i,?,1510,1
Azerbaijani,Yakut,i,e,?,1510,1
Chuvash,Kazakh,e,ĭ,?,1510,1
Chuvash,Turkish,e,i,?,1510,1
Chuvash,Turkmen,e,i,?,1510,1
Chuvash,Uyghur,e,i,?,1510,1
Chuvash,Uzbek,e,i,?,1510,1
Chuvash,Yakut,e,e,?,1510,1
Kazakh,Turkish,ĭ,i,?,1510,1
Kazakh,Turkmen,ĭ,i,?,1510,1
Kazakh,Uyghur,ĭ,i,?,1510,1
Kazakh,Uzbek,ĭ,i,?,1510,1
Kazakh,Yakut,ĭ,e,?,1510,1
Turkish,Turkmen,i,i,?,1510,1
Turkish,Uyghur,i,i,?,1510,1
Turkish,Uzbek,i,i,?,1510,1
Turkish,Yakut,i,e,?,1510,1
Turkmen,Uyghur,i,i,?,1510,1
Turkmen,Uzbek,i,i,?,1510,1
Turkmen,Yakut,i,e,?,1510,1
Uyghur,Uzbek,i,i,?,1510,1
Uyghur,Yakut,i,e,?,1510,1
Uzbek,Yakut,i,e,?,1510,1
Azerbaijani,Chuvash,z,z,?,1510,2
Azerbaijani,Kazakh,z,z,?,1510,2
Azerbaijani,Turkish,z,z,?,1510,2
Azerbaijani,Turkmen,z,z,?,1510,2
Azerbaijani,Uyghur,z,z,?,1510,2
Azerbaijani,Uzbek,z,z,?,1510,2
Azerbaijani,Yakut,z,h,?,1510,2
Chuvash,Kazakh,z,z,?,1510,2
Chuvash,Turkish,z,z,?,1510,2
Chuvash,Turkmen,z,z,?,1510,2
Chuvash,Uyghur,z,z,?,1510,2
Chuvash,Uzbek,z,z,?,1510,2
Chuvash,Yakut,z,h,?,1510,2
Kazakh,Turkish,z,z,?,1510,2
Kazakh,Turkmen,z,z,?,1510,2
Kazakh,Uyghur,z,z,?,1510,2
Kazakh,Uzbek,z,z,?,1510,2
Kazakh,Yakut,z,h,?,1510,2
Turkish,Turkmen,z,z,?,1510,2
Turkish,Uyghur,z,z,?,1510,2
Turkish,Uzbek,z,z,?,1510,2
Turkish,Yakut,z,h,?,1510,2
Turkmen,Uyghur,z,z,?,1510,2
Turkmen,Uzbek,z,z,?,1510,2
Turkmen,Yakut,z,h,?,1510,2
Uyghur,Uzbek,z,z,?,1510,2
Uyghur,Yakut,z,h,?,1510,2
Uzbek,Yakut,z,h,?,1510,2
Azerbaijani,Kazakh,-,d,?,1510,3
Azerbaijani,Uzbek,-,l,?,1510,3
Chuvash,Kazakh,-,d,?,1510,3
Chuvash,Uzbek,-,l,?,1510,3
Kazakh,Turkish,d,-,?,1510,3
Kazakh,Turkmen,d,-,?,1510,3
Kazakh,Uyghur,d,-,?,1510,3
Kazakh,Uzbek,d,l,?,1510,3
Kazakh,Yakut,d,-,?,1510,3
Turkish,Uzbek,-,l,?,1510,3
Turkmen,Uzbek,-,l,?,1510,3
Uyghur,Uzbek,-,l,?,1510,3
Uzbek,Yakut,l,-,?,1510,3
Azerbaijani,Chuvash,-,i,?,1510,4
Azerbaijani,Kazakh,-,e,?,1510,4
Azerbaijani,Uzbek,-,a,?,1510,4
Azerbaijani,Yakut,-,i,?,1510,4
Chuvash,Kazakh,i,e,?,1510,4
Chuvash,Turkish,i,-,?,1510,4
Chuvash,Turkmen,i,-,?,1510,4
Chuvash,Uyghur,i,-,?,1510,4
Chuvash,Uzbek,i,a,?,1510,4
Chuvash,Yakut,i,i,?,1510,4
Kazakh,Turkish,e,-,?,1510,4
Kazakh,Turkmen,e,-,?,1510,4
Kazakh,Uyghur,e,-,?,1510,4
Kazakh,Uzbek,e,a,?,1510,4
Kazakh,Yakut,e,i,?,1510,4
Turkish,Uzbek,-,a,?,1510,4
Turkish,Yakut,-,i,?,1510,4
Turkmen,Uzbek,-,a,?,1510,4
Turkmen,Yakut,-,i,?,1510,4
Uyghur,Uzbek,-,a,?,1510,4
Uyghur,Yakut,-,i,?,1510,4
Uzbek,Yakut,a,i,?,1510,4
Azerbaijani,Chuvash,-,r,?,1510,5
Azerbaijani,Kazakh,-,r,?,1510,5
Azerbaijani,Uzbek,-,r,?,1510,5
Azerbaijani,Yakut,-,g,?,1510,5
Chuvash,Kazakh,r,r,?,1510,5
Chuvash,Turkish,r,-,?,1510,5
Chuvash,Turkmen,r,-,?,1510,5
Chuvash,Uyghur,r,-,?,1510,5
Chuvash,Uzbek,r,r,?,1510,5
Chuvash,Yakut,r,g,?,1510,5
Kazakh,Turkish,r,-,?,1510,5
Kazakh,Turkmen,r,-,?,1510,5
Kazakh,Uyghur,r,-,?,1510,5
Kazakh,Uzbek,r,r,?,1510,5
Kazakh,Yakut,r,g,?,1510,5
Turkish,Uzbek,-,r,?,1510,5
Turkish,Yakut,-,g,?,1510,5
Turkmen,Uzbek,-,r,?,1510,5
Turkmen,Yakut,-,g,?,1510,5
Uyghur,Uzbek,-,r,?,1510,5
Uyghur,Yakut,-,g,?,1510,5
Uzbek,Yakut,r,g,?,1510,5
Azerbaijani,Yakut,-,i,?,1510,6
Chuvash,Yakut,-,i,?,1510,6
Kazakh,Yakut,-,i,?,1510,6
Turkish,Yakut,-,i,?,1510,6
Turkmen,Yakut,-,i,?,1510,6
Uyghur,Yakut,-,i,?,1510,6
Uzbek,Yakut,-,i,?,1510,6
Azerbaijani,Kyrgyz,d,d,?,1310,0
Azerbaijani,Turkish,d,t,?,1310,0
Azerbaijani,Turkmen,d,d,?,1310,0
Azerbaijani,Uyghur,d,d,?,1310,0
Azerbaijani,Uzbek,d,-,?,1310,0
Kyrgyz,Turkish,d,t,?,1310,0
Kyrgyz,Turkmen,d,d,?,1310,0
Kyrgyz,Uyghur,d,d,?,1310,0
Kyrgyz,Uzbek,d,-,?,1310,0
Turkish,Turkmen,t,d,?,1310,0
Turkish,Uyghur,t,d,?,1310,0
Turkish,Uzbek,t,-,?,1310,0
Turkmen,Uyghur,d,d,?,1310,0
Turkmen,Uzbek,d,-,?,1310,0
Uyghur,Uzbek,d,-,?,1310,0
Azerbaijani,Kyrgyz,a,a,?,1310,1
Azerbaijani,Turkish,a,a,?,1310,1
Azerbaijani,Turkmen,a,a,?,1310,1
Azerbaijani,Uyghur,a,a,?,1310,1
Azerbaijani,Uzbek,a,o,?,1310,1
Kyrgyz,Turkish,a,a,?,1310,1
Kyrgyz,Turkmen,a,a,?,1310,1
Kyrgyz,Uyghur,a,a,?,1310,1
Kyrgyz,Uzbek,a,o,?,1310,1
Turkish,Turkmen,a,a,?,1310,1
Turkish,Uyghur,a,a,?,1310,1
Turkish,Uzbek,a,o,?,1310,1
Turkmen,Uyghur,a,a,?,1310,1
Turkmen,Uzbek,a,o,?,1310,1
Uyghur,Uzbek,a,o,?,1310,1
Chuvash,Kazakh,-,a,?,1311,0
Kazakh,Yakut,a,-,?,1311,0
Chuvash,Kazakh,r,n,?,1311,1
Chuvash,Yakut,r,ɣ,?,1311,1
Kazakh,Yakut,n,ɣ,?,1311,1
Chuvash,Kazakh,a,a,?,1311,2
Chuvash,Yakut,a,a,?,1311,2
Kazakh,Yakut,a,a,?,1311,2
Chuvash,Kazakh,-,w,?,1311,3
Kazakh,Yakut,w,-,?,1311,3
Azerbaijani,Chuvash,ɢ,χ,?,55,0
Azerbaijani,Kazakh,ɢ,q,?,55,0
Azerbaijani,Kyrgyz,ɢ,q,?,55,0
Azerbaijani,Turkish,ɢ,k,?,55,0
Azerbaijani,Turkmen,ɢ,ɢ,?,55,0
Azerbaijani,Uzbek,ɢ,q,?,55,0
Azerbaijani,Yakut,ɢ,χ,?,55,0
Chuvash,Kazakh,χ,q,?,55,0
Chuvash,Kyrgyz,χ,q,?,55,0
Chuvash,Turkish,χ,k,?,55,0
Chuvash,Turkmen,χ,ɢ,?,55,0
Chuvash,Uzbek,χ,q,?,55,0
Chuvash,Yakut,χ,χ,?,55,0
Kazakh,Kyrgyz,q,q,?,55,0
Kazakh,Turkish,q,k,?,55,0
Kazakh,Turkmen,q,ɢ,?,55,0
Kazakh,Uzbek,q,q,?,55,0
Kazakh,Yakut,q,χ,?,55,0
Kyrgyz,Turkish,q,k,?,55,0
Kyrgyz,Turkmen,q,ɢ,?,55,0
Kyrgyz,Uzbek,q,q,?,55,0
Kyrgyz,Yakut,q,χ,?,55,0
Turkish,Turkmen,k,ɢ,?,55,0
Turkish,Uzbek,k,q,?,55,0
Turkish,Yakut,k,χ,?,55,0
Turkmen,Uzbek,ɢ,q,?,55,0
Turkmen,Yakut,ɢ,χ,?,55,0
Uzbek,Yakut,q,χ,?,55,0
Azerbaijani,Chuvash,a,u,?,55,1
Azerbaijani,Kazakh,a,a,?,55,1
Azerbaijani,Kyrgyz,a,a,?,55,1
Azerbaijani,Turkish,a,a,?,55,1
Azerbaijani,Turkmen,a,a,?,55,1
Azerbaijani,Uzbek,a,ɒ,?,55,1
Azerbaijani,Yakut,a,a,?,55,1
Chuvash,Kazakh,u,a,?,55,1
Chuvash,Kyrgyz,u,a,?,55,1
Chuvash,Turkish,u,a,?,55,1
Chuvash,Turkmen,u,a,?,55,1
Chuvash,Uzbek,u,ɒ,?,55,1
Chuvash,Yakut,u,a,?,55,1
Kazakh,Kyrgyz,a,a,?,55,1
Kazakh,Turkish,a,a,?,55,1
Kazakh,Turkmen,a,a,?,55,1
Kazakh,Uzbek,a,ɒ,?,55,1
Kazakh,Yakut,a,a,?,55,1
Kyrgyz,Turkish,a,a,?,55,1
Kyrgyz,Turkmen,a,a,?,55,1
Kyrgyz,Uzbek,a,ɒ,?,55,1
Kyrgyz,Yakut,a,a,?,55,1
Turkish,Turkmen,a,a,?,55,1
Turkish,Uzbek,a,ɒ,?,55,1
Turkish,Yakut,a,a,?,55,1
Turkmen,Uzbek,a,ɒ,?,55,1
Turkmen,Yakut,a,a,?,55,1
Uzbek,Yakut,ɒ,a,?,55,1
Azerbaijani,Chuvash,b,b,?,55,2
Azerbaijani,Kazakh,b,b,?,55,2
Azerbaijani,Kyrgyz,b,b,?,55,2
Azerbaijani,Turkish,b,b,?,55,2
Azerbaijani,Turkmen,b,b,?,55,2
Azerbaijani,Uzbek,b,b,?,55,2
Azerbaijani,Yakut,b,t,?,55,2
Chuvash,Kazakh,b,b,?,55,2
Chuvash,Kyrgyz,b,b,?,55,2
Chuvash,Turkish,b,b,?,55,2
Chuvash,Turkmen,b,b,?,55,2
Chuvash,Uzbek,b,b,?,55,2
Chuvash,Yakut,b,t,?,55,2
Kazakh,Kyrgyz,b,b,?,55,2
Kazakh,Turkish,b,b,?,55,2
Kazakh,Turkmen,b,b,?,55,2
Kazakh,Uzbek,b,b,?,55,2
Kazakh,Yakut,b,t,?,55,2
Kyrgyz,Turkish,b,b,?,55,2
Kyrgyz,Turkmen,b,b,?,55,2
Kyrgyz,Uzbek,b,b,?,55,2
Kyrgyz,Yakut,b,t,?,55,2
Turkish,Turkmen,b,b,?,55,2
Turkish,Uzbek,b,b,?,55,2
Turkish,Yakut,b,t,?,55,2
Turkmen,Uzbek,b,b,?,55,2
Turkmen,Yakut,b,t,?,55,2
Uzbek,Yakut,b,t,?,55,2
Azerbaijani,Yakut,-,ɯ,?,55,3
Chuvash,Yakut,-,ɯ,?,55,3
Kazakh,Yakut,-,ɯ,?,55,3
Kyrgyz,Yakut,-,ɯ,?,55,3
Turkish,Yakut,-,ɯ,?,55,3
Turkmen,Yakut,-,ɯ,?,55,3
Uzbek,Yakut,-,ɯ,?,55,3
Azerbaijani,Yakut,-,r,?,55,4
Chuvash,Yakut,-,r,?,55,4
Kazakh,Yakut,-,r,?,55,4
Kyrgyz,Yakut,-,r,?,55,4
Turkish,Yakut,-,r,?,55,4
Turkmen,Yakut,-,r,?,55,4
Uzbek,Yakut,-,r,?,55,4
Azerbaijani,Chuvash,ɯ,ə,?,55,5
Azerbaijani,Kazakh,ɯ,ɯ,?,55,5
Azerbaijani,Kyrgyz,ɯ,ɯ,?,55,5
Azerbaijani,Turkish,ɯ,u,?,55,5
Azerbaijani,Turkmen,ɯ,ɯ,?,55,5
Azerbaijani,Uzbek,ɯ,i,?,55,5
Azerbaijani,Yakut,ɯ,ɯ,?,55,5
Chuvash,Kazakh,ə,ɯ,?,55,5
Chuvash,Kyrgyz,ə,ɯ,?,55,5
Chuvash,Turkish,ə,u,?,55,5
Chuvash,Turkmen,ə,ɯ,?,55,5
Chuvash,Uzbek,ə,i,?,55,5
Chuvash,Yakut,ə,ɯ,?,55,5
Kazakh,Kyrgyz,ɯ,ɯ,?,55,5
Kazakh,Turkish,ɯ,u,?,55,5
Kazakh,Turkmen,ɯ,ɯ,?,55,5
Kazakh,Uzbek,ɯ,i,?,55,5
Kazakh,Yakut,ɯ,ɯ,?,55,5
Kyrgyz,Turkish,ɯ,u,?,55,5
Kyrgyz,Turkmen,ɯ,ɯ,?,55,5
Kyrgyz,Uzbek,ɯ,i,?,55,5
Kyrgyz,Yakut,ɯ,ɯ,?,55,5
Turkish,Turkmen,u,ɯ,?,55,5
Turkish,Uzbek,u,i,?,55,5
Turkish,Yakut,u,ɯ,?,55,5
