language,gloss,form,ipa_tokens,cogid,cogid_source,savelyev_cogid,lexstat_cogid,conflict
Yakut,gather,mus,m u s,,northeuralex,,,
Yakut,gather,xomuj,x o m u j,,northeuralex,,,
Yakut,pick,yɾɡeː,y ɾ g eː,,northeuralex,,,
Yakut,hunt,bultaː,b u l t aː,,northeuralex,,,
Yakut,catch,tut,t u t,,northeuralex,,,
Yakut,herd,manaː,m a n aː,,northeuralex,,,
Yakut,drive,yːɾ,yː ɾ,,northeuralex,,,
Yakut,tie up,baːj,b aː j,,northeuralex,,,
Yakut,feed,ahat,a h a t,,northeuralex,,,
Yakut,milk,ɯ͡a,ɯa,,northeuralex,,,
Yakut,chop,keɾt,k e ɾ t,,northeuralex,,,
Yakut,water,siːɡiɾt,s iː g i ɾ t,,northeuralex,,,
Yakut,ripen,bus,b u s,,northeuralex,,,
Yakut,cook,belemneː,b e l e m n eː,,northeuralex,,,
Yakut,boil,buhaɾ,b u h a ɾ,,northeuralex,,,
Yakut,bake,buhaɾ,b u h a ɾ,,northeuralex,,,
Yakut,fry,xoːɾuj,x oː ɾ u j,,northeuralex,,,
Yakut,fry,ɯhaːɾɯlaː,ɯ h aː ɾ ɯ l aː,,northeuralex,,,
Yakut,fry,soɾku͡ojdaː,s o ɾ k uo j d aː,,northeuralex,,,
Yakut,stir,bɯlaː,b ɯ l aː,,northeuralex,,,
Yakut,knit,øɾ,ø ɾ,,northeuralex,,,
Yakut,sew,iːsten,iː s t e n,,northeuralex,,,
Yakut,dye,kɯɾaːskalaː,k ɯ ɾ aː s k a l aː,,northeuralex,,,
Yakut,clean,ɯɾaːstaː,ɯ ɾ aː s t aː,,northeuralex,,,
Yakut,wash,suːj,s uː j,,northeuralex,,,
Yakut,wipe,sot,s o t,,northeuralex,,,
Yakut,rinse,sajɣaː,s a j ɣ aː,,northeuralex,,,
Yakut,sweep,sipːij,s i pː i j,,northeuralex,,,
Yakut,sweep,xaɾbaː,x a ɾ b aː,,northeuralex,,,
Yakut,bath,søty͡øleː,s ø t yø l eː,,northeuralex,,,
Yakut,wash,suːn,s uː n,,northeuralex,,,
Yakut,take off,uhul,u h u l,,northeuralex,,,
Yakut,put on,keteɾt,k e t e ɾ t,,northeuralex,,,
Yakut,get dressed,taŋɯn,t a ŋ ɯ n,,northeuralex,,,
Yakut,comb,taɾaː,t a ɾ aː,,northeuralex,,,
Yakut,decorate,simeː,s i m eː,,northeuralex,,,
Yakut,say,di͡e,d ie,,northeuralex,,,
Yakut,speak,et,e t,,northeuralex,,,
Yakut,speak,saŋaɾ,s a ŋ a ɾ,,northeuralex,,,
Yakut,talk,kepset,k e p s e t,,northeuralex,,,
Yakut,chat,kepset,k e p s e t,,northeuralex,,,
Yakut,ask,ɯjɯt,ɯ j ɯ t,,northeuralex,,,
Yakut,request,køɾdøs,k ø ɾ d ø s,,northeuralex,,,
Yakut,tell,kepseː,k e p s eː,,northeuralex,,,
Yakut,tell,seheɾɡeː,s e h e ɾ g eː,,northeuralex,,,
Yakut,convey,bilːeɾ,b i lː e ɾ,,northeuralex,,,
Yakut,name,aːtːaː,aː tː aː,,northeuralex,,,
Yakut,call,ɯŋɯɾ,ɯ ŋ ɯ ɾ,,northeuralex,,,
Yakut,brag,cabɯlan,c a b ɯ l a n,,northeuralex,,,
Yakut,brag,kihiɾɡeː,k i h i ɾ g eː,,northeuralex,,,
Yakut,translate,tɯlbaːstaː,t ɯ l b aː s t aː,,northeuralex,,,
Yakut,think,sanaː,s a n aː,,northeuralex,,,
Yakut,think,tolkujdaː,t o l k u j d aː,,northeuralex,,,
Yakut,believe,iteɣej,i t e ɣ e j,,northeuralex,,,
Yakut,notice,beli͡eteː,b e l ie t eː,,northeuralex,,,
Yakut,recognize,bil,b i l,,northeuralex,,,
Yakut,grasp,øjdøː,ø j d øː,,northeuralex,,,
Yakut,understand,øjdøː,ø j d øː,,northeuralex,,,
Yakut,learn,y͡øɾen,yø ɾ e n,,northeuralex,,,
Yakut,know,bil,b i l,,northeuralex,,,
Yakut,remember,aɣɯn,a ɣ ɯ n,,northeuralex,,,
Yakut,forget,umun,u m u n,,northeuralex,,,
Yakut,measure,kemneː,k e m n eː,,northeuralex,,,
Yakut,measure,keːmejdeː,k eː m e j d eː,,northeuralex,,,
Yakut,count,aːx,aː x,,northeuralex,,,
Yakut,calculate,aːx,aː x,,northeuralex,,,
Yakut,read,aːx,aː x,,northeuralex,,,
Yakut,paint,uɾuhujdaː,u ɾ u h u j d aː,,northeuralex,,,
Yakut,draw,uɾuhujdaː,u ɾ u h u j d aː,,northeuralex,,,
Yakut,write,suɾuj,s u ɾ u j,,northeuralex,,,
Yakut,own,bahɯlaː,b a h ɯ l aː,,northeuralex,,,
Yakut,buy,atɯːlas,a t ɯː l a s,,northeuralex,,,
Yakut,sell,atɯːlaː,a t ɯː l aː,,northeuralex,,,
Yakut,pay for,tøløː,t ø l øː,,northeuralex,,,
Yakut,pay,tøløː,t ø l øː,,northeuralex,,,
Yakut,rule,bahɯlaː,b a h ɯ l aː,,northeuralex,,,
Yakut,endure,tuluj,t u l u j,,northeuralex,,,
Uzbek,I,tirnɔq,t i r n ɔ q,31,savelyev,31.0,1.0,True
Uzbek,we,biz,b i z,891,savelyev,891.0,231.0,True
Uzbek,you_2sg,sizlar,s i z l a r,16,savelyev,16.0,271.0,False
Uzbek,bird,quʃ,q u ʃ,275,savelyev,275.0,34.0,False
Uzbek,blood,qɔn,q ɔ n,13,savelyev,13.0,43.0,True
Uzbek,bone,sujak,s u j a k,14,savelyev,14.0,52.0,True
Uzbek,dog,it,i t,249,savelyev,249.0,54.0,True
Uzbek,ear,qulɔq,q u l ɔ q,50,savelyev,50.0,59.0,True
Uzbek,feather,je,j e,100085,lexstat,,85.0,False
Uzbek,eye,koz,k o z,245,savelyev,245.0,76.0,True
Uzbek,all,jiqil,j i q i l,100017,lexstat,,17.0,False
Uzbek,grease,jɔɣ,j ɔ ɣ,694,savelyev,694.0,112.0,True
Uzbek,fish,baliq,b a l i q,98,savelyev,98.0,94.0,True
Uzbek,hair,sɔʨ,s ɔ tɕ,74,savelyev,74.0,120.0,True
Uzbek,head,bɔʃ,b ɔ ʃ,421,savelyev,421.0,123.0,True
Uzbek,long,uzun,u z u n,217,savelyev,217.0,143.0,True
Uzbek,louse,bit,b i t,34,savelyev,34.0,145.0,True
Uzbek,man,erkak (kiʃi),e r k a k k i ʃ i,335,savelyev,335.0,148.0,True
Uzbek,many,kop,k o p,521,savelyev,521.0,160.0,True
Uzbek,not,miʃi(ri)q,m i ʃ i q,148,savelyev,148.0,162.0,True
Uzbek,one,bir,b i r,80,savelyev,80.0,170.0,False
Uzbek,person,kiʃi,k i ʃ i,770,savelyev,770.0,173.0,False
Uzbek,root,ildiz,i l d i z,19,savelyev,19.0,181.0,True
Uzbek,seed,kor,k o r,799,savelyev,799.0,183.0,False
Uzbek,skin,teri,t e r i,182,savelyev,182.0,192.0,False
Uzbek,small,kiʨkina,k i tɕ k i n a,280,savelyev,280.0,195.0,True
Uzbek,that,o(ʃa),o,557,savelyev,557.0,218.0,True
Uzbek,this,bu,b u,96,savelyev,96.0,219.0,False
Uzbek,two,ikki,i kː i,348,savelyev,348.0,230.0,False
Uzbek,what,nima,n i m a,129,savelyev,129.0,247.0,True
Uzbek,who,kim,k i m,81,savelyev,81.0,256.0,True
Uzbek,bark,qɒbiq,q ɒ b i q,100025,lexstat,,25.0,False
Uzbek,leaf,barɡ,b a r g,100134,lexstat,,134.0,False
Uzbek,horn,muɡiz,m u g i z,100126,lexstat,,126.0,False
Uzbek,tail,qujruq,q u j r u q,100209,lexstat,,209.0,False
Uzbek,big,bujuk,b u j u k,100030,lexstat,,30.0,False
Uzbek,nose,burun,b u r u n,,northeuralex,,,
Uzbek,mouth,ɒɣiz,ɒ ɣ i z,,northeuralex,,,
Uzbek,tooth,tiʃ,t i ʃ,,northeuralex,,,
Uzbek,tongue,til,t i l,,northeuralex,,,
Uzbek,lip,dudɒq,d u d ɒ q,,northeuralex,,,
Uzbek,cheek,bɛt,b ɛ t,,northeuralex,,,
Uzbek,face,juz,j u z,,northeuralex,,,
Uzbek,forehead,maŋlaj,m a ŋ l a j,,northeuralex,,,
Uzbek,moustache,mojlɒw,m o j l ɒ w,,northeuralex,,,
Uzbek,beard,sɒqɒl,s ɒ q ɒ l,,northeuralex,,,
Uzbek,chin,æŋak,æ ŋ a k,,northeuralex,,,
Uzbek,jaw,ijak,i j a k,,northeuralex,,,
Uzbek,throat,boɣiz,b o ɣ i z,,northeuralex,,,
Uzbek,neck,bojin,b o j i n,,northeuralex,,,
Uzbek,nape,ɡardan,g a r d a n,,northeuralex,,,
Uzbek,back,ɒrqa,ɒ r q a,,northeuralex,,,
Uzbek,belly,qɒrin,q ɒ r i n,,northeuralex,,,
Uzbek,navel,kindik,k i n d i k,,northeuralex,,,
Uzbek,bosom,æmt͡ʃak,æ m tʃ a k,,northeuralex,,,
Uzbek,breast,kokrak,k o k r a k,,northeuralex,,,
Uzbek,shoulder,ɛlka,ɛ l k a,,northeuralex,,,
Uzbek,arm,bilak,b i l a k,,northeuralex,,,
Uzbek,elbow,tirsak,t i r s a k,,northeuralex,,,
Uzbek,hand,qol,q o l,,northeuralex,,,
Uzbek,palm,kaft,k a f t,,northeuralex,,,
Uzbek,finger,barmɒq,b a r m ɒ q,,northeuralex,,,
Uzbek,fingernail,tirnɒq,t i r n ɒ q,,northeuralex,,,
Uzbek,nail,tirnɒq,t i r n ɒ q,,northeuralex,,,
Uzbek,toe,ɒjɒq_barmɒɣi,ɒ j ɒ q + b a r m ɒ ɣ i,,northeuralex,,,
Uzbek,foot,ɒjɒq,ɒ j ɒ q,,northeuralex,,,
Uzbek,heel,tɒwɒn,t ɒ w ɒ n,,northeuralex,,,
Uzbek,knee,tiz,t i z,,northeuralex,,,
Uzbek,thigh,sɒn,s ɒ n,,northeuralex,,,
Uzbek,leg,ɒjɒq,ɒ j ɒ q,,northeuralex,,,
Uzbek,body,badna,b a d n a,,northeuralex,,,
Uzbek,vein,qɒn_tɒmir,q ɒ n + t ɒ m i r,,northeuralex,,,
Uzbek,sinew,tɒmir,t ɒ m i r,,northeuralex,,,
Uzbek,brain,mija,m i j a,,northeuralex,,,
Uzbek,heart,qalb,q a l b,,northeuralex,,,
Uzbek,stomach,ɒʃqɒzɒn,ɒ ʃ q ɒ z ɒ n,,northeuralex,,,
Uzbek,liver,baɣir,b a ɣ i r,,northeuralex,,,
Uzbek,breath,dam,d a m,,northeuralex,,,
Uzbek,hunger,ɒt͡ʃlik,ɒ tʃ l i k,,northeuralex,,,
Uzbek,tear,jɒʃ,j ɒ ʃ,,northeuralex,,,
Uzbek,flavour,tam,t a m,,northeuralex,,,
Uzbek,odour,d͡ʒid,dʒ i d,,northeuralex,,,
Uzbek,sleep,ujqu,u j q u,,northeuralex,,,
Uzbek,dream,tuʃ,t u ʃ,,northeuralex,,,
Uzbek,sky,ɒsmɒn,ɒ s m ɒ n,,northeuralex,,,
Uzbek,sun,qujɒʃ,q u j ɒ ʃ,,northeuralex,,,
Uzbek,moon,ɒj,ɒ j,,northeuralex,,,
Uzbek,star,julduz,j u l d u z,,northeuralex,,,
Uzbek,air,hawɒ,h a w ɒ,,northeuralex,,,
Uzbek,wind,ɛl,ɛ l,,northeuralex,,,
Uzbek,wave,tolqin,t o l q i n,,northeuralex,,,
Uzbek,water,suw,s u w,,northeuralex,,,
Uzbek,stone,tɒʃ,t ɒ ʃ,,northeuralex,,,
Uzbek,ground,tuprɒq,t u p r ɒ q,,northeuralex,,,
Uzbek,earth,ɛr,ɛ r,,northeuralex,,,
Uzbek,dust,t͡ʃaŋ,tʃ a ŋ,,northeuralex,,,
Uzbek,smoke,tutun,t u t u n,,northeuralex,,,
Uzbek,spark,jalt,j a l t,,northeuralex,,,
Uzbek,fire,ot,o t,,northeuralex,,,
Uzbek,light,jɒruɣ,j ɒ r u ɣ,,northeuralex,,,
Uzbek,shadow,sɒja,s ɒ j a,,northeuralex,,,
Uzbek,weather,hawɒ,h a w ɒ,,northeuralex,,,
Uzbek,fog,tuman,t u m a n,,northeuralex,,,
Uzbek,cloud,bulut,b u l u t,,northeuralex,,,
Uzbek,rain,jɒmɣir,j ɒ m ɣ i r,,northeuralex,,,
Uzbek,snow,qɒr,q ɒ r,,northeuralex,,,
Uzbek,ice,muz,m u z,,northeuralex,,,
Uzbek,frost,ad͡ʒɒz,a dʒ ɒ z,,northeuralex,,,
Uzbek,chill,ad͡ʒɒz,a dʒ ɒ z,,northeuralex,,,
Uzbek,heat,isːiq,i sː i q,,northeuralex,,,
Uzbek,hoarfrost,qirɒw,q i r ɒ w,,northeuralex,,,
Uzbek,rainbow,kamalak,k a m a l a k,,northeuralex,,,
Uzbek,thunder,ɡuldur,g u l d u r,,northeuralex,,,
Uzbek,current,ɒqim,ɒ q i m,,northeuralex,,,
Uzbek,drop,tɒmt͡ʃi,t ɒ m tʃ i,,northeuralex,,,
Uzbek,foam,kopik,k o p i k,,northeuralex,,,
Uzbek,dirt,ɡard,g a r d,,northeuralex,,,
Uzbek,lake,kol,k o l,,northeuralex,,,
Uzbek,swamp,bɒtqɒq,b ɒ t q ɒ q,,northeuralex,,,
Uzbek,moor,qiradir,q i r a d i r,,northeuralex,,,
Uzbek,meadow,otzɒr,o t z ɒ r,,northeuralex,,,
Uzbek,forest,ormɒn,o r m ɒ n,,northeuralex,,,
Uzbek,hill,tɛpa,t ɛ p a,,northeuralex,,,
Uzbek,elevation,adir,a d i r,,northeuralex,,,
Uzbek,mountain,tɒɣ,t ɒ ɣ,,northeuralex,,,
Uzbek,summit,t͡ʃoqːi,tʃ o qː i,,northeuralex,,,
Uzbek,cave,kawak,k a w a k,,northeuralex,,,
Uzbek,slope,toʃ,t o ʃ,,northeuralex,,,
Uzbek,source,bulɒq,b u l ɒ q,,northeuralex,,,
Uzbek,brook,ozan,o z a n,,northeuralex,,,
Uzbek,river,darjɒ,d a r j ɒ,,northeuralex,,,
Uzbek,shore,sɒhil,s ɒ h i l,,northeuralex,,,
Uzbek,coast,qirɣɒq,q i r ɣ ɒ q,,northeuralex,,,
Uzbek,land,matɛrik,m a t ɛ r i k,,northeuralex,,,
Uzbek,sea,dɛŋiz,d ɛ ŋ i z,,northeuralex,,,
Uzbek,"cove, bay",qoltiq,q o l t i q,,northeuralex,,,
Uzbek,island,ɒrɒl,ɒ r ɒ l,,northeuralex,,,
Uzbek,flower,ɡul,g u l,,northeuralex,,,
Uzbek,grass,sabza,s a b z a,,northeuralex,,,
Uzbek,trunk,osimta,o s i m t a,,northeuralex,,,
Uzbek,limb,ʃɒχ,ʃ ɒ χ,,northeuralex,,,
Uzbek,twig,butɒq,b u t ɒ q,,northeuralex,,,
Uzbek,birch,qajin,q a j i n,,northeuralex,,,
Uzbek,pine,qaraɣaj,q a r a ɣ a j,,northeuralex,,,
Uzbek,willow,ʃum,ʃ u m,,northeuralex,,,
Uzbek,fir,art͡ʃa,a r tʃ a,,northeuralex,,,
Uzbek,fur,mojna,m o j n a,,northeuralex,,,
Uzbek,wing,qanɒt,q a n ɒ t,,northeuralex,,,
Uzbek,claw,tirnɒq,t i r n ɒ q,,northeuralex,,,
Uzbek,paw,tirnɒq,t i r n ɒ q,,northeuralex,,,
Uzbek,nest,ɒʃjɒn,ɒ ʃ j ɒ n,,northeuralex,,,
Uzbek,lair,opqɒn,o p q ɒ n,,northeuralex,,,
Uzbek,animal,hajwɒn,h a j w ɒ n,,northeuralex,,,
Uzbek,flock,ɡala,g a l a,,northeuralex,,,
Uzbek,cow,inak,i n a k,,northeuralex,,,
Uzbek,bull,hokiz,h o k i z,,northeuralex,,,
Uzbek,horse,ɒt,ɒ t,,northeuralex,,,
Uzbek,sheep,qoj,q o j,,northeuralex,,,
Uzbek,pig,t͡ʃot͡ʃqa,tʃ o tʃ q a,,northeuralex,,,
Uzbek,cat,muʃuk,m u ʃ u k,,northeuralex,,,
Uzbek,bear,ajiq,a j i q,,northeuralex,,,
Uzbek,squirrel,tijin,t i j i n,,northeuralex,,,
Uzbek,elk,lɒs,l ɒ s,,northeuralex,,,
Uzbek,fox,tulki,t u l k i,,northeuralex,,,
Uzbek,hare,kujɒn,k u j ɒ n,,northeuralex,,,
Uzbek,mouse,sit͡ʃqɒn,s i tʃ q ɒ n,,northeuralex,,,
Uzbek,wolf,bori,b o r i,,northeuralex,,,
Uzbek,swarm,toda,t o d a,,northeuralex,,,
Uzbek,chicken,tɒwuq,t ɒ w u q,,northeuralex,,,
Uzbek,cock,χorɒz,χ o r ɒ z,,northeuralex,,,
Uzbek,goose,ɣɒz,ɣ ɒ z,,northeuralex,,,
Uzbek,eagle,burɡut,b u r g u t,,northeuralex,,,
Uzbek,duck,ordak,o r d a k,,northeuralex,,,
Uzbek,owl,bɒjoɣli,b ɒ j o ɣ l i,,northeuralex,,,
Uzbek,crane,turna,t u r n a,,northeuralex,,,
Uzbek,crow,qarɣa,q a r ɣ a,,northeuralex,,,
Uzbek,cuckoo,kakːu,k a kː u,,northeuralex,,,
Uzbek,swan,ɒqkuʃ,ɒ q k u ʃ,,northeuralex,,,
Uzbek,perch,ɒlabuɣa,ɒ l a b u ɣ a,,northeuralex,,,
Uzbek,pike,t͡ʃortan,tʃ o r t a n,,northeuralex,,,
Uzbek,snake,ilɒn,i l ɒ n,,northeuralex,,,
Uzbek,worm,qurt,q u r t,,northeuralex,,,
Uzbek,spider,orɡimt͡ʃak,o r g i m tʃ a k,,northeuralex,,,
Uzbek,ant,t͡ʃumɒli,tʃ u m ɒ l i,,northeuralex,,,
Uzbek,gnat,t͡ʃiwin,tʃ i w i n,,northeuralex,,,
Uzbek,fly,paʃʃa,p a ʃ ʃ a,,northeuralex,,,
Uzbek,butterfly,kapalak,k a p a l a k,,northeuralex,,,
Uzbek,berry,mɛwa,m ɛ w a,,northeuralex,,,
Uzbek,apple,ɒlma,ɒ l m a,,northeuralex,,,
Uzbek,mushroom,qoziqɒrin,q o z i q ɒ r i n,,northeuralex,,,
Uzbek,onion,pijɒz,p i j ɒ z,,northeuralex,,,
Uzbek,grain,zarːa,z a rː a,,northeuralex,,,
Uzbek,hay,χaʃak,χ a ʃ a k,,northeuralex,,,
Uzbek,"peel, husk",pot͡ʃɒq,p o tʃ ɒ q,,northeuralex,,,
Uzbek,pit,cora,c o r a,,northeuralex,,,
Uzbek,trap,qɒpqɒn,q ɒ p q ɒ n,,northeuralex,,,
Uzbek,noose,sirtmɒq,s i r t m ɒ q,,northeuralex,,,
Uzbek,track,iz,i z,,northeuralex,,,
Uzbek,ash,kul,k u l,,northeuralex,,,
Uzbek,filth,kir,k i r,,northeuralex,,,
Uzbek,iron,tɛmir,t ɛ m i r,,northeuralex,,,
Uzbek,gold,tilːa,t i lː a,,northeuralex,,,
Uzbek,silver,kumuʃ,k u m u ʃ,,northeuralex,,,
Uzbek,coal,komir,k o m i r,,northeuralex,,,
Uzbek,glass,ɒjna,ɒ j n a,,northeuralex,,,
Uzbek,clay,lɒj,l ɒ j,,northeuralex,,,
Uzbek,sand,qum,q u m,,northeuralex,,,
Uzbek,human,ɒdam,ɒ d a m,,northeuralex,,,
Uzbek,child,bɒla,b ɒ l a,,northeuralex,,,
Uzbek,child,kit͡ʃkintɒj,k i tʃ k i n t ɒ j,,northeuralex,,,
Uzbek,boy,bɒla,b ɒ l a,,northeuralex,,,
Uzbek,girl,qiz,q i z,,northeuralex,,,
Uzbek,family,ɒila,ɒ i l a,,northeuralex,,,
Uzbek,grandfather,buwa,b u w a,,northeuralex,,,
Uzbek,grandfather,katːa_ɒta,k a tː a + ɒ t a,,northeuralex,,,
Uzbek,grandmother,buwi,b u w i,,northeuralex,,,
Uzbek,grandmother,katːa_ɒji,k a tː a + ɒ j i,,northeuralex,,,
Uzbek,parents,ɒtaɒna,ɒ t a ɒ n a,,northeuralex,,,
Uzbek,father,ɒta,ɒ t a,,northeuralex,,,
Uzbek,mother,ɒna,ɒ n a,,northeuralex,,,
Uzbek,son,oɣil,o ɣ i l,,northeuralex,,,
Uzbek,daughter,qiz,q i z,,northeuralex,,,
Uzbek,brother,ɒɣa,ɒ ɣ a,,northeuralex,,,
Uzbek,brother,uka,u k a,,northeuralex,,,
Uzbek,sister,ɒpa,ɒ p a,,northeuralex,,,
Uzbek,sister,siŋil,s i ŋ i l,,northeuralex,,,
Uzbek,uncle,amaki,a m a k i,,northeuralex,,,
Uzbek,aunt,amːa,a mː a,,northeuralex,,,
Uzbek,aunt,χɒla,χ ɒ l a,,northeuralex,,,
Uzbek,husband,ær,æ r,,northeuralex,,,
Uzbek,wife,rafiqa,r a f i q a,,northeuralex,,,
Uzbek,joy,ajiʃ,a j i ʃ,,northeuralex,,,
Uzbek,laughter,kulɡi,k u l g i,,northeuralex,,,
Uzbek,happiness,saɒdat,s a ɒ d a t,,northeuralex,,,
Uzbek,grief,ɣam,ɣ a m,,northeuralex,,,
Uzbek,wish,ɒrzu,ɒ r z u,,northeuralex,,,
Uzbek,desire,raɣbat,r a ɣ b a t,,northeuralex,,,
Uzbek,spirit,ruh,r u h,,northeuralex,,,
Uzbek,thought,fikr,f i k r,,northeuralex,,,
Uzbek,memory,æs,æ s,,northeuralex,,,
Uzbek,mind,aql,a q l,,northeuralex,,,
Uzbek,meaning,maʔni,m a ʔ n i,,northeuralex,,,
Uzbek,reason,sabab,s a b a b,,northeuralex,,,
Uzbek,truth,haq,h a q,,northeuralex,,,
Uzbek,talk,ɡap,g a p,,northeuralex,,,
Uzbek,fairy tale,ærtak,æ r t a k,,northeuralex,,,
Uzbek,story,riwɒjat,r i w ɒ j a t,,northeuralex,,,
Uzbek,message,χabar,χ a b a r,,northeuralex,,,
Uzbek,news,jaŋilik,j a ŋ i l i k,,northeuralex,,,
Uzbek,name,ɒt,ɒ t,,northeuralex,,,
Uzbek,puzzle,tɒpiʃmɒq,t ɒ p i ʃ m ɒ q,,northeuralex,,,
Uzbek,speech,nutq,n u t q,,northeuralex,,,
Uzbek,language,til,t i l,,northeuralex,,,
Uzbek,voice,ɒwɒz,ɒ w ɒ z,,northeuralex,,,
Uzbek,word,soz,s o z,,northeuralex,,,
Uzbek,sign,alɒmat,a l ɒ m a t,,northeuralex,,,
Uzbek,call,t͡ʃaqiriq,tʃ a q i r i q,,northeuralex,,,
Uzbek,noise,taraq,t a r a q,,northeuralex,,,
Uzbek,sound,tɒwuʃ,t ɒ w u ʃ,,northeuralex,,,
Uzbek,tone,un,u n,,northeuralex,,,
Uzbek,song,aʃula,a ʃ u l a,,northeuralex,,,
Uzbek,calm,tint͡ʃlik,t i n tʃ l i k,,northeuralex,,,
Uzbek,people,χalɒjiq,χ a l ɒ j i q,,northeuralex,,,
Uzbek,nation,χalq,χ a l q,,northeuralex,,,
Uzbek,work,iʃ,i ʃ,,northeuralex,,,
Uzbek,guest,mɛhmɒn,m ɛ h m ɒ n,,northeuralex,,,
Uzbek,gift,hadja,h a d j a,,northeuralex,,,
Uzbek,game,ojin,o j i n,,northeuralex,,,
Uzbek,company,d͡ʒamijat,dʒ a m i j a t,,northeuralex,,,
Uzbek,help,jɒrdam,j ɒ r d a m,,northeuralex,,,
Uzbek,friend,dost,d o s t,,northeuralex,,,
Uzbek,companion,joldɒʃ,j o l d ɒ ʃ,,northeuralex,,,
Uzbek,matter,daχl,d a χ l,,northeuralex,,,
Uzbek,count,sɒn,s ɒ n,,northeuralex,,,
Uzbek,sort,tur,t u r,,northeuralex,,,
Uzbek,piece,part͡ʃa,p a r tʃ a,,northeuralex,,,
Uzbek,part,bolak,b o l a k,,northeuralex,,,
Uzbek,half,jarim,j a r i m,,northeuralex,,,
Uzbek,circle,ajlana,a j l a n a,,northeuralex,,,
Uzbek,cross,χɒt͡ʃ,χ ɒ tʃ,,northeuralex,,,
Uzbek,line,linija,l i n i j a,,northeuralex,,,
Uzbek,stroke,t͡ʃiziq,tʃ i z i q,,northeuralex,,,
Uzbek,gap,ɒralik,ɒ r a l i k,,northeuralex,,,
Uzbek,distance,uzɒqlik,u z ɒ q l i k,,northeuralex,,,
Uzbek,area,jɛr,j ɛ r,,northeuralex,,,
Uzbek,space,ɒraliɡ,ɒ r a l i g,,northeuralex,,,
Uzbek,place,d͡ʒɒj,dʒ ɒ j,,northeuralex,,,
Uzbek,side,jɒn,j ɒ n,,northeuralex,,,
Uzbek,middle,orta,o r t a,,northeuralex,,,
Uzbek,item,aʃjɒ,a ʃ j ɒ,,northeuralex,,,
Uzbek,thing,bujum,b u j u m,,northeuralex,,,
Uzbek,fringe,t͡ʃɛk,tʃ ɛ k,,northeuralex,,,
Uzbek,edge,tiɣ,t i ɣ,,northeuralex,,,
Uzbek,corner,burt͡ʃak,b u r tʃ a k,,northeuralex,,,
Uzbek,tip,ut͡ʃ,u tʃ,,northeuralex,,,
Uzbek,end,ɒχir,ɒ χ i r,,northeuralex,,,
Uzbek,hole,tɛʃik,t ɛ ʃ i k,,northeuralex,,,
Uzbek,angle,ɡoʃa,g o ʃ a,,northeuralex,,,
Uzbek,pattern,nuʃa,n u ʃ a,,northeuralex,,,
Uzbek,size,katːalik,k a tː a l i k,,northeuralex,,,
Uzbek,length,uzunlik,u z u n l i k,,northeuralex,,,
Uzbek,height,juksaklik,j u k s a k l i k,,northeuralex,,,
Uzbek,weight,sɒlmɒq,s ɒ l m ɒ q,,northeuralex,,,
Uzbek,amount,miqdɒr,m i q d ɒ r,,northeuralex,,,
Uzbek,heap,ujum,u j u m,,northeuralex,,,
Uzbek,row,saf,s a f,,northeuralex,,,
Uzbek,boat,qajiq,q a j i q,,northeuralex,,,
Uzbek,oar,æʃkak,æ ʃ k a k,,northeuralex,,,
Uzbek,sleigh,t͡ʃana,tʃ a n a,,northeuralex,,,
Uzbek,ski,t͡ʃaŋʔi,tʃ a ŋ ʔ i,,northeuralex,,,
Uzbek,campfire,ɡulχan,g u l χ a n,,northeuralex,,,
Uzbek,load,juk,j u k,,northeuralex,,,
Uzbek,walk,juriʃ,j u r i ʃ,,northeuralex,,,
Uzbek,step,qadam,q a d a m,,northeuralex,,,
Uzbek,north,ʃimɒl,ʃ i m ɒ l,,northeuralex,,,
Uzbek,south,d͡ʒanub,dʒ a n u b,,northeuralex,,,
Uzbek,west,ɣarb,ɣ a r b,,northeuralex,,,
Uzbek,east,ʃarq,ʃ a r q,,northeuralex,,,
Uzbek,wood,jɒɣɒt͡ʃ,j ɒ ɣ ɒ tʃ,,northeuralex,,,
Uzbek,board,taχta,t a χ t a,,northeuralex,,,
Uzbek,slab,tabaqa,t a b a q a,,northeuralex,,,
Uzbek,"support, rest",tajant͡ʃi,t a j a n tʃ i,,northeuralex,,,
Uzbek,pole,qonɒq,q o n ɒ q,,northeuralex,,,
Uzbek,stick,tajɒq,t a j ɒ q,,northeuralex,,,
Uzbek,staff,ɡawrɒn,g a w r ɒ n,,northeuralex,,,
Uzbek,pipe,tarnɒw,t a r n ɒ w,,northeuralex,,,
Uzbek,house,uj,u j,,northeuralex,,,
Uzbek,home,makɒn,m a k ɒ n,,northeuralex,,,
Uzbek,stove,pɛt͡ʃka,p ɛ tʃ k a,,northeuralex,,,
Uzbek,floor,pɒl,p ɒ l,,northeuralex,,,
Uzbek,table,mɒsa,m ɒ s a,,northeuralex,,,
Uzbek,chair,orindiq,o r i n d i q,,northeuralex,,,
Uzbek,cradle,bɛʃik,b ɛ ʃ i k,,northeuralex,,,
Uzbek,bed,jɒtɒq,j ɒ t ɒ q,,northeuralex,,,
Uzbek,shelf,tɒkt͡ʃa,t ɒ k tʃ a,,northeuralex,,,
Uzbek,box,sandiq,s a n d i q,,northeuralex,,,
Uzbek,window,dɛraza,d ɛ r a z a,,northeuralex,,,
