language,gloss,form,ipa_tokens,cogid_source,raw_score,adjusted_score,lexstat_penalized,yakut_artifact_flag,thin_lang_flag,n_tokens,n_lookups
Chuvash,drop,yˈk̬ɛr,y k ɛ r,northeuralex,-1.1174,-1.1174,False,False,False,4,4
Chuvash,make,tu,t u,northeuralex,-0.9288,-0.9288,False,False,False,2,2
Chuvash,produce,əstaˈla,ə s t a l a,northeuralex,-1.0522,-1.0522,False,False,False,6,6
Chuvash,build,tu,t u,northeuralex,-0.9288,-0.9288,False,False,False,2,2
Chuvash,"repair, mend",juˈs̬a,j u s a,northeuralex,-1.0628,-1.0628,False,False,False,4,4
Chuvash,improve,lajəχˈlat,l a j ə χ l a t,northeuralex,-0.9213,-0.9213,False,False,False,8,8
Chuvash,alter,uləʂˈtar,u l ə ʂ t a r,northeuralex,-0.9648,-0.9648,False,False,False,7,7
Chuvash,dig,t͡ɕaʋ,tɕ a ʋ,northeuralex,-1.1528,-1.1528,False,False,False,3,3
Chuvash,dig,t͡ɕak̬aˈla,tɕ a k a l a,northeuralex,-1.1129,-1.1129,False,False,False,6,6
Chuvash,bow,ˈkukərt̬,k u k ə r t,northeuralex,-0.9972,-0.9972,False,False,False,6,6
Chuvash,bend,aʋ,a ʋ,northeuralex,-1.0411,-1.0411,False,False,False,2,2
Chuvash,bend,ˈkukərt̬,k u k ə r t,northeuralex,-0.9972,-0.9972,False,False,False,6,6
Chuvash,spin,ˈɕaʋər,ɕ a ʋ ə r,northeuralex,-1.0517,-1.0517,False,False,False,5,5
Chuvash,turn over,yp̬ɘnˈt̬ɛr,y p ɘ n t ɛ r,northeuralex,-1.0775,-1.0775,False,False,False,7,7
Chuvash,"turn, turn around",ˈɕaʋər,ɕ a ʋ ə r,northeuralex,-1.0517,-1.0517,False,False,False,5,5
Chuvash,raise,χəˈp̬art̬,χ ə p a r t,northeuralex,-0.9681,-0.9681,False,False,False,6,6
Chuvash,lift,jət,j ə t,northeuralex,-0.9124,-0.9124,False,False,False,3,3
Chuvash,seize,tɯt,t ɯ t,northeuralex,-0.8932,-0.8932,False,False,False,3,3
Chuvash,hold,tɯt,t ɯ t,northeuralex,-0.8932,-0.8932,False,False,False,3,3
Chuvash,press,pus,p u s,northeuralex,-1.0762,-1.0762,False,False,False,3,3
Chuvash,push,tɘk,t ɘ k,northeuralex,-1.1682,-1.1682,False,False,False,3,3
Chuvash,push,tɘrt̬,t ɘ r t,northeuralex,-1.0607,-1.0607,False,False,False,4,4
Chuvash,scrape,χɯr,χ ɯ r,northeuralex,-0.891,-0.891,False,False,False,3,3
Chuvash,lick,ɕuˈla,ɕ u l a,northeuralex,-1.017,-1.017,False,False,False,4,4
Chuvash,bite,ɕɯrt̬,ɕ ɯ r t,northeuralex,-0.9798,-0.9798,False,False,False,4,4
Chuvash,bite,χɯp,χ ɯ p,northeuralex,-0.8964,-0.8964,False,False,False,3,3
Chuvash,tear off,tat,t a t,northeuralex,-0.9787,-0.9787,False,False,False,3,3
Chuvash,cut off,kas,k a s,northeuralex,-1.1842,-1.1842,False,False,False,3,3
Chuvash,tie,ɕɯχ,ɕ ɯ χ,northeuralex,-0.9816,-0.9816,False,False,False,3,3
Chuvash,stick,t͡ɕik,tɕ i k,northeuralex,-1.1995,-1.1995,False,False,False,3,3
Chuvash,break,χuɕ,χ u ɕ,northeuralex,-1.0027,-1.0027,False,False,False,3,3
Chuvash,knock,taˈka,t a k a,northeuralex,-1.0723,-1.0723,False,False,False,4,4
Chuvash,hit,ʂaˈka,ʂ a k a,northeuralex,-1.106,-1.106,False,False,False,4,4
Chuvash,glue,ɕɯp̬əɕˈtar,ɕ ɯ p ə ɕ t a r,northeuralex,-1.0345,-1.0345,False,False,False,8,8
Chuvash,rub,ˈsətər,s ə t ə r,northeuralex,-1.0457,-1.0457,False,False,False,5,5
Chuvash,spread,sɘr,s ɘ r,northeuralex,-1.2619,-1.2619,False,False,False,3,3
Chuvash,sharpen,χəjˈra,χ ə j r a,northeuralex,-0.9562,-0.9562,False,False,False,5,5
Chuvash,cut,kas,k a s,northeuralex,-1.1842,-1.1842,False,False,False,3,3
Chuvash,jog,ləˈk̬a,l ə k a,northeuralex,-1.0057,-1.0057,False,False,False,4,4
Chuvash,jog,silɛnˈt̬ɛr,s i l ɛ n t ɛ r,northeuralex,-1.0342,-1.0342,False,False,False,8,8
Chuvash,shake,ləˈk̬a,l ə k a,northeuralex,-1.0057,-1.0057,False,False,False,4,4
Chuvash,shake,silɛnˈt̬ɛr,s i l ɛ n t ɛ r,northeuralex,-1.0342,-1.0342,False,False,False,8,8
Chuvash,swing,suˈla,s u l a,northeuralex,-1.0459,-1.0459,False,False,False,4,4
Chuvash,pour,tulˈt̬ar,t u l t a r,northeuralex,-0.9279,-0.9279,False,False,False,6,6
Chuvash,fill,tulˈt̬ar,t u l t a r,northeuralex,-0.9279,-0.9279,False,False,False,6,6
Chuvash,wrap,t͡ɕɘrˈk̬ɛ,tɕ ɘ r k ɛ,northeuralex,-1.2337,-1.2337,False,False,False,5,5
Chuvash,carry,ɕɘkˈlɛ,ɕ ɘ k l ɛ,northeuralex,-1.1593,-1.1593,False,False,False,5,5
Chuvash,drag,ˈsɘtɘr,s ɘ t ɘ r,northeuralex,-1.2432,-1.2432,False,False,False,5,5
Chuvash,pull,təs,t ə s,northeuralex,-1.0835,-1.0835,False,False,False,3,3
Chuvash,keep,usˈra,u s r a,northeuralex,-1.0944,-1.0944,False,False,False,4,4
Chuvash,throw,pəˈraχ,p ə r a χ,northeuralex,-0.9847,-0.9847,False,False,False,5,5
Chuvash,catch,tɯt,t ɯ t,northeuralex,-0.8932,-0.8932,False,False,False,3,3
Chuvash,grab,tɯt,t ɯ t,northeuralex,-0.8932,-0.8932,False,False,False,3,3
Chuvash,hide,pɯt̬arˈs̬a_χur,p ɯ t a r s a + χ u r,northeuralex,-1.0044,-1.0044,False,False,False,11,10
Chuvash,divide,ˈujər,u j ə r,northeuralex,-0.9376,-0.9376,False,False,False,4,4
Chuvash,divide,pajˈla,p a j l a,northeuralex,-0.9611,-0.9611,False,False,False,5,5
Chuvash,send,jar,j a r,northeuralex,-0.964,-0.964,False,False,False,3,3
Chuvash,bring,kyr,k y r,northeuralex,-1.0744,-1.0744,False,False,False,3,3
Chuvash,add,χuʂ,χ u ʂ,northeuralex,-0.9434,-0.9434,False,False,False,3,3
Chuvash,get,il,i l,northeuralex,-0.9406,-0.9406,False,False,False,2,2
Chuvash,get,tuˈjan,t u j a n,northeuralex,-0.9192,-0.9192,False,False,False,5,5
Chuvash,receive,il,i l,northeuralex,-0.9406,-0.9406,False,False,False,2,2
Chuvash,receive,tuˈjan,t u j a n,northeuralex,-0.9192,-0.9192,False,False,False,5,5
Chuvash,take,il,i l,northeuralex,-0.9406,-0.9406,False,False,False,2,2
Chuvash,choose,sujˈla,s u j l a,northeuralex,-0.9968,-0.9968,False,False,False,5,5
Chuvash,select,sujˈla,s u j l a,northeuralex,-0.9968,-0.9968,False,False,False,5,5
Chuvash,preserve,upra,u p r a,northeuralex,-1.0016,-1.0016,False,False,False,4,4
Chuvash,hinder,kans̬ɘrˈlɛ,k a n s ɘ r l ɛ,northeuralex,-1.0971,-1.0971,False,False,False,8,8
Chuvash,hinder,t͡ɕərmanˈt̬ar,tɕ ə r m a n t a r,northeuralex,-1.035,-1.035,False,False,False,9,9
Chuvash,spoil,pəs,p ə s,northeuralex,-1.1026,-1.1026,False,False,False,3,3
Chuvash,damage,pəs,p ə s,northeuralex,-1.1026,-1.1026,False,False,False,3,3
Chuvash,break,ʋat,ʋ a t,northeuralex,-0.9893,-0.9893,False,False,False,3,3
Chuvash,break,ˈɕɘmɘr,ɕ ɘ m ɘ r,northeuralex,-1.2521,-1.2521,False,False,False,5,5
Chuvash,tear,ɕur,ɕ u r,northeuralex,-1.0323,-1.0323,False,False,False,3,3
Chuvash,destroy,iʂ,i ʂ,northeuralex,-1.0844,-1.0844,False,False,False,2,2
Chuvash,burn,ɕunˈt̬ar,ɕ u n t a r,northeuralex,-0.9868,-0.9868,False,False,False,6,6
Chuvash,give,par,p a r,northeuralex,-1.0114,-1.0114,False,False,False,3,3
Chuvash,hand,par,p a r,northeuralex,-1.0114,-1.0114,False,False,False,3,3
Chuvash,give,parnɛˈlɛ,p a r n ɛ l ɛ,northeuralex,-1.0047,-1.0047,False,False,False,7,7
Chuvash,promise,tuˈma_pul,t u m a + p u l,northeuralex,-0.9593,-0.9593,False,False,False,8,7
Chuvash,promise,səˈmaχ_par,s ə m a χ + p a r,northeuralex,-1.0559,-1.0559,False,False,False,9,8
Chuvash,wish,sun,s u n,northeuralex,-1.0197,-1.0197,False,False,False,3,3
Chuvash,praise,ɯrˈla,ɯ r l a,northeuralex,-0.9332,-0.9332,False,False,False,4,4
Chuvash,kiss,t͡ɕup_tu,tɕ u p + t u,northeuralex,-1.0297,-1.0297,False,False,False,6,5
Chuvash,rock,siktɛr,s i k t ɛ r,northeuralex,-1.0992,-1.0992,False,False,False,6,6
Chuvash,rock,silɛ,s i l ɛ,northeuralex,-1.1104,-1.1104,False,False,False,4,4
Chuvash,cover,ʋit,ʋ i t,northeuralex,-0.9838,-0.9838,False,False,False,3,3
Chuvash,wake,ʋəˈrat,ʋ ə r a t,northeuralex,-0.9891,-0.9891,False,False,False,5,5
Chuvash,show,kəˈt̬art̬,k ə t a r t,northeuralex,-0.998,-0.998,False,False,False,6,6
Chuvash,guide,ilˈs̬ɛ_pɯr,i l s ɛ + p ɯ r,northeuralex,-1.0314,-1.0314,False,False,False,8,7
Chuvash,guide,ɕaʋətˈsa_pɯr,ɕ a ʋ ə t s a + p ɯ r,northeuralex,-1.0474,-1.0474,False,False,False,11,10
Chuvash,teach,ʋʲoˈrɛnt̬,ʋʲ o r ɛ n t,northeuralex,-0.8895,-0.8895,False,False,False,6,6
Chuvash,instruct,ʋʲoˈrɛnt̬,ʋʲ o r ɛ n t,northeuralex,-0.8895,-0.8895,False,False,False,6,6
Chuvash,bring up,ʋɘˈrɛnt̬,ʋ ɘ r ɛ n t,northeuralex,-1.0491,-1.0491,False,False,False,6,6
Chuvash,lead,tɯtˈsa_pɯr,t ɯ t s a + p ɯ r,northeuralex,-0.992,-0.992,False,False,False,9,8
Chuvash,urge,ʋasˈkat,ʋ a s k a t,northeuralex,-1.0867,-1.0867,False,False,False,6,6
Chuvash,let,pus̬aχˈla,p u s a χ l a,northeuralex,-1.0184,-1.0184,False,False,False,7,7
Chuvash,let,χuʂ,χ u ʂ,northeuralex,-0.9434,-0.9434,False,False,False,3,3
Chuvash,invite,t͡ɕɘn,tɕ ɘ n,northeuralex,-1.2315,-1.2315,False,False,False,3,3
Chuvash,unite,pɘrlɛʂtɛr,p ɘ r l ɛ ʂ t ɛ r,northeuralex,-1.0525,-1.0525,False,False,False,9,9
Chuvash,visit,ɕit,ɕ i t,northeuralex,-1.0774,-1.0774,False,False,False,3,3
Chuvash,visit,kɘrs̬ɛ_kur,k ɘ r s ɛ + k u r,northeuralex,-1.1348,-1.1348,False,False,False,9,8
Chuvash,meet,tɘl_pul,t ɘ l + p u l,northeuralex,-0.9685,-0.9685,False,False,False,7,6
Chuvash,assemble,puɕˈtarăn,p u ɕ t a r a n,northeuralex,-1.0035,-1.0035,False,False,False,8,8
Chuvash,play,ʋɯlˈja,ʋ ɯ l j a,northeuralex,-0.9048,-0.9048,False,False,False,5,5
Chuvash,sing,jurˈla,j u r l a,northeuralex,-0.9194,-0.9194,False,False,False,5,5
Chuvash,dance,taʂˈla,t a ʂ l a,northeuralex,-0.9937,-0.9937,False,False,False,5,5
Chuvash,separate,ˈujrəl,u j r ə l,northeuralex,-0.8966,-0.8966,False,False,False,5,5
Chuvash,leave,χəˈʋar,χ ə ʋ a r,northeuralex,-0.9796,-0.9796,False,False,False,5,5
Chuvash,rescue,ɕəl,ɕ ə l,northeuralex,-0.9941,-0.9941,False,False,False,3,3
Chuvash,guard,χuraˈla,χ u r a l a,northeuralex,-0.9665,-0.9665,False,False,False,6,6
Chuvash,protect,sɯχˈla,s ɯ χ l a,northeuralex,-0.9916,-0.9916,False,False,False,5,5
Chuvash,defend,χyt̬ɘˈlɛ,χ y t ɘ l ɛ,northeuralex,-1.0784,-1.0784,False,False,False,6,6
Chuvash,brawl,ˈɕapəɕ,ɕ a p ə ɕ,northeuralex,-1.1111,-1.1111,False,False,False,5,5
Chuvash,shoot,pɛr,p ɛ r,northeuralex,-1.0386,-1.0386,False,False,False,3,3
Chuvash,win,ɕɘn,ɕ ɘ n,northeuralex,-1.1722,-1.1722,False,False,False,3,3
Chuvash,win,ɕɘnˈt̬ɛr,ɕ ɘ n t ɛ r,northeuralex,-1.0959,-1.0959,False,False,False,6,6
Chuvash,annoy,tarəχtar,t a r ə χ t a r,northeuralex,-0.9804,-0.9804,False,False,False,8,8
Chuvash,annoy,ɕilɛnt̬ɛr,ɕ i l ɛ n t ɛ r,northeuralex,-1.0197,-1.0197,False,False,False,8,8
Chuvash,beat,ɕap,ɕ a p,northeuralex,-1.1019,-1.1019,False,False,False,3,3
Chuvash,kick,tap,t a p,northeuralex,-0.9977,-0.9977,False,False,False,3,3
Chuvash,sting,t͡ɕik,tɕ i k,northeuralex,-1.1995,-1.1995,False,False,False,3,3
Chuvash,shove,t͡ɕɯʂ,tɕ ɯ ʂ,northeuralex,-1.1017,-1.1017,False,False,False,3,3
Chuvash,steal,ʋərˈla,ʋ ə r l a,northeuralex,-0.9586,-0.9586,False,False,False,5,5
Chuvash,disturb,kans̬ɘrˈlɛ,k a n s ɘ r l ɛ,northeuralex,-1.0971,-1.0971,False,False,False,8,8
Chuvash,bother,aptərat,a p t ə r a t,northeuralex,-1.0031,-1.0031,False,False,False,7,7
Chuvash,bother,χupla,χ u p l a,northeuralex,-0.93,-0.93,False,False,False,5,5
Chuvash,conceal,pɯˈt̬ar,p ɯ t a r,northeuralex,-0.9657,-0.9657,False,False,False,5,5
Chuvash,deceive,suj,s u j,northeuralex,-1.0288,-1.0288,False,False,False,3,3
Chuvash,cheat,ult̬aˈla,u l t a l a,northeuralex,-0.9421,-0.9421,False,False,False,6,6
Chuvash,kill,ʋɘˈlɛr,ʋ ɘ l ɛ r,northeuralex,-1.0737,-1.0737,False,False,False,5,5
Chuvash,dwell,t͡ɕuˈna_par,tɕ u n a + p a r,northeuralex,-1.0458,-1.0458,False,False,False,8,7
Chuvash,dwell,parənˈs̬a_tər,p a r ə n s a + t ə r,northeuralex,-1.0201,-1.0201,False,False,False,11,10
Chuvash,work,ɘɕˈlɛ,ɘ ɕ l ɛ,northeuralex,-1.1807,-1.1807,False,False,False,4,4
Chuvash,gather,puχ,p u χ,northeuralex,-0.9175,-0.9175,False,False,False,3,3
Chuvash,pick,tat,t a t,northeuralex,-0.9787,-0.9787,False,False,False,3,3
Chuvash,hunt,sunaˈra_ɕyˈrɛ,s u n a r a + ɕ y r ɛ,northeuralex,-1.091,-1.091,False,False,False,11,10
Chuvash,catch,tɯt,t ɯ t,northeuralex,-0.8932,-0.8932,False,False,False,3,3
Chuvash,herd,kɘt,k ɘ t,northeuralex,-1.1682,-1.1682,False,False,False,3,3
Chuvash,drive,χəʋaˈla,χ ə ʋ a l a,northeuralex,-0.9782,-0.9782,False,False,False,6,6
Chuvash,tie up,kəˈk̬ar,k ə k a r,northeuralex,-1.0581,-1.0581,False,False,False,5,5
Chuvash,feed,ɕiˈt̬ɛr,ɕ i t ɛ r,northeuralex,-1.0811,-1.0811,False,False,False,5,5
Chuvash,milk,su,s u,northeuralex,-1.1429,-1.1429,False,False,False,2,2
Chuvash,chop,ʋakˈla,ʋ a k l a,northeuralex,-1.0108,-1.0108,False,False,False,5,5
Chuvash,water,ʂəˈʋar,ʂ ə ʋ a r,northeuralex,-1.0161,-1.0161,False,False,False,5,5
Chuvash,ripen,piɕ,p i ɕ,northeuralex,-1.0965,-1.0965,False,False,False,3,3
Chuvash,cook,pɘˈɕ̬ɛr,p ɘ ɕ ɛ r,northeuralex,-1.1718,-1.1718,False,False,False,5,5
Chuvash,boil,pɘˈɕ̬ɛr,p ɘ ɕ ɛ r,northeuralex,-1.1718,-1.1718,False,False,False,5,5
Chuvash,bake,pɘˈɕ̬ɛr,p ɘ ɕ ɛ r,northeuralex,-1.1718,-1.1718,False,False,False,5,5
Chuvash,fry,əʂ̬aˈla,ə ʂ a l a,northeuralex,-1.0268,-1.0268,False,False,False,5,5
Chuvash,stir,χut̬əʂtar,χ u t ə ʂ t a r,northeuralex,-0.968,-0.968,False,False,False,8,8
Chuvash,knit,ɕɯχ,ɕ ɯ χ,northeuralex,-0.9816,-0.9816,False,False,False,3,3
Chuvash,sew,ɕɘˈlɛ,ɕ ɘ l ɛ,northeuralex,-1.1807,-1.1807,False,False,False,4,4
Chuvash,dye,pɘˈʋɛt,p ɘ ʋ ɛ t,northeuralex,-1.1074,-1.1074,False,False,False,5,5
Chuvash,clean,taˈs̬at,t a s a t,northeuralex,-1.0829,-1.0829,False,False,False,5,5
Chuvash,wash,ɕu,ɕ u,northeuralex,-1.0852,-1.0852,False,False,False,2,2
Chuvash,wipe,ʂəl,ʂ ə l,northeuralex,-0.9348,-0.9348,False,False,False,3,3
Chuvash,rinse,t͡ɕyˈχɛ,tɕ y χ ɛ,northeuralex,-1.1708,-1.1708,False,False,False,4,4
Chuvash,sweep,ʂəl,ʂ ə l,northeuralex,-0.9348,-0.9348,False,False,False,3,3
Chuvash,sweep,ʂəl,ʂ ə l,northeuralex,-0.9348,-0.9348,False,False,False,3,3
Chuvash,bath,ʂɯˈʋa_kɘr,ʂ ɯ ʋ a + k ɘ r,northeuralex,-1.0796,-1.0796,False,False,False,8,7
Chuvash,wash,ˈɕəʋən,ɕ ə ʋ ə n,northeuralex,-0.9983,-0.9983,False,False,False,5,5
Chuvash,take off,saˈlan,s a l a n,northeuralex,-1.0299,-1.0299,False,False,False,5,5
Chuvash,put on,ˈtəχən,t ə χ ə n,northeuralex,-0.9198,-0.9198,False,False,False,5,5
Chuvash,get dressed,ˈtəχən,t ə χ ə n,northeuralex,-0.9198,-0.9198,False,False,False,5,5
Chuvash,comb,tuˈra,t u r a,northeuralex,-0.9873,-0.9873,False,False,False,4,4
Chuvash,decorate,ilɛmˈlɛt,i l ɛ m l ɛ t,northeuralex,-1.0054,-1.0054,False,False,False,7,7
Chuvash,say,tɛ,t ɛ,northeuralex,-1.066,-1.066,False,False,False,2,2
Chuvash,speak,kaˈla,k a l a,northeuralex,-1.0341,-1.0341,False,False,False,4,4
Chuvash,talk,səmaχˈla,s ə m a χ l a,northeuralex,-1.0444,-1.0444,False,False,False,7,7
Chuvash,talk,kaˈlaɕ,k a l a ɕ,northeuralex,-1.067,-1.067,False,False,False,5,5
Chuvash,chat,pupˈlɛ,p u p l ɛ,northeuralex,-0.9673,-0.9673,False,False,False,5,5
Chuvash,ask,ɯjt̬,ɯ j t,northeuralex,-0.8648,-0.8648,False,False,False,3,3
Chuvash,request,ɯjt̬,ɯ j t,northeuralex,-0.8648,-0.8648,False,False,False,3,3
Chuvash,tell,kalas̬a_par,k a l a s a + p a r,northeuralex,-1.0722,-1.0722,False,False,False,10,9
Chuvash,convey,pɘlˈt̬ɛr,p ɘ l t ɛ r,northeuralex,-1.0465,-1.0465,False,False,False,6,6
Chuvash,convey,χɯp̬arˈla,χ ɯ p a r l a,northeuralex,-0.954,-0.954,False,False,False,7,7
Chuvash,name,tɛ,t ɛ,northeuralex,-1.066,-1.066,False,False,False,2,2
Chuvash,name,t͡ɕɘn,tɕ ɘ n,northeuralex,-1.2315,-1.2315,False,False,False,3,3
Chuvash,call,t͡ɕɘn,tɕ ɘ n,northeuralex,-1.2315,-1.2315,False,False,False,3,3
Chuvash,brag,muχtan,m u χ t a n,northeuralex,-0.9465,-0.9465,False,False,False,6,6
Chuvash,brag,ʋɘɕkɘnlɛn,ʋ ɘ ɕ k ɘ n l ɛ n,northeuralex,-1.0895,-1.0895,False,False,False,9,9
Chuvash,translate,kuˈɕ̬ar,k u ɕ a r,northeuralex,-1.0672,-1.0672,False,False,False,5,5
Chuvash,think,ʂuχəʂˈla,ʂ u χ ə ʂ l a,northeuralex,-0.9714,-0.9714,False,False,False,7,7
Chuvash,believe,ɘˈnɛn,ɘ n ɛ n,northeuralex,-1.0845,-1.0845,False,False,False,4,4
Chuvash,notice,as̬ərˈχa,a s ə r χ a,northeuralex,-1.0766,-1.0766,False,False,False,6,6
Chuvash,recognize,paˈla,p a l a,northeuralex,-1.0013,-1.0013,False,False,False,4,4
Chuvash,grasp,ənˈlan,ə n l a n,northeuralex,-0.8991,-0.8991,False,False,False,5,5
Chuvash,understand,pɘl,p ɘ l,northeuralex,-1.0735,-1.0735,False,False,False,3,3
Chuvash,learn,ʋɘˈrɛn,ʋ ɘ r ɛ n,northeuralex,-1.0818,-1.0818,False,False,False,5,5
Chuvash,know,pɘl,p ɘ l,northeuralex,-1.0735,-1.0735,False,False,False,3,3
Chuvash,know,ənˈk̬ar,ə n k a r,northeuralex,-0.998,-0.998,False,False,False,5,5
Chuvash,remember,aˈs̬a_il,a s a + i l,northeuralex,-1.105,-1.105,False,False,False,6,5
Chuvash,forget,man,m a n,northeuralex,-0.9945,-0.9945,False,False,False,3,3
Chuvash,forget,manˈs̬a_kaj,m a n s a + k a j,northeuralex,-1.0627,-1.0627,False,False,False,9,8
Chuvash,measure,ʋiɕ,ʋ i ɕ,northeuralex,-1.088,-1.088,False,False,False,3,3
Chuvash,count,ʂutˈla,ʂ u t l a,northeuralex,-0.9551,-0.9551,False,False,False,5,5
Chuvash,calculate,ʂutˈla,ʂ u t l a,northeuralex,-0.9551,-0.9551,False,False,False,5,5
Chuvash,read,ʋuˈla,ʋ u l a,northeuralex,-0.9468,-0.9468,False,False,False,4,4
Chuvash,paint,yˈk̬ɛr,y k ɛ r,northeuralex,-1.1174,-1.1174,False,False,False,4,4
Chuvash,draw,yˈk̬ɛr,y k ɛ r,northeuralex,-1.1174,-1.1174,False,False,False,4,4
Chuvash,write,ɕɯr,ɕ ɯ r,northeuralex,-1.0112,-1.0112,False,False,False,3,3
Chuvash,own,tɯt,t ɯ t,northeuralex,-0.8932,-0.8932,False,False,False,3,3
Chuvash,buy,il,i l,northeuralex,-0.9406,-0.9406,False,False,False,2,2
Chuvash,buy,tuˈjan,t u j a n,northeuralex,-0.9192,-0.9192,False,False,False,5,5
Chuvash,sell,sut,s u t,northeuralex,-1.0571,-1.0571,False,False,False,3,3
Chuvash,pay for,tyˈlɛ,t y l ɛ,northeuralex,-1.0219,-1.0219,False,False,False,4,4
Chuvash,pay,tyˈlɛ,t y l ɛ,northeuralex,-1.0219,-1.0219,False,False,False,4,4
Chuvash,rule,tɯt,t ɯ t,northeuralex,-0.8932,-0.8932,False,False,False,3,3
Chuvash,endure,tys,t y s,northeuralex,-1.1407,-1.1407,False,False,False,3,3
Yakut,nose,muɾun,m u ɾ u n,northeuralex,-1.0119,-1.0119,False,False,False,5,5
Yakut,mouth,ajax,a j a x,northeuralex,-1.0141,-1.0141,False,False,False,4,4
Yakut,tooth,tiːs,t iː s,northeuralex,-1.0926,-1.0926,False,False,False,3,3
Yakut,tongue,tɯl,t ɯ l,northeuralex,-0.9528,-0.9528,False,False,False,3,3
Yakut,lip,u͡os,uo s,northeuralex,-1.3565,-1.3565,False,False,False,2,2
Yakut,cheek,i͡edes,ie d e s,northeuralex,-1.2054,-1.2054,False,False,False,4,4
Yakut,face,siɾej,s i ɾ e j,northeuralex,-1.1147,-1.1147,False,False,False,5,5
Yakut,forehead,syːs,s yː s,northeuralex,-1.2839,-1.2839,False,False,False,3,3
Yakut,moustache,u͡os_bɯtɯɡa,uo s + b ɯ t ɯ g a,northeuralex,-1.1083,-1.1083,False,False,False,9,8
Yakut,beard,seŋije_bɯtɯɡa,s e ŋ i j e + b ɯ t ɯ g a,northeuralex,-1.0444,-1.0444,False,False,False,13,12
Yakut,chin,seŋije,s e ŋ i j e,northeuralex,-1.0633,-1.0633,False,False,False,6,6
Yakut,jaw,sɯŋaːx,s ɯ ŋ aː x,northeuralex,-1.1082,-1.1082,False,False,False,5,5
Yakut,throat,tamax,t a m a x,northeuralex,-1.0977,-1.0977,False,False,False,5,5
Yakut,throat,ky͡ømej,k yø m e j,northeuralex,-1.1399,-1.1399,False,False,False,5,5
Yakut,neck,moːj,m oː j,northeuralex,-1.0814,-1.0814,False,False,False,3,3
Yakut,nape,ketex,k e t e x,northeuralex,-1.0766,-1.0766,False,True,False,5,5
Yakut,back,køɣys,k ø ɣ y s,northeuralex,-1.3983,-1.3983,False,False,False,5,5
Yakut,belly,is,i s,northeuralex,-1.2499,-1.2499,False,False,False,2,2
Yakut,navel,kiːn,k iː n,northeuralex,-0.8761,-0.8761,False,False,False,3,3
Yakut,bosom,emiːj,e m iː j,northeuralex,-1.0186,-1.0186,False,False,False,4,4
Yakut,breast,ty͡øs,t yø s,northeuralex,-1.2542,-1.2542,False,False,False,3,3
Yakut,shoulder,saɾɯn,s a ɾ ɯ n,northeuralex,-1.0387,-1.0387,False,False,False,5,5
Yakut,arm,iliː,i l iː,northeuralex,-0.8696,-0.8696,False,False,False,3,3
Yakut,elbow,toɣonox,t o ɣ o n o x,northeuralex,-1.287,-1.287,False,False,False,7,7
Yakut,hand,iliː,i l iː,northeuralex,-0.8696,-0.8696,False,False,False,3,3
Yakut,palm,ɯtɯs,ɯ t ɯ s,northeuralex,-1.1607,-1.1607,False,False,False,4,4
Yakut,finger,taɾbax,t a ɾ b a x,northeuralex,-1.0365,-1.0365,False,False,False,6,6
Yakut,fingernail,tɯŋɯɾax,t ɯ ŋ ɯ ɾ a x,northeuralex,-1.0675,-1.0675,False,False,False,7,7
Yakut,nail,tɯŋɯɾax,t ɯ ŋ ɯ ɾ a x,northeuralex,-1.0675,-1.0675,False,False,False,7,7
Yakut,toe,taɾbax,t a ɾ b a x,northeuralex,-1.0365,-1.0365,False,False,False,6,6
Yakut,foot,ulːuŋax,u lː u ŋ a x,northeuralex,-1.0611,-1.0611,False,False,False,6,6
Yakut,heel,tilex,t i l e x,northeuralex,-1.0138,-1.0138,False,False,False,5,5
Yakut,knee,tobuk,t o b u k,northeuralex,-1.113,-1.113,False,False,False,5,5
Yakut,knee,ɟilbek,ɟ i l b e k,northeuralex,-1.0226,-1.0226,False,False,False,6,6
Yakut,thigh,ulːuk,u lː u k,northeuralex,-1.1067,-1.1067,False,False,False,4,4
Yakut,thigh,øtːyk,ø tː y k,northeuralex,-1.2888,-1.2888,False,False,False,4,4
Yakut,leg,atax,a t a x,northeuralex,-1.0445,-1.0445,False,False,False,4,4
Yakut,body,beje,b e j e,northeuralex,-0.9638,-0.9638,False,True,False,4,4
Yakut,vein,vʲena,vʲ e n a,northeuralex,-2.1495,-2.1495,False,False,False,4,4
Yakut,vein,ky͡øx_tɯmɯɾ,k yø x + t ɯ m ɯ ɾ,northeuralex,-1.1655,-1.1655,False,False,False,9,8
Yakut,sinew,iŋiːɾ,i ŋ iː ɾ,northeuralex,-1.0013,-1.0013,False,False,False,4,4
Yakut,brain,mejiː,m e j iː,northeuralex,-1.0186,-1.0186,False,False,False,4,4
Yakut,heart,syɾex,s y ɾ e x,northeuralex,-1.2302,-1.2302,False,False,False,5,5
Yakut,stomach,kuɾtax,k u ɾ t a x,northeuralex,-1.0781,-1.0781,False,False,False,6,6
Yakut,liver,bɯ͡aɾ,b ɯa ɾ,northeuralex,-1.0798,-1.0798,False,False,False,3,3
Yakut,breath,tɯːn,t ɯː n,northeuralex,-1.0105,-1.0105,False,False,False,3,3
Yakut,hunger,aːs,aː s,northeuralex,-1.1589,-1.1589,False,False,False,2,2
