language,gloss,form,ipa_tokens,cogid_source,raw_score,adjusted_score,lexstat_penalized,yakut_artifact_flag,thin_lang_flag,n_tokens,n_lookups
Azerbaijani,meaning,mænɑ,m æ n ɑ,northeuralex,-0.51,-0.51,False,False,False,4,4
Azerbaijani,reason,sæbæb,s æ b æ b,northeuralex,-0.6435,-0.6435,False,False,False,5,5
Azerbaijani,truth,hɑɡː,h ɑ gː,northeuralex,-0.81,-0.81,False,False,False,3,3
Azerbaijani,truth,dɔɣruluɡ,d ɔ ɣ r u l u g,northeuralex,-0.6812,-0.6812,False,False,False,8,8
Azerbaijani,talk,sœhbæt,s œ h b æ t,northeuralex,-0.774,-0.774,False,False,False,6,6
Azerbaijani,talk,ɡɔnuʃmɑ,g ɔ n u ʃ m ɑ,northeuralex,-0.5766,-0.5766,False,False,False,7,7
Azerbaijani,fairy tale,nɑɣɯl,n ɑ ɣ ɯ l,northeuralex,-0.6466,-0.6466,False,False,False,5,5
Azerbaijani,story,hɛkɑjæ,h ɛ k ɑ j æ,northeuralex,-0.7152,-0.7152,False,False,False,6,6
Azerbaijani,message,χæbær,χ æ b æ r,northeuralex,-0.7339,-0.7339,False,False,False,5,5
Azerbaijani,news,χæbær,χ æ b æ r,northeuralex,-0.7339,-0.7339,False,False,False,5,5
Azerbaijani,news,jɛnɪlɪk,j ɛ n ɪ l ɪ k,northeuralex,-0.7453,-0.7453,False,False,False,7,7
Azerbaijani,name,ɑd,ɑ d,northeuralex,-0.7555,-0.7555,False,False,False,2,2
Azerbaijani,puzzle,tɑpmɑd͡ʒɑ,t ɑ p m ɑ dʒ ɑ,northeuralex,-0.714,-0.714,False,False,False,7,7
Azerbaijani,speech,nɪtɡ,n ɪ t g,northeuralex,-0.5448,-0.5448,False,False,False,4,4
Azerbaijani,language,dɪl,d ɪ l,northeuralex,-0.8246,-0.8246,False,False,False,3,3
Azerbaijani,voice,sæs,s æ s,northeuralex,-0.6785,-0.6785,False,False,False,3,3
Azerbaijani,word,sœz,s œ z,northeuralex,-0.8136,-0.8136,False,False,False,3,3
Azerbaijani,word,kælmæ,k æ l m æ,northeuralex,-0.4089,-0.4089,False,False,False,5,5
Azerbaijani,sign,nɪʃɑn,n ɪ ʃ ɑ n,northeuralex,-0.707,-0.707,False,False,False,5,5
Azerbaijani,call,t͡ʃɯɣɯrtɯ,tʃ ɯ ɣ ɯ r t ɯ,northeuralex,-0.7173,-0.7173,False,False,False,7,7
Azerbaijani,noise,ɟurultu,ɟ u r u l t u,northeuralex,-0.6811,-0.6811,False,False,False,7,7
Azerbaijani,sound,sæs,s æ s,northeuralex,-0.6785,-0.6785,False,False,False,3,3
Azerbaijani,tone,tɔn,t ɔ n,northeuralex,-0.7423,-0.7423,False,False,False,3,3
Azerbaijani,song,mɑhnɯ,m ɑ h n ɯ,northeuralex,-0.6029,-0.6029,False,False,False,5,5
Azerbaijani,calm,sɑkɪtlɪk,s ɑ k ɪ t l ɪ k,northeuralex,-0.5658,-0.5658,False,False,False,8,8
Azerbaijani,people,χɑlɡ,χ ɑ l g,northeuralex,-0.5982,-0.5982,False,False,False,4,4
Azerbaijani,nation,mɪlːæt,m ɪ lː æ t,northeuralex,-0.6444,-0.6444,False,False,False,5,5
Azerbaijani,work,ɪʃ,ɪ ʃ,northeuralex,-0.9252,-0.9252,False,False,False,2,2
Azerbaijani,work,æmæk,æ m æ k,northeuralex,-0.3849,-0.3849,False,False,False,4,4
Azerbaijani,guest,ɡɔnɑɡ,g ɔ n ɑ g,northeuralex,-0.4536,-0.4536,False,False,False,5,5
Azerbaijani,guest,mysɑfɪr,m y s ɑ f ɪ r,northeuralex,-0.747,-0.747,False,False,False,7,7
Azerbaijani,gift,hædɪjːæ,h æ d ɪ jː æ,northeuralex,-0.8028,-0.8028,False,False,False,6,6
Azerbaijani,game,ɔjun,ɔ j u n,northeuralex,-0.8281,-0.8281,False,False,False,4,4
Azerbaijani,game,tɑmɑʃɑ,t ɑ m ɑ ʃ ɑ,northeuralex,-0.5722,-0.5722,False,False,False,6,6
Azerbaijani,company,d͡ʒæmɪjːɛt,dʒ æ m ɪ jː ɛ t,northeuralex,-0.7858,-0.7858,False,False,False,7,7
Azerbaijani,help,kœmæk,k œ m æ k,northeuralex,-0.4024,-0.4024,False,False,False,5,5
Azerbaijani,help,jɑrdɯm,j ɑ r d ɯ m,northeuralex,-0.6292,-0.6292,False,False,False,6,6
Azerbaijani,friend,dɔst,d ɔ s t,northeuralex,-0.8205,-0.8205,False,False,False,4,4
Azerbaijani,companion,jɔldɑʃ,j ɔ l d ɑ ʃ,northeuralex,-0.804,-0.804,False,False,False,6,6
Azerbaijani,matter,ɪʃ,ɪ ʃ,northeuralex,-0.9252,-0.9252,False,False,False,2,2
Azerbaijani,count,sɑj,s ɑ j,northeuralex,-0.7391,-0.7391,False,False,False,3,3
Azerbaijani,sort,t͡ʃɛʃɪd,tʃ ɛ ʃ ɪ d,northeuralex,-1.0002,-1.0002,False,False,False,5,5
Azerbaijani,piece,dænæ,d æ n æ,northeuralex,-0.6828,-0.6828,False,False,False,4,4
Azerbaijani,piece,pɑrt͡ʃɑ,p ɑ r tʃ ɑ,northeuralex,-0.779,-0.779,False,False,False,5,5
Azerbaijani,part,ɡɪsɪm,g ɪ s ɪ m,northeuralex,-0.6156,-0.6156,False,False,False,5,5
Azerbaijani,half,jɑrɯm,j ɑ r ɯ m,northeuralex,-0.5755,-0.5755,False,False,False,5,5
Azerbaijani,circle,dɑɪræ,d ɑ ɪ r æ,northeuralex,-0.743,-0.743,False,False,False,5,5
Azerbaijani,cross,χɑt͡ʃ,χ ɑ tʃ,northeuralex,-1.006,-1.006,False,False,False,3,3
Azerbaijani,line,χætː,χ æ tː,northeuralex,-0.6412,-0.6412,False,False,False,3,3
Azerbaijani,stroke,d͡ʒɯzɯɡ,dʒ ɯ z ɯ g,northeuralex,-0.6344,-0.6344,False,False,False,5,5
Azerbaijani,gap,mæsɑfæ,m æ s ɑ f æ,northeuralex,-0.6376,-0.6376,False,False,False,6,6
Azerbaijani,distance,mæsɑfæ,m æ s ɑ f æ,northeuralex,-0.6376,-0.6376,False,False,False,6,6
Azerbaijani,distance,uzɑɡlɯɡ,u z ɑ g l ɯ g,northeuralex,-0.4457,-0.4457,False,False,False,7,7
Azerbaijani,area,bœlɟæ,b œ l ɟ æ,northeuralex,-0.7709,-0.7709,False,False,False,5,5
Azerbaijani,space,jɛr,j ɛ r,northeuralex,-0.8391,-0.8391,False,False,False,3,3
Azerbaijani,place,jɛr,j ɛ r,northeuralex,-0.8391,-0.8391,False,False,False,3,3
Azerbaijani,side,jɑn,j ɑ n,northeuralex,-0.6866,-0.6866,False,False,False,3,3
Azerbaijani,side,tæræf,t æ r æ f,northeuralex,-0.6666,-0.6666,False,False,False,5,5
Azerbaijani,middle,ɔrtɑ,ɔ r t ɑ,northeuralex,-0.697,-0.697,False,False,False,4,4
Azerbaijani,item,ʃɛj,ʃ ɛ j,northeuralex,-0.9376,-0.9376,False,False,False,3,3
Azerbaijani,thing,ʃɛj,ʃ ɛ j,northeuralex,-0.9376,-0.9376,False,False,False,3,3
Azerbaijani,fringe,kænɑr,k æ n ɑ r,northeuralex,-0.4563,-0.4563,False,False,False,5,5
Azerbaijani,edge,tɪjæ,t ɪ j æ,northeuralex,-0.8008,-0.8008,False,False,False,4,4
Azerbaijani,edge,kænɑr,k æ n ɑ r,northeuralex,-0.4563,-0.4563,False,False,False,5,5
Azerbaijani,corner,bud͡ʒɑɡ,b u dʒ ɑ g,northeuralex,-0.6525,-0.6525,False,False,False,5,5
Azerbaijani,tip,ud͡ʒ,u dʒ,northeuralex,-1.018,-1.018,False,False,False,2,2
Azerbaijani,end,sɔn,s ɔ n,northeuralex,-0.7826,-0.7826,False,False,False,3,3
Azerbaijani,end,ɑχɯr,ɑ χ ɯ r,northeuralex,-0.75,-0.75,False,False,False,4,4
Azerbaijani,hole,dɛʃɪk,d ɛ ʃ ɪ k,northeuralex,-0.7742,-0.7742,False,False,False,5,5
Azerbaijani,angle,ɟuʃæ,ɟ u ʃ æ,northeuralex,-0.7853,-0.7853,False,False,False,4,4
Azerbaijani,pattern,ylɟy,y l ɟ y,northeuralex,-0.941,-0.941,False,False,False,4,4
Azerbaijani,size,bœjyklyk,b œ j y k l y k,northeuralex,-0.6804,-0.6804,False,False,False,8,8
Azerbaijani,length,uzunluɡ,u z u n l u g,northeuralex,-0.5583,-0.5583,False,False,False,7,7
Azerbaijani,height,jyksæklɪk,j y k s æ k l ɪ k,northeuralex,-0.5528,-0.5528,False,False,False,9,9
Azerbaijani,weight,t͡ʃækɪ,tʃ æ k ɪ,northeuralex,-0.7126,-0.7126,False,False,False,4,4
Azerbaijani,weight,ɑɣɯrlɯɡ,ɑ ɣ ɯ r l ɯ g,northeuralex,-0.5441,-0.5441,False,False,False,7,7
Azerbaijani,amount,mɪɡdɑr,m ɪ g d ɑ r,northeuralex,-0.5513,-0.5513,False,False,False,6,6
Azerbaijani,heap,jɯɣɯn,j ɯ ɣ ɯ n,northeuralex,-0.7308,-0.7308,False,False,False,5,5
Azerbaijani,row,sæf,s æ f,northeuralex,-0.7739,-0.7739,False,False,False,3,3
Azerbaijani,row,sɯrɑ,s ɯ r ɑ,northeuralex,-0.6046,-0.6046,False,False,False,4,4
Azerbaijani,boat,ɡɑjɯɡ,g ɑ j ɯ g,northeuralex,-0.4305,-0.4305,False,False,False,5,5
Azerbaijani,oar,kyræk,k y r æ k,northeuralex,-0.4558,-0.4558,False,False,False,5,5
Azerbaijani,sleigh,kɪrʃæ,k ɪ r ʃ æ,northeuralex,-0.5966,-0.5966,False,False,False,5,5
Azerbaijani,ski,χɪzæk,χ ɪ z æ k,northeuralex,-0.7243,-0.7243,False,False,False,5,5
Azerbaijani,campfire,dyʃærɟæ_tɔnɡɑlɯ,d y ʃ æ r ɟ æ + t ɔ n g ɑ l ɯ,northeuralex,-0.6817,-0.6817,False,False,False,15,14
Azerbaijani,load,jyk,j y k,northeuralex,-0.6857,-0.6857,False,False,False,3,3
Azerbaijani,walk,jɛrɪʃ,j ɛ r ɪ ʃ,northeuralex,-0.8735,-0.8735,False,False,False,5,5
Azerbaijani,step,ɑdːɯm,ɑ dː ɯ m,northeuralex,-0.5095,-0.5095,False,False,False,4,4
Azerbaijani,north,ʃɪmɑl,ʃ ɪ m ɑ l,northeuralex,-0.6421,-0.6421,False,False,False,5,5
Azerbaijani,south,d͡ʒænub,dʒ æ n u b,northeuralex,-0.7668,-0.7668,False,False,False,5,5
Azerbaijani,west,ɡærb,g æ r b,northeuralex,-0.4364,-0.4364,False,False,False,4,4
Azerbaijani,east,ʃærɡ,ʃ æ r g,northeuralex,-0.4778,-0.4778,False,False,False,4,4
Azerbaijani,wood,ɑɣɑd͡ʒ,ɑ ɣ ɑ dʒ,northeuralex,-0.8666,-0.8666,False,False,False,4,4
Azerbaijani,wood,tɑχtɑ,t ɑ χ t ɑ,northeuralex,-0.7292,-0.7292,False,False,False,5,5
Azerbaijani,board,tɑχtɑ,t ɑ χ t ɑ,northeuralex,-0.7292,-0.7292,False,False,False,5,5
Azerbaijani,slab,lœvhæ,l œ v h æ,northeuralex,-0.8746,-0.8746,False,False,False,5,5
Azerbaijani,"support, rest",dɑjɑɡ,d ɑ j ɑ g,northeuralex,-0.607,-0.607,False,False,False,5,5
Azerbaijani,"support, rest",dæstæk,d æ s t æ k,northeuralex,-0.5768,-0.5768,False,False,False,6,6
Azerbaijani,pole,ʃyvyl,ʃ y v y l,northeuralex,-0.9359,-0.9359,False,False,False,5,5
Azerbaijani,stick,dæjænæk,d æ j æ n æ k,northeuralex,-0.613,-0.613,False,False,False,7,7
Azerbaijani,staff,æsɑ,æ s ɑ,northeuralex,-0.6519,-0.6519,False,False,False,3,3
Azerbaijani,staff,ʃyvyl,ʃ y v y l,northeuralex,-0.9359,-0.9359,False,False,False,5,5
Azerbaijani,pipe,bɔru,b ɔ r u,northeuralex,-0.7407,-0.7407,False,False,False,4,4
Azerbaijani,pipe,trubɑ,t r u b ɑ,northeuralex,-0.6059,-0.6059,False,False,False,5,5
Azerbaijani,house,ɛv,ɛ v,northeuralex,-1.1129,-1.1129,False,False,False,2,2
Azerbaijani,home,ɛv,ɛ v,northeuralex,-1.1129,-1.1129,False,False,False,2,2
Azerbaijani,stove,pɛt͡ʃ,p ɛ tʃ,northeuralex,-1.1026,-1.1026,False,False,False,3,3
Azerbaijani,stove,sɔbɑ,s ɔ b ɑ,northeuralex,-0.7597,-0.7597,False,False,False,4,4
Azerbaijani,floor,dœʃæmæ,d œ ʃ æ m æ,northeuralex,-0.7229,-0.7229,False,False,False,6,6
Azerbaijani,table,mɑsɑ,m ɑ s ɑ,northeuralex,-0.5405,-0.5405,False,False,False,4,4
Azerbaijani,chair,stul,s t u l,northeuralex,-0.6293,-0.6293,False,False,False,4,4
Azerbaijani,cradle,bɛʃɪk,b ɛ ʃ ɪ k,northeuralex,-0.7173,-0.7173,False,False,False,5,5
Azerbaijani,bed,jɑtɑɡ,j ɑ t ɑ g,northeuralex,-0.5419,-0.5419,False,False,False,5,5
Azerbaijani,shelf,ræf,r æ f,northeuralex,-0.7039,-0.7039,False,False,False,3,3
Azerbaijani,box,jɛʃɪk,j ɛ ʃ ɪ k,northeuralex,-0.7768,-0.7768,False,False,False,5,5
Azerbaijani,box,sɑndɯɡ,s ɑ n d ɯ g,northeuralex,-0.5614,-0.5614,False,False,False,6,6
Azerbaijani,window,pænd͡ʒæræ,p æ n dʒ æ r æ,northeuralex,-0.7585,-0.7585,False,False,False,7,7
Azerbaijani,door,ɡɑpɯ,g ɑ p ɯ,northeuralex,-0.5742,-0.5742,False,False,False,4,4
Azerbaijani,gate,dɑrvɑzɑ,d ɑ r v ɑ z ɑ,northeuralex,-0.7072,-0.7072,False,False,False,7,7
Azerbaijani,fence,t͡ʃæpær,tʃ æ p æ r,northeuralex,-0.7932,-0.7932,False,False,False,5,5
Azerbaijani,roof,dɑm,d ɑ m,northeuralex,-0.5843,-0.5843,False,False,False,3,3
Azerbaijani,ladder,nærdɪvɑn,n æ r d ɪ v ɑ n,northeuralex,-0.7361,-0.7361,False,False,False,8,8
Azerbaijani,broom,sypyrɟæ,s y p y r ɟ æ,northeuralex,-0.8771,-0.8771,False,False,False,7,7
Azerbaijani,spade,kyræk,k y r æ k,northeuralex,-0.4558,-0.4558,False,False,False,5,5
Azerbaijani,shovel,kyræk,k y r æ k,northeuralex,-0.4558,-0.4558,False,False,False,5,5
Azerbaijani,fork,t͡ʃænɟæl,tʃ æ n ɟ æ l,northeuralex,-0.7391,-0.7391,False,False,False,6,6
Azerbaijani,spoon,ɡɑʃɯɡ,g ɑ ʃ ɯ g,northeuralex,-0.4041,-0.4041,False,False,False,5,5
Azerbaijani,knife,bɯt͡ʃɑɡ,b ɯ tʃ ɑ g,northeuralex,-0.5969,-0.5969,False,False,False,5,5
Azerbaijani,nail,mɯχ,m ɯ χ,northeuralex,-0.715,-0.715,False,False,False,3,3
Azerbaijani,net,tɔr,t ɔ r,northeuralex,-0.7248,-0.7248,False,False,False,3,3
Azerbaijani,hook,t͡ʃænɟæl,tʃ æ n ɟ æ l,northeuralex,-0.7391,-0.7391,False,False,False,6,6
Azerbaijani,handle,ɡulp,g u l p,northeuralex,-0.5767,-0.5767,False,False,False,4,4
Azerbaijani,handle,tutɑd͡ʒɑɡ,t u t ɑ dʒ ɑ g,northeuralex,-0.6296,-0.6296,False,False,False,7,7
Azerbaijani,lock,ɡɯfɯl,g ɯ f ɯ l,northeuralex,-0.5482,-0.5482,False,False,False,5,5
Azerbaijani,picture,ræsm,r æ s m,northeuralex,-0.5169,-0.5169,False,False,False,4,4
Azerbaijani,figure,ʃækɪl,ʃ æ k ɪ l,northeuralex,-0.6008,-0.6008,False,False,False,5,5
Azerbaijani,figure,hɛjkæl,h ɛ j k æ l,northeuralex,-0.6971,-0.6971,False,False,False,6,6
Azerbaijani,doll,kuklɑ,k u k l ɑ,northeuralex,-0.3731,-0.3731,False,False,False,5,5
Azerbaijani,doll,ɟælɪnd͡ʒɪk,ɟ æ l ɪ n dʒ ɪ k,northeuralex,-0.7609,-0.7609,False,False,False,8,8
Azerbaijani,pouch,kɪsæ,k ɪ s æ,northeuralex,-0.6034,-0.6034,False,False,False,4,4
Azerbaijani,pouch,tɔrbɑ,t ɔ r b ɑ,northeuralex,-0.6802,-0.6802,False,False,False,5,5
Azerbaijani,bundle,bɑɣlɑmɑ,b ɑ ɣ l ɑ m ɑ,northeuralex,-0.593,-0.593,False,False,False,7,7
Azerbaijani,bag,t͡ʃɑntɑ,tʃ ɑ n t ɑ,northeuralex,-0.6929,-0.6929,False,False,False,5,5
Azerbaijani,bucket,vɛdræ,v ɛ d r æ,northeuralex,-0.8512,-0.8512,False,False,False,5,5
Azerbaijani,bucket,t͡ʃælːæk,tʃ æ lː æ k,northeuralex,-0.6231,-0.6231,False,False,False,5,5
Azerbaijani,"cover, lid",ɡɑpɑɡ,g ɑ p ɑ g,northeuralex,-0.4563,-0.4563,False,False,False,5,5
Azerbaijani,dishes,ɡɑbɡɑzɑn,g ɑ b g ɑ z ɑ n,northeuralex,-0.4519,-0.4519,False,False,False,8,8
Azerbaijani,sack,t͡ʃuvɑl,tʃ u v ɑ l,northeuralex,-0.8196,-0.8196,False,False,False,5,5
Azerbaijani,cup,fɪnd͡ʒɑn,f ɪ n dʒ ɑ n,northeuralex,-0.8374,-0.8374,False,False,False,6,6
Azerbaijani,pot,ɡɑzɑn,g ɑ z ɑ n,northeuralex,-0.4778,-0.4778,False,False,False,5,5
Azerbaijani,kettle,ɡɑzɑn,g ɑ z ɑ n,northeuralex,-0.4778,-0.4778,False,False,False,5,5
Azerbaijani,meal,jɛmæk,j ɛ m æ k,northeuralex,-0.5849,-0.5849,False,False,False,5,5
Azerbaijani,food,ɡɪdɑ,g ɪ d ɑ,northeuralex,-0.6456,-0.6456,False,False,False,4,4
Azerbaijani,dish,χœræk,χ œ r æ k,northeuralex,-0.7057,-0.7057,False,False,False,5,5
Azerbaijani,meat,æt,æ t,northeuralex,-0.6106,-0.6106,False,False,False,2,2
Azerbaijani,corn,tɑχɯl,t ɑ χ ɯ l,northeuralex,-0.7187,-0.7187,False,False,False,5,5
Azerbaijani,mush,ɑʃ,ɑ ʃ,northeuralex,-0.6962,-0.6962,False,False,False,2,2
Azerbaijani,mush,sɯjɯɡ,s ɯ j ɯ g,northeuralex,-0.5721,-0.5721,False,False,False,5,5
Azerbaijani,bread,t͡ʃœræk,tʃ œ r æ k,northeuralex,-0.6767,-0.6767,False,False,False,5,5
Azerbaijani,slice,dɪlɪm,d ɪ l ɪ m,northeuralex,-0.7574,-0.7574,False,False,False,5,5
Azerbaijani,fat,jɑɣ,j ɑ ɣ,northeuralex,-0.825,-0.825,False,False,False,3,3
Azerbaijani,butter,kæræ_jɑɣɯ,k æ r æ + j ɑ ɣ ɯ,northeuralex,-0.6106,-0.6106,False,False,False,9,8
Azerbaijani,oil,jɑɣ,j ɑ ɣ,northeuralex,-0.825,-0.825,False,False,False,3,3
Azerbaijani,salt,duz,d u z,northeuralex,-0.757,-0.757,False,False,False,3,3
Azerbaijani,soup,ʃɔrbɑ,ʃ ɔ r b ɑ,northeuralex,-0.7216,-0.7216,False,False,False,5,5
Azerbaijani,honey,bɑl,b ɑ l,northeuralex,-0.5771,-0.5771,False,False,False,3,3
Azerbaijani,milk,syd,s y d,northeuralex,-0.9124,-0.9124,False,False,False,3,3
Azerbaijani,tea,t͡ʃɑj,tʃ ɑ j,northeuralex,-0.8846,-0.8846,False,False,False,3,3
Azerbaijani,leather,dærɪ,d æ r ɪ,northeuralex,-0.7754,-0.7754,False,False,False,4,4
Azerbaijani,wool,jun,j u n,northeuralex,-0.7312,-0.7312,False,False,False,3,3
Azerbaijani,cloth,ɡumɑʃ,g u m ɑ ʃ,northeuralex,-0.4763,-0.4763,False,False,False,5,5
Azerbaijani,needle,ɪjnæ,ɪ j n æ,northeuralex,-0.7917,-0.7917,False,False,False,4,4
Azerbaijani,thread,sɑp,s ɑ p,northeuralex,-0.7872,-0.7872,False,False,False,3,3
Azerbaijani,button,dyjmæ,d y j m æ,northeuralex,-0.7691,-0.7691,False,False,False,5,5
Azerbaijani,knot,dyjyn,d y j y n,northeuralex,-0.9274,-0.9274,False,False,False,5,5
Azerbaijani,paint,bɔjɑ,b ɔ j ɑ,northeuralex,-0.814,-0.814,False,False,False,4,4
Azerbaijani,clothes,ɟɛjɪm,ɟ ɛ j ɪ m,northeuralex,-0.8627,-0.8627,False,False,False,5,5
Azerbaijani,shirt,kœjnæk,k œ j n æ k,northeuralex,-0.5361,-0.5361,False,False,False,6,6
Azerbaijani,collar,jɑχɑ,j ɑ χ ɑ,northeuralex,-0.8531,-0.8531,False,False,False,4,4
Azerbaijani,sleeve,ɡɔl,g ɔ l,northeuralex,-0.5412,-0.5412,False,False,False,3,3
Azerbaijani,trousers,ʃɑlvɑr,ʃ ɑ l v ɑ r,northeuralex,-0.6828,-0.6828,False,False,False,6,6
Azerbaijani,belt,kæmær,k æ m æ r,northeuralex,-0.4046,-0.4046,False,False,False,5,5
Azerbaijani,cap,ʃɑpkɑ,ʃ ɑ p k ɑ,northeuralex,-0.6121,-0.6121,False,False,False,5,5
Azerbaijani,shoe,tuflɪ,t u f l ɪ,northeuralex,-0.775,-0.775,False,False,False,5,5
Azerbaijani,shoe,ɑjɑɡːɑbɯ,ɑ j ɑ gː ɑ b ɯ,northeuralex,-0.6877,-0.6877,False,False,False,7,7
Azerbaijani,boot,t͡ʃækmæ,tʃ æ k m æ,northeuralex,-0.5339,-0.5339,False,False,False,5,5
Azerbaijani,ring,yzyk,y z y k,northeuralex,-0.7299,-0.7299,False,False,False,4,4
Azerbaijani,ribbon,lɛnt,l ɛ n t,northeuralex,-0.6839,-0.6839,False,False,False,4,4
Azerbaijani,comb,dɑrɑɡ,d ɑ r ɑ g,northeuralex,-0.5216,-0.5216,False,False,False,5,5
Azerbaijani,mirror,ɟyzɟy,ɟ y z ɟ y,northeuralex,-0.9704,-0.9704,False,False,False,5,5
Azerbaijani,strap,ɡɑjɯʃ,g ɑ j ɯ ʃ,northeuralex,-0.5863,-0.5863,False,False,False,5,5
Azerbaijani,string,ɪp,ɪ p,northeuralex,-1.0632,-1.0632,False,False,False,2,2
Azerbaijani,leash,kæmsɪk,k æ m s ɪ k,northeuralex,-0.4426,-0.4426,False,False,False,6,6
Azerbaijani,blanket,ædjɑl,æ d j ɑ l,northeuralex,-0.7151,-0.7151,False,False,False,5,5
Azerbaijani,blanket,jɔrɣɑn,j ɔ r ɣ ɑ n,northeuralex,-0.7688,-0.7688,False,False,False,6,6
Azerbaijani,pillow,jɑstɯɡ,j ɑ s t ɯ g,northeuralex,-0.5696,-0.5696,False,False,False,6,6
Azerbaijani,scarf,ʃɑrf,ʃ ɑ r f,northeuralex,-0.7138,-0.7138,False,False,False,4,4
Azerbaijani,scarf,kɑʃnɛ,k ɑ ʃ n ɛ,northeuralex,-0.6102,-0.6102,False,False,False,5,5
Azerbaijani,towel,dæsmɑl,d æ s m ɑ l,northeuralex,-0.6,-0.6,False,False,False,6,6
Azerbaijani,force,ɟyd͡ʒ,ɟ y dʒ,northeuralex,-1.1338,-1.1338,False,False,False,3,3
Azerbaijani,strength,ɡyvːæt,g y vː æ t,northeuralex,-0.6514,-0.6514,False,False,False,5,5
Azerbaijani,health,sɑɣlɑmlɯɡ,s ɑ ɣ l ɑ m l ɯ g,northeuralex,-0.5278,-0.5278,False,False,False,9,9
Azerbaijani,illness,χæstælɪk,χ æ s t æ l ɪ k,northeuralex,-0.6768,-0.6768,False,False,False,8,8
Azerbaijani,pain,ɑɣrɯ,ɑ ɣ r ɯ,northeuralex,-0.669,-0.669,False,False,False,4,4
Azerbaijani,pain,sɑnd͡ʒɯ,s ɑ n dʒ ɯ,northeuralex,-0.7519,-0.7519,False,False,False,5,5
Azerbaijani,wound,jɑrɑ,j ɑ r ɑ,northeuralex,-0.6552,-0.6552,False,False,False,4,4
Azerbaijani,fever,ɪsɪtmæ,ɪ s ɪ t m æ,northeuralex,-0.7165,-0.7165,False,False,False,6,6
Azerbaijani,fever,ɡɯzdɯrmɑ,g ɯ z d ɯ r m ɑ,northeuralex,-0.5149,-0.5149,False,False,False,8,8
Azerbaijani,medicine,ɪlɑt͡ʃ,ɪ l ɑ tʃ,northeuralex,-0.8299,-0.8299,False,False,False,4,4
Azerbaijani,medicine,dærmɑn,d æ r m ɑ n,northeuralex,-0.5702,-0.5702,False,False,False,6,6
Azerbaijani,bridge,kœrpy,k œ r p y,northeuralex,-0.7612,-0.7612,False,False,False,5,5
Azerbaijani,well,ɡuju,g u j u,northeuralex,-0.6012,-0.6012,False,False,False,4,4
Azerbaijani,pasture,ɔtlɑɡ,ɔ t l ɑ g,northeuralex,-0.5618,-0.5618,False,False,False,5,5
Azerbaijani,path,d͡ʒɯɣɯr,dʒ ɯ ɣ ɯ r,northeuralex,-0.7959,-0.7959,False,False,False,5,5
Azerbaijani,way,jɔl,j ɔ l,northeuralex,-0.8448,-0.8448,False,False,False,3,3
Azerbaijani,road,kyt͡ʃæ,k y tʃ æ,northeuralex,-0.7313,-0.7313,False,False,False,4,4
Azerbaijani,village,kænd,k æ n d,northeuralex,-0.5206,-0.5206,False,False,False,4,4
Azerbaijani,town,ʃæhær,ʃ æ h æ r,northeuralex,-0.7111,-0.7111,False,False,False,5,5
Azerbaijani,letter,mæktub,m æ k t u b,northeuralex,-0.4706,-0.4706,False,False,False,6,6
Azerbaijani,book,kɪtɑb,k ɪ t ɑ b,northeuralex,-0.574,-0.574,False,False,False,5,5
Azerbaijani,character,hærf,h æ r f,northeuralex,-0.7768,-0.7768,False,False,False,4,4
Azerbaijani,newspaper,ɡæzɛt,g æ z ɛ t,northeuralex,-0.5941,-0.5941,False,False,False,5,5
Azerbaijani,life,hæjɑt,h æ j ɑ t,northeuralex,-0.7481,-0.7481,False,False,False,5,5
Azerbaijani,death,œlym,œ l y m,northeuralex,-0.7536,-0.7536,False,False,False,4,4
Azerbaijani,grave,ɡæbɪr,g æ b ɪ r,northeuralex,-0.5634,-0.5634,False,False,False,5,5
Azerbaijani,church,kɪlsæ,k ɪ l s æ,northeuralex,-0.5837,-0.5837,False,False,False,5,5
Azerbaijani,sin,ɟynɑh,ɟ y n ɑ h,northeuralex,-0.8514,-0.8514,False,False,False,5,5
Azerbaijani,god,tɑnrɯ,t ɑ n r ɯ,northeuralex,-0.5666,-0.5666,False,False,False,5,5
Azerbaijani,worker,ɪʃt͡ʃɪ,ɪ ʃ tʃ ɪ,northeuralex,-1.0129,-1.0129,False,False,False,4,4
Azerbaijani,boss,ʃɛf,ʃ ɛ f,northeuralex,-0.9605,-0.9605,False,False,False,3,3
Azerbaijani,boss,ræɪs,r æ ɪ s,northeuralex,-0.7243,-0.7243,False,False,False,4,4
Azerbaijani,master,ustɑ,u s t ɑ,northeuralex,-0.6565,-0.6565,False,False,False,4,4
Azerbaijani,doctor,hækɪm,h æ k ɪ m,northeuralex,-0.5915,-0.5915,False,False,False,5,5
Azerbaijani,doctor,dɔktɔr,d ɔ k t ɔ r,northeuralex,-0.6985,-0.6985,False,False,False,6,6
Azerbaijani,teacher,myælːɪm,m y æ lː ɪ m,northeuralex,-0.673,-0.673,False,False,False,6,6
Azerbaijani,money,pul,p u l,northeuralex,-0.7689,-0.7689,False,False,False,3,3
Azerbaijani,business,tɪd͡ʒɑræt,t ɪ dʒ ɑ r æ t,northeuralex,-0.75,-0.75,False,False,False,7,7
Azerbaijani,shop,dykɑn,d y k ɑ n,northeuralex,-0.6386,-0.6386,False,False,False,5,5
